%   exppar1[n/a]   expvar[20*log10(m)]
   1.00000000   0.12345678   0.00000000
   2.00000000   -1.66666667   1.79505494
   2.00000000   0.12345678   0.00000000
   1.00000000   -4.33333333   1.79505494
   2.00000000   0.12345678   0.00000000
   1.00000000   -6.00000000   1.63299316
   2.00000000   -1.33333333   1.49071198
   1.00000000   -4.33333333   2.68741925
   1.00000000   -5.33333333   3.19722102
   2.00000000   -3.00000000   2.51661148
   1.00000000   -5.66666667   1.79505494
   2.00000000   0.12345678   0.00000000
