%   exppar1[n/a]   expvar[20*log10(m)]
   2.00000000   0.12345678   0.00000000
   1.00000000   -5.33333333   2.98142397
   2.00000000   -3.66666667   3.34995854
   1.00000000   -9.33333333   1.49071198
   2.00000000   0.12345678   0.00000000
   1.00000000   -7.66666667   3.90156664
   1.00000000   -7.66666667   1.79505494
   2.00000000   -3.33333333   2.98142397
   2.00000000   0.12345678   0.00000000
   1.00000000   -8.00000000   2.30940108
   2.00000000   0.12345678   0.00000000
   1.00000000   -8.00000000   1.63299316
