%   exppar1[n/a]   expvar[10log10(delta_L)]
   1.00000000   5.50000000   0.55901699
   2.00000000   5.62500000   0.67314560
   1.00000000   7.00000000   0.70710678
   2.00000000   7.37500000   1.32876823
   1.00000000   7.25000000   0.86602540
   2.00000000   6.50000000   0.61237244
   1.00000000   8.12500000   0.80039053
   2.00000000   6.00000000   1.60078106
   1.00000000   5.25000000   1.11803399
   2.00000000   6.62500000   1.17924764
   1.00000000   6.37500000   0.80039053
   2.00000000   7.12500000   1.58607219
