%   exppar1[n/a]   expvar[10log10(delta_L)]
   2.00000000   6.25000000   1.11803399
   1.00000000   9.00000000   0.55901699
   2.00000000   7.75000000   0.55901699
   1.00000000   7.62500000   0.71807033
   2.00000000   9.62500000   1.00778222
   1.00000000   8.75000000   0.61237244
   2.00000000   9.62500000   0.80039053
   1.00000000   10.00000000   1.71391365
   1.00000000   7.12500000   0.51538820
   2.00000000   8.12500000   1.00778222
   2.00000000   9.50000000   0.61237244
   1.00000000   7.25000000   0.96824584
