%   exppar1[n/a]   expvar[20*log10(m)]
   2.00000000   -21.33333333   1.49071198
   1.00000000   -20.00000000   1.63299316
   2.00000000   -20.00000000   1.63299316
   1.00000000   -17.33333333   1.49071198
   1.00000000   -18.66666667   1.49071198
   2.00000000   -21.00000000   1.91485422
   1.00000000   -18.00000000   1.63299316
   2.00000000   -19.33333333   1.49071198
   1.00000000   -19.33333333   1.49071198
   2.00000000   -20.66666667   1.49071198
   1.00000000   -18.33333333   1.79505494
   2.00000000   -17.00000000   1.00000000
