%   exppar1[n/a]   expvar[20*log10(m)]
   1.00000000   -17.66666667   1.37436854
   2.00000000   -15.00000000   1.00000000
   1.00000000   -15.00000000   1.91485422
   2.00000000   -17.33333333   2.21108319
   2.00000000   -19.00000000   2.51661148
   1.00000000   -18.00000000   1.63299316
   1.00000000   -17.00000000   1.91485422
   2.00000000   -18.00000000   2.30940108
   2.00000000   -17.00000000   2.76887462
   1.00000000   -17.66666667   2.13437475
   2.00000000   -17.33333333   2.21108319
   1.00000000   -16.33333333   2.13437475
