%   exppar1[n/a]   expvar[20*log10(m)]
   1.00000000   -19.66666667   1.37436854
   2.00000000   -20.33333333   2.13437475
   1.00000000   -21.00000000   1.00000000
   2.00000000   -22.66666667   1.49071198
   2.00000000   -23.33333333   3.77123617
   1.00000000   -21.00000000   1.91485422
   1.00000000   -21.66666667   1.37436854
   2.00000000   -23.33333333   1.49071198
   2.00000000   -24.33333333   1.37436854
   1.00000000   -21.66666667   1.79505494
   2.00000000   -24.33333333   1.79505494
   1.00000000   -22.00000000   1.63299316
