"","n_comp","freq","threshold","sd","subj"
"598",15,"6100",5.875,1.58607219,"x45"
"599",9,"6100",13,0,"x45"
"600",9,"300",-6.875,1.00778222,"x45"
"601",15,"300",-5.375,1.75445861,"x45"
"602",5,"6100",1.75,1.60078106,"x45"
"603",1,"6100",-7,1.98431348,"x45"
"604",3,"6100",-2.375,1.17924764,"x45"
"605",1,"300",-9.875,0.80039053,"x45"
"606",3,"300",-5.875,0.71807033,"x45"
"607",5,"300",-3.375,1.00778222,"x45"
"608",1,"300",-8.75,0.55901699,"x45"
"609",3,"300",-10.375,0.375,"x45"
"610",15,"300",-4.75,2.56173769,"x45"
"611",9,"6100",13,0,"x45"
"612",5,"300",-4.875,0.80039053,"x45"
"613",15,"6100",13,0,"x45"
"614",5,"6100",-3.375,1.32876823,"x45"
"615",3,"6100",-5.75,0.55901699,"x45"
"616",9,"300",-6.125,1.00778222,"x45"
"617",1,"6100",-3.25,1.29903811,"x45"
"618",15,"6100",13,0,"x45"
"619",15,"300",-4.875,0.80039053,"x45"
"620",1,"300",-8,0.8291562,"x45"
"621",3,"300",-8.5,0.61237244,"x45"
"622",1,"6100",-2.375,1.58607219,"x45"
"623",5,"6100",4.125,0.80039053,"x45"
"624",9,"300",-8.125,1.28086885,"x45"
"625",5,"300",-3.625,0.9437293,"x45"
"626",9,"6100",4.45833333,5.81201462,"x45"
"627",3,"6100",-5,1.3462912,"x45"
"628",1,"300",-9.375,1.80710404,"x46"
"629",9,"6100",13,0,"x46"
"630",3,"300",-5.875,3.93898781,"x46"
"631",5,"6100",3.875,2.89665756,"x46"
"632",15,"300",2.375,2.19729948,"x46"
"633",5,"300",-0.125,1.25623445,"x46"
"634",3,"6100",9.25,0.61237244,"x46"
"635",15,"6100",13,0,"x46"
"636",1,"6100",1.125,1.17924764,"x46"
"637",9,"300",-7.5,1.5411035,"x46"
"638",15,"300",0.75,0.93541435,"x46"
"639",3,"300",-6,1.3462912,"x46"
"640",1,"6100",-3.25,1.43614066,"x46"
"641",3,"6100",0.875,1.28086885,"x46"
"642",9,"6100",13,0,"x46"
"643",9,"300",-4.25,1.76776695,"x46"
"644",1,"300",-5.75,0.70710678,"x46"
"645",15,"6100",9.5,0.55901699,"x46"
"646",5,"6100",13,0,"x46"
"647",5,"300",-5.5,1.29903811,"x46"
"648",1,"6100",-3.125,1.00778222,"x46"
"649",5,"6100",13,0,"x46"
"650",15,"6100",13,0,"x46"
"651",3,"6100",0.25,3.0516389,"x46"
"652",3,"300",-6,0.55901699,"x46"
"653",9,"6100",13,0,"x46"
"654",9,"300",-4.125,0.5153882,"x46"
"655",1,"300",-9.625,1.48429276,"x46"
"656",5,"300",-9.125,2.50312305,"x46"
"657",15,"300",2.25,1.47901995,"x46"
"658",3,"6100",9.25,0.61237244,"x46"
"659",9,"300",-5.75,0.93541435,"x46"
"660",5,"300",-7.875,1.6441183,"x46"
"661",15,"300",-1,1.5612495,"x46"
"662",9,"6100",7.70833333,1.40991036,"x46"
"663",3,"300",-8.875,0.375,"x46"
"664",5,"6100",13,0,"x46"
"665",15,"6100",13,0,"x46"
"666",1,"300",-14,1.19895788,"x46"
"667",1,"6100",-3.5,1.47901995,"x46"
"668",9,"6100",8.45833333,1.36486161,"x46"
"669",5,"300",-7.25,0.8291562,"x46"
"670",1,"300",-12.125,1.75445861,"x46"
"671",3,"6100",-1.875,1.46308749,"x46"
"672",15,"300",-1.5,0.70710678,"x46"
"673",9,"300",-3.625,0.71807033,"x46"
"674",5,"6100",6.625,3.65932029,"x46"
"675",15,"6100",13,0,"x46"
"676",1,"6100",-1.375,1.875,"x46"
"677",3,"300",-11.125,0.71807033,"x46"
"678",5,"300",-5.125,1.125,"x46"
"679",9,"300",0.75,0.70710678,"x46"
"680",15,"6100",13,0,"x46"
"681",5,"6100",9.625,0.375,"x46"
"682",3,"300",-10,1.22474487,"x46"
"683",1,"6100",-0.5,1.47901995,"x46"
"684",15,"300",-1,1.43614066,"x46"
"685",9,"6100",13,0,"x46"
"686",1,"300",-12.875,0.80039053,"x46"
"687",3,"6100",-1.375,1.125,"x46"
"688",15,"6100",13,0,"x46"
"689",3,"300",-12.875,1.80710404,"x46"
"690",1,"6100",0,0.55901699,"x46"
"691",9,"6100",2.75,3.26917421,"x46"
"692",3,"6100",-4.375,1.77218086,"x46"
"693",5,"300",-13.125,1.09687055,"x46"
"694",5,"6100",8,0.93541435,"x46"
"695",15,"300",-2.875,0.71807033,"x46"
"696",9,"300",-6.5,1.27475488,"x46"
"697",1,"300",-9.875,1.90804219,"x46"
"698",5,"6100",4.375,0.5153882,"x46"
"699",3,"6100",-0.625,0.71807033,"x46"
"700",5,"300",-11.125,0.71807033,"x46"
"701",9,"6100",5.25,2.23606798,"x46"
"702",9,"300",-6.75,0.70710678,"x46"
"703",1,"300",-17.125,0.71807033,"x46"
"704",15,"300",-1.875,1.00778222,"x46"
"705",3,"300",-9.375,1.17924764,"x46"
"706",15,"6100",8.75,0.70710678,"x46"
"707",1,"6100",-2.5,1.29903811,"x46"
"708",15,"6100",7.125,0.80039053,"x46"
"709",9,"6100",13,0,"x46"
"710",15,"300",-2.875,0.375,"x46"
"711",5,"300",-12.5,1.27475488,"x46"
"712",3,"6100",-4.75,0.96824584,"x46"
"713",1,"300",-13,1.36930639,"x46"
"714",1,"6100",-4.125,1.58607219,"x46"
"715",5,"6100",5,3.06186218,"x46"
"716",9,"300",-7.25,1.3462912,"x46"
"717",3,"300",-10.875,1.17924764,"x46"
"718",3,"300",-11.375,2.50312305,"x46"
"719",9,"6100",13,0,"x46"
"720",3,"6100",1.75,0.8291562,"x46"
"721",15,"300",-0.75,1.27475488,"x46"
"722",9,"300",-5,1.82002747,"x46"
"723",5,"6100",2.125,0.80039053,"x46"
"724",1,"300",-13.125,0.80039053,"x46"
"725",5,"300",-9.75,1.03077641,"x46"
"726",1,"6100",-4.125,1.39754249,"x46"
"727",15,"6100",8.66666667,2.33482095,"x46"
"728",3,"300",-16.375,0.71807033,"x46"
"729",9,"300",-6.375,0.91001374,"x46"
"730",1,"300",-9.125,0.80039053,"x46"
"731",15,"6100",7.25,1.67705098,"x46"
"732",5,"6100",7.5,0.55901699,"x46"
"733",9,"6100",3.625,2.98171511,"x46"
"734",5,"300",-11.75,0.93541435,"x46"
"735",15,"300",-5.5,1.78535711,"x46"
"736",3,"6100",1.75,0.55901699,"x46"
"737",1,"6100",-4.75,1.22474487,"x46"
"738",5,"6100",2.125,1.32876823,"x46"
"739",15,"6100",9,0.8291562,"x46"
"740",9,"6100",9.625,0.375,"x46"
"741",9,"300",-2.75,0.93541435,"x46"
"742",15,"300",-2.25,1.76776695,"x46"
"743",5,"300",-10.875,1.46308749,"x46"
"744",1,"6100",-4.625,0.5153882,"x46"
"745",3,"6100",0.625,0.6731456,"x46"
"746",3,"300",-15.625,0.71807033,"x46"
"747",1,"300",-14.75,1.03077641,"x46"
"748",9,"300",3.375,1.58607219,"x49"
"749",15,"6100",13,0,"x49"
"750",3,"300",-9.5,1.5411035,"x49"
"751",1,"300",-5.75,0.55901699,"x49"
"752",5,"300",-1.75,2.80624304,"x49"
"753",15,"300",-0.75,1.11803399,"x49"
"754",1,"6100",-6.375,3.954823,"x49"
"755",3,"6100",2.75,1.62018517,"x49"
"756",5,"6100",3.25,2.35849528,"x49"
"757",9,"6100",13,0,"x49"
"758",15,"6100",13,0,"x49"
"759",3,"6100",0.375,1.00778222,"x49"
"760",1,"300",-7,1.43614066,"x49"
"761",1,"6100",-3.875,1.70018381,"x49"
"762",5,"300",-3.375,1.95655948,"x49"
"763",5,"6100",13,0,"x49"
"764",9,"300",-3.125,0.5153882,"x49"
"765",15,"300",-1.25,2.23606798,"x49"
"766",9,"6100",1,6.6473679,"x49"
"767",3,"300",-1.25,2.1937411,"x49"
"768",5,"6100",13,0,"x49"
"769",5,"300",-4.375,0.71807033,"x49"
"770",9,"6100",13,0,"x49"
"771",1,"300",-7.75,0.96824584,"x49"
"772",9,"300",-5.125,0.9437293,"x49"
"773",1,"6100",7.875,1.32876823,"x49"
"774",15,"300",-2.625,1.00778222,"x49"
"775",3,"300",-3.125,3.04394892,"x49"
"776",3,"6100",3.625,2.09538183,"x49"
"777",15,"6100",13,0,"x49"
"778",5,"300",-4.5,1.03077641,"x49"
"779",1,"300",-6.75,1.92028644,"x49"
"780",5,"6100",4.375,3.16474723,"x49"
"781",15,"6100",13,0,"x49"
"782",1,"6100",-1.375,1.77218086,"x49"
"783",9,"6100",13,0,"x49"
"784",9,"300",-2.875,1.03832798,"x49"
"785",3,"6100",-4.875,0.80039053,"x49"
"786",3,"300",-4.25,0.55901699,"x49"
"787",15,"300",-3.375,4.40347874,"x49"
"788",1,"6100",-2.875,1.125,"x49"
"789",1,"300",-8.25,1.6583124,"x49"
"790",3,"6100",4.75,0.55901699,"x49"
"791",5,"6100",7.375,2.55257223,"x49"
"792",3,"300",1.25,1.36930639,"x49"
"793",9,"6100",13,0,"x49"
"794",15,"6100",13,0,"x49"
"795",9,"300",-5,0.55901699,"x49"
"796",5,"300",-4.875,1.17924764,"x49"
"797",15,"300",0,0.93541435,"x49"
"798",1,"6100",-4.75,0.96824584,"x49"
"799",3,"6100",-4.75,2.77263413,"x49"
"800",5,"6100",7.58333333,1.76580168,"x49"
"801",15,"6100",13,0,"x49"
"802",5,"300",-8.125,1.77218086,"x49"
"803",1,"300",-7.125,0.6731456,"x49"
"804",9,"6100",13,0,"x49"
"805",3,"300",-4.5,0.93541435,"x49"
"806",9,"300",-3.5,0.55901699,"x49"
"807",15,"300",-2.125,1.66301684,"x49"
"808",3,"300",-9.5,1.3462912,"x49"
"809",9,"6100",0.125,3.8910956,"x49"
"810",15,"6100",13,0,"x49"
"811",1,"6100",-0.625,2.5890394,"x49"
"812",3,"6100",3.875,0.9437293,"x49"
"813",5,"300",-7.625,1.09687055,"x49"
"814",15,"300",-4.625,1.52581945,"x49"
"815",5,"6100",7.20833333,2.27951323,"x49"
"816",1,"300",-3,1.92028644,"x49"
"817",9,"300",-7.625,1.09687055,"x49"
"818",9,"6100",-4.75,1.78535711,"x49"
"819",1,"300",-6.625,0.9437293,"x49"
"820",9,"300",-7.25,1.76776695,"x49"
"821",3,"6100",9.25,0.61237244,"x49"
"822",3,"300",-6.125,0.91001374,"x49"
"823",15,"6100",13,0,"x49"
"824",5,"300",-5.625,0.80039053,"x49"
"825",1,"6100",0.625,2.18303115,"x49"
"826",5,"6100",-4.125,4.44585481,"x49"
"827",15,"300",-4,0.61237244,"x49"
"828",3,"300",-10.375,1.28086885,"x49"
"829",5,"6100",13,0,"x49"
"830",1,"6100",0.25,3.230712,"x49"
"831",5,"300",-1.875,0.80039053,"x49"
"832",9,"6100",13,0,"x49"
"833",15,"300",-7.625,2.18303115,"x49"
"834",15,"6100",0.75,4.53458929,"x49"
"835",3,"6100",2,2.20794022,"x49"
"836",1,"300",-9.125,0.6731456,"x49"
"837",9,"300",-6.75,1.6583124,"x49"
"838",9,"300",-3.375,0.6731456,"x49"
"839",3,"300",-8,1.6583124,"x49"
"840",15,"300",-5.625,3.39346799,"x49"
"841",15,"6100",6.625,3.65932029,"x49"
"842",5,"300",-3.625,2.06533896,"x49"
"843",9,"6100",8.25,1.6583124,"x49"
"844",3,"6100",6.125,1.77218086,"x49"
"845",5,"6100",13,0,"x49"
"846",1,"300",-6.875,1.70018381,"x49"
"847",1,"6100",4.625,0.71807033,"x49"
"848",1,"300",-13,1.06066017,"x49"
"849",5,"300",-7.875,1.58607219,"x49"
"850",15,"6100",13,0,"x49"
"851",3,"300",-4.125,1.17924764,"x49"
"852",1,"6100",-5.375,1.32876823,"x49"
"853",3,"6100",4,1.47901995,"x49"
"854",9,"6100",6.625,3.65932029,"x49"
"855",9,"300",-8.5,0.75,"x49"
"856",5,"6100",9.125,0.80039053,"x49"
"857",15,"300",-2.375,0.5153882,"x49"
"858",9,"6100",13,0,"x49"
"859",1,"300",-6.5,0.93541435,"x49"
"860",5,"300",-11.5,1.67705098,"x49"
"861",3,"6100",1,1.03077641,"x49"
"862",15,"300",-5.875,0.375,"x49"
"863",1,"6100",-5.25,1.71391365,"x49"
"864",3,"300",-3.75,0.55901699,"x49"
"865",9,"300",-8.875,1.03832798,"x49"
"866",15,"6100",13,0,"x49"
"867",5,"6100",-2.375,2.18303115,"x49"
"868",15,"6100",-2.5,1.93649167,"x50"
"869",5,"300",0.25,0.70710678,"x50"
"870",1,"6100",1.25,0.96824584,"x50"
"871",1,"300",-16.5,0.55901699,"x50"
"872",3,"6100",-2.375,1.09687055,"x50"
"873",9,"6100",13,0,"x50"
"874",5,"6100",13,0,"x50"
"875",15,"300",6.25,1.11803399,"x50"
"876",3,"300",-6.625,0.71807033,"x50"
"877",9,"300",-0.625,3.26199709,"x50"
"878",1,"6100",1.5,0.93541435,"x50"
"879",9,"6100",13,0,"x50"
"880",3,"6100",3.25,1.03077641,"x50"
"881",1,"300",-11.125,1.71846589,"x50"
"882",15,"6100",5.375,2.69548233,"x50"
"883",9,"300",5.125,0.80039053,"x50"
"884",15,"300",1.875,1.80710404,"x50"
"885",5,"300",3.875,0.9437293,"x50"
"886",3,"300",-4,0.96824584,"x50"
"887",5,"6100",13,0,"x50"
"888",15,"6100",-2.875,3.08474067,"x50"
"889",5,"6100",13,0,"x50"
"890",3,"6100",13,0,"x50"
"891",15,"300",8.625,1.52581945,"x50"
"892",5,"300",1.625,0.71807033,"x50"
"893",9,"300",-0.125,1.58607219,"x50"
"894",1,"300",-4.375,1.125,"x50"
"895",3,"300",2.25,0.55901699,"x50"
"896",1,"6100",2.25,1.47901995,"x50"
"897",9,"6100",13,0,"x50"
"898",1,"300",-11.875,1.28086885,"x50"
"899",15,"300",4.875,2.34853678,"x50"
"900",3,"300",-1.5,3.86490621,"x50"
"901",9,"300",7.83333333,1.32811479,"x50"
"902",1,"6100",-1.875,0.91001374,"x50"
"903",5,"300",1.25,3.79967104,"x50"
"904",15,"6100",13,0,"x50"
"905",5,"6100",13,0,"x50"
"906",9,"6100",13,0,"x50"
"907",3,"6100",13,0,"x50"
"908",5,"6100",6.875,2.96067982,"x50"
"909",3,"300",-1.625,2.30827316,"x50"
"910",1,"6100",13,0,"x50"
"911",3,"6100",13,0,"x50"
"912",1,"300",-2.875,0.71807033,"x50"
"913",5,"300",13,0,"x50"
"914",9,"6100",13,0,"x50"
"915",15,"6100",13,0,"x50"
"916",9,"300",3.875,1.875,"x50"
"917",15,"300",2.75,1.62018517,"x50"
"918",1,"300",-16.75,1.62018517,"x50"
"919",15,"6100",13,0,"x50"
"920",1,"6100",-2.25,1.47901995,"x50"
"921",9,"300",2.375,0.375,"x50"
"922",5,"6100",-0.5,1.11803399,"x50"
"923",3,"300",-2.375,0.80039053,"x50"
"924",9,"6100",13,0,"x50"
"925",5,"300",0.75,1.03077641,"x50"
"926",3,"6100",-0.125,0.5153882,"x50"
"927",15,"300",-0.625,1.875,"x50"
"928",1,"6100",-6.875,0.6731456,"x50"
"929",15,"6100",13,0,"x50"
"930",5,"300",1,1.19895788,"x50"
"931",3,"6100",2.25,0.93541435,"x50"
"932",15,"300",2.5,0.93541435,"x50"
"933",9,"6100",9.625,0.375,"x50"
"934",5,"6100",1,2.65753645,"x50"
"935",9,"300",2,3.06186218,"x50"
"936",3,"300",-4.25,1.03077641,"x50"
"937",1,"300",-13.625,0.5153882,"x50"
"938",5,"6100",-1.375,1.66301684,"x50"
"939",3,"300",-6.75,0.55901699,"x50"
"940",15,"300",1.5,0.8291562,"x50"
"941",3,"6100",-4,2.73861279,"x50"
"942",1,"6100",1.875,1.32876823,"x50"
"943",9,"6100",7.75,0.8660254,"x50"
"944",9,"300",-4.875,0.80039053,"x50"
"945",5,"300",0,0.55901699,"x50"
"946",1,"300",-14,0.93541435,"x50"
"947",15,"6100",13,0,"x50"
"948",15,"300",8.29166667,2.0686986,"x50"
"949",1,"6100",-4.25,1.3462912,"x50"
"950",1,"300",-13.25,1.03077641,"x50"
"951",3,"300",0.5,1.06066017,"x50"
"952",15,"6100",0.625,2.42706098,"x50"
"953",5,"6100",3.875,2.96067982,"x50"
"954",3,"6100",3.375,1.17924764,"x50"
"955",9,"6100",13,0,"x50"
"956",9,"300",-4.75,2.33184476,"x50"
"957",5,"300",-0.75,0.70710678,"x50"
"958",3,"300",-1.375,0.375,"x50"
"959",1,"300",-16,0.75,"x50"
"960",1,"6100",-5.75,1.3462912,"x50"
"961",15,"6100",13,0,"x50"
"962",15,"300",1.125,3.0129927,"x50"
"963",5,"300",-9.375,0.80039053,"x50"
"964",9,"6100",3.5,1.5612495,"x50"
"965",5,"6100",9.5,0.55901699,"x50"
"966",3,"6100",7.375,0.5153882,"x50"
"967",9,"300",-2.25,1.96850197,"x50"
"968",3,"6100",4.125,0.80039053,"x50"
"969",5,"300",-7.25,1.60078106,"x50"
"970",9,"300",-4.75,2.25,"x50"
"971",1,"300",-12,1.27475488,"x50"
"972",3,"300",0,0.55901699,"x50"
"973",5,"6100",-0.5,0.93541435,"x50"
"974",1,"6100",-6.625,2.69548233,"x50"
"975",15,"300",3,1.11803399,"x50"
"976",9,"6100",3.875,5.24553381,"x50"
"977",15,"6100",13,0,"x50"
"978",5,"300",-2.125,2.23955911,"x50"
"979",15,"6100",13,0,"x50"
"980",1,"6100",-4.375,1.03832798,"x50"
"981",5,"6100",13,0,"x50"
"982",15,"300",0.5,0.61237244,"x50"
"983",9,"6100",-3.25,1.43614066,"x50"
"984",3,"6100",-1.25,0.55901699,"x50"
"985",1,"300",-17.75,1.11803399,"x50"
"986",3,"300",-3,1.47901995,"x50"
"987",9,"300",-8.75,0.93541435,"x50"
"988",1,"6100",-1.875,1.70018381,"x51"
"989",5,"6100",13,0,"x51"
"990",3,"6100",-2.125,0.71807033,"x51"
"991",15,"6100",13,0,"x51"
"992",3,"300",3.5,0.61237244,"x51"
"993",9,"6100",8.625,1.32876823,"x51"
"994",15,"300",5,0.61237244,"x51"
"995",1,"300",-7,0.96824584,"x51"
"996",5,"300",2,1.62018517,"x51"
"997",9,"300",3.125,0.71807033,"x51"
"998",9,"300",-2.25,2.35849528,"x51"
"999",1,"6100",-3.125,0.80039053,"x51"
"1000",3,"300",-3.25,0.61237244,"x51"
"1001",1,"300",-11.375,0.80039053,"x51"
"1002",15,"6100",0.70833333,4.27545482,"x51"
"1003",9,"6100",13,0,"x51"
"1004",5,"6100",-0.25,2.63391344,"x51"
"1005",5,"300",-1.375,1.28086885,"x51"
"1006",15,"300",5.875,1.46308749,"x51"
"1007",3,"6100",-6.375,2.98171511,"x51"
"1008",1,"6100",-9.125,1.32876823,"x51"
"1009",1,"300",-9,0.55901699,"x51"
"1010",3,"6100",-3.875,0.91001374,"x51"
"1011",15,"300",3,0.93541435,"x51"
"1012",5,"6100",-2.5,1.43614066,"x51"
"1013",9,"300",4,0.93541435,"x51"
"1014",5,"300",6.5,0.61237244,"x51"
"1015",15,"6100",13,0,"x51"
"1016",3,"300",0,0.55901699,"x51"
"1017",9,"6100",9.25,0.61237244,"x51"
"1018",3,"300",-4,1.43614066,"x51"
"1019",1,"300",-8.5,1.43614066,"x51"
"1020",15,"6100",6.625,1.32876823,"x51"
"1021",15,"300",4,0.75,"x51"
"1022",1,"6100",-7.375,0.375,"x51"
"1023",5,"300",-0.375,0.80039053,"x51"
"1024",9,"6100",13,0,"x51"
"1025",9,"300",3.5,0.61237244,"x51"
"1026",5,"6100",2,1.29903811,"x51"
"1027",3,"6100",2.625,1.00778222,"x51"
"1028",1,"6100",-6.875,0.6731456,"x51"
"1029",9,"300",-6.5,3.082207,"x51"
"1030",1,"300",-13.625,0.80039053,"x51"
"1031",15,"300",5.375,0.9437293,"x51"
"1032",5,"300",-1,0.61237244,"x51"
"1033",3,"6100",3.375,2.00390244,"x51"
"1034",15,"6100",-0.375,2.85317805,"x51"
"1035",9,"6100",13,0,"x51"
"1036",5,"6100",7.625,2.85317805,"x51"
"1037",3,"300",-11.125,0.375,"x51"
"1038",5,"300",-2.75,0.55901699,"x51"
"1039",1,"6100",-9.75,1.41421356,"x51"
"1040",15,"6100",13,0,"x51"
"1041",9,"6100",7.5,0.93541435,"x51"
"1042",3,"6100",1.125,1.17924764,"x51"
"1043",5,"6100",13,0,"x51"
"1044",3,"300",-6.75,2.79508497,"x51"
"1045",1,"300",-16.75,0.75,"x51"
"1046",15,"300",3.375,1.58607219,"x51"
"1047",9,"300",-5.875,1.48429276,"x51"
"1048",9,"300",-9.5,0.93541435,"x51"
"1049",5,"6100",-6.75,0.93541435,"x51"
"1050",1,"6100",-3.125,0.5153882,"x51"
"1051",1,"300",-14.5,0.96824584,"x51"
"1052",15,"6100",8.41666667,1.57233019,"x51"
"1053",5,"300",-9.625,1.125,"x51"
"1054",3,"300",-10.25,0.8291562,"x51"
"1055",15,"300",3.375,0.80039053,"x51"
"1056",9,"6100",8.08333333,1.33593496,"x51"
"1057",3,"6100",-7.25,1.11803399,"x51"
"1058",15,"6100",1.875,1.58607219,"x51"
"1059",5,"300",-0.5,0.70710678,"x51"
"1060",9,"300",0.5,0.96824584,"x51"
"1061",3,"300",-6.75,0.55901699,"x51"
"1062",9,"6100",0.5,1.06066017,"x51"
"1063",1,"300",-17.125,1.03832798,"x51"
"1064",3,"6100",-10.5,1.11803399,"x51"
"1065",1,"6100",-6.625,1.875,"x51"
"1066",5,"6100",2.125,1.52581945,"x51"
"1067",15,"300",-3.875,2.7866871,"x51"
"1068",9,"300",-4.625,0.6731456,"x51"
"1069",9,"6100",5.75,0.96824584,"x51"
"1070",5,"6100",-4.25,0.8291562,"x51"
"1071",1,"6100",-5.5,1.29903811,"x51"
"1072",1,"300",-16.75,0.96824584,"x51"
"1073",15,"300",-0.25,0.96824584,"x51"
"1074",3,"300",-10,1.36930639,"x51"
"1075",3,"6100",-1.875,0.6731456,"x51"
"1076",15,"6100",9.08333333,0.65616732,"x51"
"1077",5,"300",-3.375,0.80039053,"x51"
"1078",3,"6100",-8.25,0.55901699,"x51"
"1079",15,"300",-2.875,1.28086885,"x51"
"1080",9,"300",-5.75,2.58602011,"x51"
"1081",1,"300",-15.875,0.80039053,"x51"
"1082",5,"6100",-2.25,1.82002747,"x51"
"1083",5,"300",-4.5,0.55901699,"x51"
"1084",15,"6100",5.25,1.3462912,"x51"
"1085",1,"6100",-2.5,1.93649167,"x51"
"1086",9,"6100",8.25,1.11803399,"x51"
"1087",3,"300",-5.625,0.6731456,"x51"
"1088",5,"300",-4.5,0.8291562,"x51"
"1089",5,"6100",1.875,0.80039053,"x51"
"1090",3,"300",-4.125,0.80039053,"x51"
"1091",15,"6100",13,0,"x51"
"1092",3,"6100",-5.75,1.11803399,"x51"
"1093",9,"300",-1.125,0.80039053,"x51"
"1094",15,"300",-0.375,0.80039053,"x51"
"1095",5,"6100",4.75,0.55901699,"x52"
"1096",3,"300",-6,1.19895788,"x52"
"1097",1,"300",-9.125,2.00390244,"x52"
"1098",15,"6100",13,0,"x52"
"1099",15,"300",3.5,3.03108891,"x52"
"1100",1,"6100",-1,0.96824584,"x52"
"1101",9,"300",-1.25,0.8291562,"x52"
"1102",3,"6100",-0.75,1.19895788,"x52"
"1103",9,"6100",6.20833333,1.83380676,"x52"
"1104",5,"300",-2,0.8291562,"x52"
"1105",1,"300",-13,0.96824584,"x52"
"1106",3,"300",-5.5,1.93649167,"x52"
"1107",9,"6100",6.95833333,1.79940191,"x52"
"1108",15,"300",-2.5,2.44948974,"x52"
"1109",15,"6100",5.875,0.80039053,"x52"
"1110",1,"6100",-5.25,2.43669859,"x52"
"1111",9,"300",-8.625,1.70018381,"x52"
"1112",3,"6100",-5.125,1.03832798,"x52"
"1113",5,"300",-1.75,1.5,"x52"
"1114",5,"6100",6.125,0.83852549,"x52"
"1115",1,"300",-11,0.93541435,"x52"
"1116",1,"6100",-1.5,2.10653744,"x52"
"1117",3,"6100",-5.5,0.61237244,"x52"
"1118",15,"300",-5,0.55901699,"x52"
"1119",5,"6100",3.25,2.58602011,"x52"
"1120",9,"300",-10,0.96824584,"x52"
"1121",5,"300",-2.125,0.9437293,"x52"
"1122",9,"6100",1.375,1.80710404,"x52"
"1123",3,"300",-5.75,1.76776695,"x52"
"1124",15,"6100",13,0,"x52"
"1125",3,"300",-4.25,1.11803399,"x52"
"1126",15,"300",0,1.41421356,"x52"
"1127",15,"6100",13,0,"x52"
"1128",9,"6100",2.375,2.89665756,"x52"
"1129",1,"6100",-5.875,1.41972709,"x52"
"1130",5,"300",-8,1.6583124,"x52"
"1131",3,"6100",-1.75,1.43614066,"x52"
"1132",9,"300",-10.75,0.96824584,"x52"
"1133",5,"6100",5.75,0.8660254,"x52"
"1134",1,"300",-13.375,0.71807033,"x52"
"1135",5,"6100",-3.125,4.52941773,"x52"
"1136",3,"300",-6.875,0.5153882,"x52"
"1137",15,"6100",13,0,"x52"
"1138",1,"6100",-2.375,0.91001374,"x52"
"1139",9,"300",-10.375,1.71846589,"x52"
"1140",1,"300",-13.75,2.20794022,"x52"
"1141",3,"6100",-5.625,0.5153882,"x52"
"1142",5,"300",-3,0.70710678,"x52"
"1143",9,"6100",-0.75,0.55901699,"x52"
"1144",15,"300",-5.5,0.61237244,"x52"
"1145",9,"6100",3.75,1.27475488,"x52"
"1146",5,"300",-1.875,0.80039053,"x52"
"1147",1,"300",-19.375,0.375,"x52"
"1148",3,"6100",-4.875,2.46538537,"x52"
"1149",15,"6100",13,0,"x52"
"1150",1,"6100",-0.75,1.47901995,"x52"
"1151",15,"300",-4.25,0.55901699,"x52"
"1152",5,"6100",1.125,2.57694102,"x52"
"1153",3,"300",-5.25,0.70710678,"x52"
"1154",9,"300",-9.125,0.80039053,"x52"
"1155",5,"300",-5.125,1.28086885,"x52"
"1156",15,"300",-4.75,1.06066017,"x52"
"1157",3,"6100",6.125,0.375,"x52"
"1158",5,"6100",13,0,"x52"
"1159",9,"300",-9.25,0.96824584,"x52"
"1160",9,"6100",13,0,"x52"
"1161",1,"6100",4.125,0.80039053,"x52"
"1162",15,"6100",13,0,"x52"
"1163",3,"300",-6.25,1.5612495,"x52"
"1164",1,"300",-8.875,0.375,"x52"
"1165",3,"6100",-5.75,1.27475488,"x52"
"1166",15,"6100",8,0.8291562,"x52"
"1167",5,"6100",-8.5,0.96824584,"x52"
"1168",5,"300",-8.75,1.27475488,"x52"
"1169",1,"300",-10.875,0.80039053,"x52"
"1170",9,"300",-13.875,0.80039053,"x52"
"1171",3,"300",-5.875,0.71807033,"x52"
"1172",1,"6100",-2.75,0.70710678,"x52"
"1173",9,"6100",3.25,4.99374609,"x52"
"1174",15,"300",-2.75,1.03077641,"x52"
"1175",15,"6100",9.625,0.375,"x52"
"1176",1,"300",-13.625,1.25623445,"x52"
"1177",9,"6100",13,0,"x52"
"1178",5,"6100",8.625,0.80039053,"x53"
"1179",1,"300",-11,0.70710678,"x53"
"1180",3,"6100",-3.125,1.70018381,"x53"
"1181",9,"6100",13,0,"x53"
"1182",15,"6100",1.95833333,5.48371959,"x53"
"1183",15,"300",2.125,3.50223143,"x53"
"1184",9,"300",13,0,"x53"
"1185",1,"6100",-0.625,0.9437293,"x53"
"1186",3,"300",-2.5,1.93649167,"x53"
"1187",5,"300",5.125,0.80039053,"x53"
"1188",5,"300",-4,1.43614066,"x53"
"1189",5,"6100",4,1.6583124,"x53"
"1190",3,"6100",0.25,1.5411035,"x53"
"1191",1,"6100",5.375,0.9437293,"x53"
"1192",9,"300",-9,1.71391365,"x53"
"1193",1,"300",-11.25,0.55901699,"x53"
"1194",15,"6100",13,0,"x53"
"1195",15,"300",1.125,1.58607219,"x53"
"1196",3,"300",-5.125,0.375,"x53"
"1197",9,"6100",13,0,"x53"
"1198",9,"6100",13,0,"x53"
