% run#
% track1: exppar1 exppar2;
       3
      5.00000000    300.00000000
     21.00000000    300.00000000
      5.00000000   6700.00000000
     11.00000000   6700.00000000
      3.00000000    300.00000000
      3.00000000   6700.00000000
     21.00000000   6700.00000000
     11.00000000    300.00000000
     11.00000000    300.00000000
     11.00000000   6700.00000000
      3.00000000    300.00000000
     21.00000000    300.00000000
      5.00000000   6700.00000000
      3.00000000   6700.00000000
     21.00000000   6700.00000000
      5.00000000    300.00000000
     11.00000000    300.00000000
      5.00000000    300.00000000
      5.00000000   6700.00000000
     21.00000000    300.00000000
      3.00000000    300.00000000
     11.00000000   6700.00000000
     21.00000000   6700.00000000
      3.00000000   6700.00000000
      5.00000000    300.00000000
     21.00000000   6700.00000000
      3.00000000   6700.00000000
      3.00000000    300.00000000
      5.00000000   6700.00000000
     21.00000000    300.00000000
     11.00000000    300.00000000
     11.00000000   6700.00000000
     11.00000000   6700.00000000
     21.00000000   6700.00000000
      3.00000000   6700.00000000
     21.00000000    300.00000000
      5.00000000    300.00000000
      3.00000000    300.00000000
      5.00000000   6700.00000000
     11.00000000    300.00000000
     21.00000000   6700.00000000
     11.00000000    300.00000000
      3.00000000    300.00000000
     21.00000000    300.00000000
      5.00000000   6700.00000000
      3.00000000   6700.00000000
     11.00000000   6700.00000000
      5.00000000    300.00000000
