%   exppar1[n/a]   expvar[20*log10(m)]
   2.00000000   -13.33333333   4.42216639
   1.00000000   -13.00000000   1.91485422
   2.00000000   -13.66666667   1.79505494
   1.00000000   -13.66666667   2.13437475
   1.00000000   -14.33333333   1.79505494
   2.00000000   -10.33333333   1.79505494
   2.00000000   -6.66666667   2.49443826
   1.00000000   -15.00000000   1.91485422
   1.00000000   -12.66666667   1.49071198
   2.00000000   -12.33333333   2.13437475
   2.00000000   -5.00000000   3.41565026
   1.00000000   -15.33333333   2.21108319
