%   exppar1[n/a]   expvar[20*log10(m)]
   1.00000000   -11.00000000   1.00000000
   2.00000000   -10.33333333   2.42670330
   1.00000000   -13.33333333   2.21108319
   2.00000000   -15.66666667   1.79505494
   1.00000000   -15.33333333   2.49443826
   2.00000000   -11.33333333   1.88561808
   2.00000000   -14.33333333   1.37436854
   1.00000000   -8.33333333   2.13437475
   1.00000000   -12.33333333   1.37436854
   2.00000000   -8.66666667   2.98142397
   2.00000000   -4.66666667   3.59010987
   1.00000000   -12.00000000   2.58198890
