%   exppar1[n/a]   expvar[20*log10(m)]
   2.00000000   -14.00000000   2.30940108
   1.00000000   -11.33333333   2.98142397
   2.00000000   -13.66666667   2.13437475
   1.00000000   -11.00000000   1.00000000
   2.00000000   -14.00000000   2.30940108
   1.00000000   -13.00000000   1.91485422
   1.00000000   -10.33333333   2.13437475
   2.00000000   -14.33333333   2.13437475
   1.00000000   -10.00000000   1.63299316
   2.00000000   -15.00000000   1.00000000
   2.00000000   -11.33333333   2.98142397
   1.00000000   -11.33333333   2.21108319
