"","n_comp","freq","threshold","sd","subj","task"
"1673",15,"High",13,0,"x38","Task"
"1674",9,"Low",-8.125,0.71807033,"x38","Task"
"1675",9,"High",13,0,"x38","Task"
"1676",15,"Low",-7.625,0.80039053,"x38","Task"
"1677",15,"Low",-6.125,1.32876823,"x38","Task"
"1678",5,"Low",-4.25,1.11803399,"x38","Task"
"1679",5,"High",13,0,"x38","Task"
"1680",3,"Low",13,0,"x38","Task"
"1681",9,"Low",-10.125,1.00778222,"x38","Task"
"1682",9,"High",13,0,"x38","Task"
"1683",15,"High",13,0,"x38","Task"
"1684",3,"High",6.75,1.03077641,"x38","Task"
"1685",5,"Low",-11.375,0.80039053,"x38","Task"
"1686",15,"Low",-8.5,0.61237244,"x38","Task"
"1687",3,"Low",-2.875,1.125,"x38","Task"
"1688",5,"High",13,0,"x38","Task"
"1689",3,"High",1.375,1.70018381,"x38","Task"
"1690",9,"High",13,0,"x38","Task"
"1691",9,"Low",-9.875,1.32876823,"x38","Task"
"1692",15,"High",13,0,"x38","Task"
"1693",5,"Low",-11.75,1.11803399,"x38","Task"
"1694",9,"Low",-14.375,1.00778222,"x38","Task"
"1695",3,"Low",-7.125,1.32876823,"x38","Task"
"1696",15,"High",13,0,"x38","Task"
"1697",5,"High",13,0,"x38","Task"
"1698",15,"Low",-8.5,0.61237244,"x38","Task"
"1699",3,"High",13,0,"x38","Task"
"1700",9,"High",7.45833333,1.81094282,"x38","Task"
"1701",9,"Low",-11.125,1.125,"x38","Task"
"1702",3,"High",0.375,2.50312305,"x38","Task"
"1703",9,"High",13,0,"x38","Task"
"1704",5,"Low",-10.625,0.80039053,"x38","Task"
"1705",15,"High",13,0,"x38","Task"
"1706",5,"High",13,0,"x38","Task"
"1707",15,"Low",-9.875,1.00778222,"x38","Task"
"1708",3,"Low",-1.5,0.55901699,"x38","Task"
"1709",15,"Low",-4.875,0.80039053,"x38","Task"
"1710",5,"High",8.625,2.00390244,"x38","Task"
"1711",5,"Low",-9.125,0.91001374,"x38","Task"
"1712",9,"Low",-9.75,1.41421356,"x38","Task"
"1713",3,"Low",-4,0.61237244,"x38","Task"
"1714",3,"High",13,0,"x38","Task"
"1715",9,"High",13,0,"x38","Task"
"1716",15,"High",13,0,"x38","Task"
"1717",5,"Low",-10,1.06066017,"x38","Task"
"1718",3,"Low",7.25,3.14245127,"x40","Task"
"1719",15,"Low",-1.875,2.18303115,"x40","Task"
"1720",15,"High",-5.125,5.49004781,"x40","Task"
"1721",9,"Low",-2,0.8291562,"x40","Task"
"1722",3,"High",13,0,"x40","Task"
"1723",5,"Low",3.125,1.28086885,"x40","Task"
"1724",5,"High",13,0,"x40","Task"
"1725",9,"High",13,0,"x40","Task"
"1726",9,"Low",-7.5,0.55901699,"x40","Task"
"1727",3,"Low",13,0,"x40","Task"
"1728",15,"High",13,0,"x40","Task"
"1729",15,"Low",-4.125,0.80039053,"x40","Task"
"1730",3,"High",9.29166667,0.97271813,"x40","Task"
"1731",9,"High",13,0,"x40","Task"
"1732",5,"Low",3,1.03077641,"x40","Task"
"1733",5,"High",3.25,3.91311896,"x40","Task"
"1734",9,"Low",-4.375,1.03832798,"x40","Task"
"1735",3,"Low",7.125,0.5153882,"x40","Task"
"1736",9,"High",13,0,"x40","Task"
"1737",5,"Low",2,1.22474487,"x40","Task"
"1738",15,"High",4.125,2.50312305,"x40","Task"
"1739",15,"Low",-7.125,0.80039053,"x40","Task"
"1740",3,"High",13,0,"x40","Task"
"1741",5,"High",13,0,"x40","Task"
"1742",9,"Low",-5.375,1.46308749,"x40","Task"
"1743",15,"Low",-0.875,1.80710404,"x40","Task"
"1744",15,"High",13,0,"x40","Task"
"1745",3,"High",13,0,"x40","Task"
"1746",5,"High",13,0,"x40","Task"
"1747",3,"Low",6.75,1.41421356,"x40","Task"
"1748",9,"High",1.75,4.03112887,"x40","Task"
"1749",5,"Low",8,0.61237244,"x40","Task"
"1750",5,"High",13,0,"x40","Task"
"1751",15,"High",13,0,"x40","Task"
"1752",5,"Low",3.25,0.96824584,"x40","Task"
"1753",3,"High",0.625,2.7866871,"x40","Task"
"1754",15,"Low",-3.125,4.92601512,"x40","Task"
"1755",3,"Low",1,0.8291562,"x40","Task"
"1756",9,"Low",-5.875,0.375,"x40","Task"
"1757",9,"High",13,0,"x40","Task"
"1758",3,"High",1.375,1.85825859,"x40","Task"
"1759",9,"High",13,0,"x40","Task"
"1760",5,"Low",-0.625,1.32876823,"x40","Task"
"1761",9,"Low",-5.5,0.75,"x40","Task"
"1762",5,"High",13,0,"x40","Task"
"1763",15,"High",13,0,"x40","Task"
"1764",15,"Low",-5,1.5411035,"x40","Task"
"1765",3,"Low",13,0,"x40","Task"
"1766",15,"High",13,0,"x40","Task"
"1767",9,"Low",-6.375,1.46308749,"x40","Task"
"1768",15,"Low",-5.625,1.17924764,"x40","Task"
"1769",9,"High",13,0,"x40","Task"
"1770",3,"Low",3.625,1.125,"x40","Task"
"1771",5,"Low",0.625,2.09538183,"x40","Task"
"1772",5,"High",4.45833333,6.15666419,"x40","Task"
"1773",3,"High",13,0,"x40","Task"
"1774",9,"High",1.125,2.7185704,"x40","Task"
"1775",3,"Low",13,0,"x40","Task"
"1776",15,"High",13,0,"x40","Task"
"1777",3,"High",8.375,1.125,"x40","Task"
"1778",5,"Low",-0.875,1.00778222,"x40","Task"
"1779",5,"High",13,0,"x40","Task"
"1780",9,"Low",-8.125,1.03832798,"x40","Task"
"1781",15,"Low",-6.625,0.375,"x40","Task"
"1782",9,"High",13,0,"x40","Task"
"1783",3,"Low",-1.75,1.14564392,"x40","Task"
"1784",15,"Low",-5.375,0.6731456,"x40","Task"
"1785",15,"High",-2.41666667,5.72579446,"x40","Task"
"1786",5,"High",13,0,"x40","Task"
"1787",5,"Low",-2.375,2.09538183,"x40","Task"
"1788",3,"High",-0.125,1.46308749,"x40","Task"
"1789",9,"Low",-8.875,1.66301684,"x40","Task"
"1790",5,"High",0.75,2.76134025,"x40","Task"
"1791",3,"Low",2.375,1.875,"x40","Task"
"1792",3,"High",8.625,0.875,"x40","Task"
"1793",9,"High",13,0,"x40","Task"
"1794",5,"Low",-4.75,1.29903811,"x40","Task"
"1795",15,"Low",-5.25,1.92028644,"x40","Task"
"1796",15,"High",13,0,"x40","Task"
"1797",9,"Low",-10.75,0.75,"x40","Task"
"1798",3,"Low",-0.125,4.04853369,"x40","Task"
"1799",9,"High",13,0,"x40","Task"
"1800",3,"High",13,0,"x40","Task"
"1801",15,"Low",-4.375,2.15421099,"x40","Task"
"1802",5,"Low",-6.875,0.6731456,"x40","Task"
"1803",5,"High",13,0,"x40","Task"
"1804",15,"High",13,0,"x40","Task"
"1805",9,"Low",-10,0.96824584,"x40","Task"
"1806",5,"Low",-3.125,1.00778222,"x40","Task"
"1807",5,"High",13,0,"x40","Task"
"1808",3,"High",13,0,"x40","Task"
"1809",15,"High",13,0,"x40","Task"
"1810",9,"Low",-10.875,0.5153882,"x40","Task"
"1811",3,"Low",0.125,0.9437293,"x40","Task"
"1812",15,"Low",-5.875,0.375,"x40","Task"
"1813",9,"High",13,0,"x40","Task"
"1814",3,"Low",1.125,1.90804219,"x45","Task"
"1815",9,"Low",-6.25,1.43614066,"x45","Task"
"1816",15,"High",-2.125,1.60565407,"x45","Task"
"1817",3,"High",13,0,"x45","Task"
"1818",5,"High",13,0,"x45","Task"
"1819",9,"High",13,0,"x45","Task"
"1820",15,"Low",-6.5,0.8291562,"x45","Task"
"1821",5,"Low",2.625,0.80039053,"x45","Task"
"1822",5,"Low",-2,1.27475488,"x45","Task"
"1823",3,"High",13,0,"x45","Task"
"1824",15,"High",13,0,"x45","Task"
"1825",9,"High",2.625,1.00778222,"x45","Task"
"1826",15,"Low",-6.125,1.00778222,"x45","Task"
"1827",5,"High",7.75,2.54950976,"x45","Task"
"1828",3,"Low",-1.5,1.71391365,"x45","Task"
"1829",9,"Low",-7.125,0.80039053,"x45","Task"
"1830",5,"Low",-1,0.8660254,"x45","Task"
"1831",9,"High",13,0,"x45","Task"
"1832",9,"Low",-7.625,1.75445861,"x45","Task"
"1833",5,"High",13,0,"x45","Task"
"1834",15,"Low",-5.875,0.71807033,"x45","Task"
"1835",3,"Low",-1.875,0.5153882,"x45","Task"
"1836",3,"High",13,0,"x45","Task"
"1837",15,"High",13,0,"x45","Task"
"1838",3,"Low",-5.375,1.95655948,"x45","Task"
"1839",9,"High",13,0,"x45","Task"
"1840",15,"Low",-4.5,0.55901699,"x45","Task"
"1841",3,"High",13,0,"x45","Task"
"1842",15,"High",-0.625,2.47802845,"x45","Task"
"1843",5,"Low",-1.625,0.80039053,"x45","Task"
"1844",9,"Low",-6.625,0.71807033,"x45","Task"
"1845",5,"High",-1.625,2.98171511,"x45","Task"
"1846",15,"High",13,0,"x45","Task"
"1847",5,"High",13,0,"x45","Task"
"1848",9,"High",13,0,"x45","Task"
"1849",9,"Low",-7.125,1.00778222,"x45","Task"
"1850",3,"High",-1.875,3.88305614,"x45","Task"
"1851",15,"Low",-1.75,0.61237244,"x45","Task"
"1852",3,"Low",-4.625,0.91001374,"x45","Task"
"1853",5,"Low",-1.75,0.75,"x45","Task"
"1854",9,"Low",-4.5,0.8291562,"x45","Task"
"1855",15,"High",13,0,"x45","Task"
"1856",3,"High",1.875,1.70018381,"x45","Task"
"1857",5,"High",13,0,"x45","Task"
"1858",9,"High",13,0,"x45","Task"
"1859",5,"Low",-3.25,0.8660254,"x45","Task"
"1860",15,"Low",-2,0.8291562,"x45","Task"
"1861",3,"Low",-3,1.03077641,"x45","Task"
"1862",5,"High",7.70833333,1.26997922,"x45","Task"
"1863",9,"High",13,0,"x45","Task"
"1864",3,"Low",-5.875,1.03832798,"x45","Task"
"1865",5,"Low",-1.375,1.125,"x45","Task"
"1866",15,"High",3.25,2.35849528,"x45","Task"
"1867",9,"Low",-8.625,0.5153882,"x45","Task"
"1868",15,"Low",-4.375,0.71807033,"x45","Task"
"1869",3,"High",6.875,1.28086885,"x45","Task"
"1870",5,"Low",-4.125,1.17924764,"x45","Task"
"1871",5,"High",13,0,"x45","Task"
"1872",9,"High",13,0,"x45","Task"
"1873",15,"Low",-6.75,1.60078106,"x45","Task"
"1874",15,"High",13,0,"x45","Task"
"1875",9,"Low",-7.625,0.80039053,"x45","Task"
"1876",3,"Low",-4.875,0.5153882,"x45","Task"
"1877",3,"High",1.875,2.98171511,"x45","Task"
"1878",3,"Low",-6.25,0.96824584,"x45","Task"
"1879",5,"Low",-1.5,0.55901699,"x45","Task"
"1880",5,"High",13,0,"x45","Task"
"1881",15,"High",13,0,"x45","Task"
"1882",9,"High",13,0,"x45","Task"
"1883",15,"Low",-7.125,2.00390244,"x45","Task"
"1884",9,"Low",-5,1.03077641,"x45","Task"
"1885",3,"High",13,0,"x45","Task"
"1886",3,"High",6.375,1.17924764,"x45","Task"
"1887",5,"Low",-3,1.41421356,"x45","Task"
"1888",15,"High",13,0,"x45","Task"
"1889",3,"Low",-2.625,0.80039053,"x45","Task"
"1890",15,"Low",-9.75,0.55901699,"x45","Task"
"1891",9,"Low",-8,0.55901699,"x45","Task"
"1892",5,"High",13,0,"x45","Task"
"1893",9,"High",13,0,"x45","Task"
"1894",9,"High",1.625,1.875,"x45","Task"
"1895",5,"Low",-6.75,0.55901699,"x45","Task"
"1896",15,"High",13,0,"x45","Task"
"1897",9,"Low",-9.875,0.5153882,"x45","Task"
"1898",15,"Low",-5.875,1.28086885,"x45","Task"
"1899",5,"High",13,0,"x45","Task"
"1900",3,"High",6.58333333,1.61158997,"x45","Task"
"1901",3,"Low",-12.125,2.50312305,"x45","Task"
"1902",9,"High",13,0,"x45","Task"
"1903",15,"Low",-1.75,1.67705098,"x45","Task"
"1904",3,"Low",-17.625,1.17924764,"x45","Task"
"1905",5,"Low",-4.25,0.8291562,"x45","Task"
"1906",9,"Low",-8.25,1.03077641,"x45","Task"
"1907",15,"High",13,0,"x45","Task"
"1908",3,"High",13,0,"x45","Task"
"1909",5,"High",13,0,"x45","Task"
"1910",5,"High",13,0,"x46","Task"
"1911",15,"High",2.125,1.17924764,"x46","Task"
"1912",9,"High",13,0,"x46","Task"
"1913",9,"Low",1.375,2.13965535,"x46","Task"
"1914",3,"High",13,0,"x46","Task"
"1915",15,"Low",5.25,1.3462912,"x46","Task"
"1916",3,"Low",0.25,0.96824584,"x46","Task"
"1917",5,"Low",-2.875,1.82431494,"x46","Task"
"1918",5,"High",13,0,"x46","Task"
"1919",3,"High",2.75,4.3517238,"x46","Task"
"1920",5,"Low",-4.875,2.05015243,"x46","Task"
"1921",15,"High",13,0,"x46","Task"
"1922",9,"High",13,0,"x46","Task"
"1923",9,"Low",-0.75,1.5411035,"x46","Task"
"1924",15,"Low",-0.875,0.80039053,"x46","Task"
"1925",3,"Low",-3.125,1.00778222,"x46","Task"
"1926",5,"Low",-10.25,3.53553391,"x46","Task"
"1927",5,"High",13,0,"x46","Task"
"1928",9,"Low",-4.875,0.5153882,"x46","Task"
"1929",3,"Low",-7.625,2.95010593,"x46","Task"
"1930",15,"High",13,0,"x46","Task"
"1931",3,"High",8.25,2.23606798,"x46","Task"
"1932",15,"Low",-4.25,1.5411035,"x46","Task"
"1933",9,"High",6.125,6.28614548,"x46","Task"
"1934",15,"Low",-0.125,0.6731456,"x46","Task"
"1935",15,"High",6.25,3.52668399,"x46","Task"
"1936",3,"High",5.125,2.09538183,"x46","Task"
"1937",3,"Low",-12,0.8291562,"x46","Task"
"1938",5,"High",7.375,2.64870251,"x46","Task"
"1939",9,"Low",-5.375,2.09538183,"x46","Task"
"1940",9,"High",6.25,2.35849528,"x46","Task"
"1941",5,"Low",-7.25,0.55901699,"x46","Task"
"1942",15,"Low",-2.5,1.06066017,"x46","Task"
"1943",5,"High",5.20833333,2.57963445,"x46","Task"
"1944",9,"High",7.625,1.66301684,"x46","Task"
"1945",9,"Low",-7.25,1.11803399,"x46","Task"
"1946",15,"High",8.875,0.71807033,"x46","Task"
"1947",3,"Low",-1.625,1.09687055,"x46","Task"
"1948",3,"High",4.875,3.16474723,"x46","Task"
"1949",5,"Low",-1.5,0.93541435,"x46","Task"
"1950",15,"Low",0.875,0.375,"x46","Task"
"1951",5,"Low",-8.625,1.17924764,"x46","Task"
"1952",5,"High",4.875,5.35169366,"x46","Task"
"1953",15,"High",-3.75,1.82002747,"x46","Task"
"1954",9,"Low",-1.25,1.41421356,"x46","Task"
"1955",9,"High",13,0,"x46","Task"
"1956",3,"Low",-10.75,1.43614066,"x46","Task"
"1957",3,"High",3.08333333,4.51309822,"x46","Task"
"1958",15,"High",3.83333333,4.74268443,"x46","Task"
"1959",3,"High",13,0,"x46","Task"
"1960",9,"Low",-4.375,1.125,"x46","Task"
"1961",15,"Low",-5,2.31840462,"x46","Task"
"1962",5,"Low",-12.5,1.11803399,"x46","Task"
"1963",3,"Low",-5.375,1.00778222,"x46","Task"
"1964",9,"High",13,0,"x46","Task"
"1965",5,"High",13,0,"x46","Task"
"1966",15,"Low",-1.75,0.96824584,"x46","Task"
"1967",9,"High",13,0,"x46","Task"
"1968",5,"Low",-5.5,0.61237244,"x46","Task"
"1969",3,"Low",-9.875,0.80039053,"x46","Task"
"1970",9,"Low",-8.875,1.20545635,"x46","Task"
"1971",5,"High",13,0,"x46","Task"
"1972",15,"High",13,0,"x46","Task"
"1973",3,"High",13,0,"x46","Task"
"1974",9,"High",13,0,"x46","Task"
"1975",5,"Low",-5.125,0.71807033,"x46","Task"
"1976",3,"High",13,0,"x46","Task"
"1977",9,"Low",-4.875,1.17924764,"x46","Task"
"1978",15,"Low",-6.75,1.03077641,"x46","Task"
"1979",15,"High",13,0,"x46","Task"
"1980",5,"High",13,0,"x46","Task"
"1981",3,"Low",-12.125,1.80710404,"x46","Task"
"1982",3,"Low",-5.625,0.5153882,"x46","Task"
"1983",9,"Low",-4.5,1.19895788,"x46","Task"
"1984",5,"Low",-8.75,1.82002747,"x46","Task"
"1985",15,"High",13,0,"x46","Task"
"1986",3,"High",13,0,"x46","Task"
"1987",9,"High",13,0,"x46","Task"
"1988",15,"Low",-3.625,2.40117159,"x46","Task"
"1989",5,"High",13,0,"x46","Task"
"1990",15,"Low",-4.75,1.14564392,"x46","Task"
"1991",5,"Low",-7.875,1.00778222,"x46","Task"
"1992",15,"High",13,0,"x46","Task"
"1993",3,"Low",-7.875,0.80039053,"x46","Task"
"1994",9,"High",13,0,"x46","Task"
"1995",9,"Low",-6.125,1.46308749,"x46","Task"
"1996",5,"High",13,0,"x46","Task"
"1997",3,"High",13,0,"x46","Task"
"1998",15,"High",13,0,"x46","Task"
"1999",9,"Low",-5.25,0.93541435,"x46","Task"
"2000",15,"Low",-2.625,1.58607219,"x46","Task"
"2001",3,"Low",-9,0.93541435,"x46","Task"
"2002",9,"High",13,0,"x46","Task"
"2003",5,"High",13,0,"x46","Task"
"2004",3,"High",6,3.28823661,"x46","Task"
"2005",5,"Low",-8.5,0.61237244,"x46","Task"
"2006",3,"High",13,0,"x49","Task"
"2007",15,"Low",7.625,1.875,"x49","Task"
"2008",5,"High",13,0,"x49","Task"
"2009",15,"High",13,0,"x49","Task"
"2010",9,"Low",4.875,0.5153882,"x49","Task"
"2011",3,"Low",6.875,1.70018381,"x49","Task"
"2012",5,"Low",-2.5,0.8660254,"x49","Task"
"2013",9,"High",13,0,"x49","Task"
"2014",15,"Low",1,3.79143772,"x49","Task"
"2015",9,"High",13,0,"x49","Task"
"2016",5,"High",13,0,"x49","Task"
"2017",9,"Low",-3.25,1.62018517,"x49","Task"
"2018",3,"High",13,0,"x49","Task"
"2019",3,"Low",-1.625,0.80039053,"x49","Task"
"2020",15,"High",13,0,"x49","Task"
"2021",5,"Low",-3.5,1.11803399,"x49","Task"
"2022",9,"High",13,0,"x49","Task"
"2023",3,"High",13,0,"x49","Task"
"2024",5,"High",13,0,"x49","Task"
"2025",15,"Low",-4.875,3.16474723,"x49","Task"
"2026",3,"Low",0.875,1.60565407,"x49","Task"
"2027",5,"Low",4.125,0.5153882,"x49","Task"
"2028",9,"Low",-1.125,1.95655948,"x49","Task"
"2029",15,"High",13,0,"x49","Task"
"2030",9,"Low",-4,1.5612495,"x49","Task"
"2031",15,"Low",-6.75,2.23606798,"x49","Task"
"2032",15,"High",13,0,"x49","Task"
"2033",3,"Low",-5.875,0.71807033,"x49","Task"
"2034",9,"High",2.95833333,5.32958853,"x49","Task"
"2035",5,"High",13,0,"x49","Task"
"2036",5,"Low",0.125,2.23955911,"x49","Task"
"2037",3,"High",13,0,"x49","Task"
"2038",5,"High",13,0,"x49","Task"
"2039",9,"Low",0.625,0.80039053,"x49","Task"
"2040",3,"Low",-3.5,1.3462912,"x49","Task"
"2041",15,"Low",0,5.20816666,"x49","Task"
"2042",9,"High",13,0,"x49","Task"
"2043",5,"Low",-5.875,1.28086885,"x49","Task"
"2044",3,"High",0.625,7.66587405,"x49","Task"
"2045",15,"High",13,0,"x49","Task"
"2046",3,"Low",-5.875,0.375,"x49","Task"
"2047",15,"Low",-2,1.60078106,"x49","Task"
"2048",5,"High",13,0,"x49","Task"
"2049",5,"Low",-3.25,1.83711731,"x49","Task"
"2050",3,"High",1.75,3.61420807,"x49","Task"
"2051",9,"High",13,0,"x49","Task"
"2052",9,"Low",-5.625,1.80710404,"x49","Task"
"2053",15,"High",13,0,"x49","Task"
"2054",3,"High",13,0,"x49","Task"
"2055",9,"High",13,0,"x49","Task"
"2056",15,"Low",0,0.55901699,"x49","Task"
"2057",15,"High",13,0,"x49","Task"
"2058",9,"Low",-4.125,0.80039053,"x49","Task"
"2059",5,"High",13,0,"x49","Task"
"2060",3,"Low",-2.5,1.5612495,"x49","Task"
"2061",5,"Low",-4.75,1.14564392,"x49","Task"
"2062",15,"High",13,0,"x49","Task"
"2063",9,"High",13,0,"x49","Task"
"2064",5,"Low",-5.125,1.03832798,"x49","Task"
"2065",5,"High",13,0,"x49","Task"
"2066",9,"Low",-6.375,0.80039053,"x49","Task"
"2067",3,"Low",-2.5,1.06066017,"x49","Task"
"2068",15,"Low",-2.5,1.93649167,"x49","Task"
"2069",3,"High",13,0,"x49","Task"
"2070",5,"High",4.70833333,2.4213317,"x49","Task"
"2071",3,"High",13,0,"x49","Task"
"2072",15,"Low",-1.25,0.93541435,"x49","Task"
"2073",3,"Low",-3,1.11803399,"x49","Task"
"2074",15,"High",13,0,"x49","Task"
"2075",9,"High",6.375,3.44827856,"x49","Task"
"2076",9,"Low",4.125,0.80039053,"x49","Task"
"2077",5,"Low",7.625,1.28086885,"x49","Task"
"2078",15,"High",3.625,1.32876823,"x49","Task"
"2079",3,"Low",-2.125,0.9437293,"x49","Task"
"2080",9,"Low",-0.625,0.375,"x49","Task"
"2081",3,"High",13,0,"x49","Task"
"2082",5,"Low",-4.25,1.11803399,"x49","Task"
"2083",9,"High",13,0,"x49","Task"
"2084",15,"Low",-8.25,2.54950976,"x49","Task"
"2085",5,"High",13,0,"x49","Task"
"2086",9,"High",13,0,"x49","Task"
"2087",15,"High",13,0,"x49","Task"
"2088",9,"Low",-5.375,0.80039053,"x49","Task"
"2089",3,"Low",-5.875,0.375,"x49","Task"
"2090",5,"Low",-6.25,1.22474487,"x49","Task"
"2091",15,"Low",-2.375,1.39754249,"x49","Task"
"2092",5,"High",13,0,"x49","Task"
"2093",3,"High",13,0,"x49","Task"
"2094",5,"Low",-11,1.11803399,"x49","Task"
"2095",3,"High",13,0,"x49","Task"
"2096",3,"Low",-10.125,0.80039053,"x49","Task"
"2097",15,"Low",-3.375,0.5153882,"x49","Task"
"2098",5,"High",13,0,"x49","Task"
"2099",9,"Low",-8.75,0.8291562,"x49","Task"
"2100",15,"High",13,0,"x49","Task"
"2101",9,"High",13,0,"x49","Task"
"2102",5,"Low",6.875,2.18303115,"x50","Task"
"2103",15,"High",13,0,"x50","Task"
"2104",3,"High",13,0,"x50","Task"
"2105",5,"High",13,0,"x50","Task"
"2106",9,"Low",-0.5,0.70710678,"x50","Task"
"2107",15,"Low",4.75,1.60078106,"x50","Task"
"2108",3,"Low",8.58333333,1.41911553,"x50","Task"
"2109",9,"High",13,0,"x50","Task"
"2110",15,"Low",-0.875,0.80039053,"x50","Task"
"2111",15,"High",6.875,3.2040014,"x50","Task"
"2112",3,"Low",4.875,1.46308749,"x50","Task"
"2113",5,"High",13,0,"x50","Task"
"2114",9,"Low",-8.125,0.9437293,"x50","Task"
"2115",9,"High",13,0,"x50","Task"
"2116",5,"Low",4.5,0.93541435,"x50","Task"
"2117",3,"High",13,0,"x50","Task"
"2118",3,"High",13,0,"x50","Task"
"2119",5,"Low",-3.875,1.58607219,"x50","Task"
"2120",9,"Low",1,1.11803399,"x50","Task"
"2121",15,"High",13,0,"x50","Task"
"2122",15,"Low",9.20833333,0.48769583,"x50","Task"
"2123",5,"High",13,0,"x50","Task"
"2124",3,"Low",7.375,1.90804219,"x50","Task"
"2125",9,"High",13,0,"x50","Task"
"2126",3,"Low",-0.375,2.98171511,"x50","Task"
"2127",3,"High",13,0,"x50","Task"
"2128",9,"High",13,0,"x50","Task"
"2129",15,"High",13,0,"x50","Task"
"2130",9,"Low",3.75,1.47901995,"x50","Task"
"2131",5,"High",5,3.72491611,"x50","Task"
"2132",5,"Low",0,2.51246891,"x50","Task"
"2133",15,"Low",9.375,0.5153882,"x50","Task"
"2134",5,"High",13,0,"x50","Task"
"2135",15,"Low",0.125,0.375,"x50","Task"
"2136",9,"Low",7.875,0.80039053,"x50","Task"
"2137",5,"Low",3.875,1.28086885,"x50","Task"
"2138",3,"High",13,0,"x50","Task"
"2139",15,"High",13,0,"x50","Task"
"2140",9,"High",13,0,"x50","Task"
"2141",3,"Low",6.125,1.41972709,"x50","Task"
"2142",9,"High",13,0,"x50","Task"
"2143",9,"Low",-4.75,1.43614066,"x50","Task"
"2144",5,"High",13,0,"x50","Task"
"2145",3,"Low",5.125,1.70018381,"x50","Task"
"2146",3,"High",13,0,"x50","Task"
"2147",5,"Low",-3.5,1.03077641,"x50","Task"
"2148",15,"High",13,0,"x50","Task"
"2149",15,"Low",3.375,1.46308749,"x50","Task"
"2150",9,"High",13,0,"x50","Task"
"2151",3,"High",3.625,6.23623484,"x50","Task"
"2152",9,"Low",-1.875,2.34853678,"x50","Task"
"2153",5,"High",13,0,"x50","Task"
"2154",5,"Low",-2.125,0.9437293,"x50","Task"
"2155",3,"Low",6.25,1.36930639,"x50","Task"
"2156",15,"Low",-2.125,1.125,"x50","Task"
"2157",15,"High",13,0,"x50","Task"
"2158",5,"High",13,0,"x50","Task"
"2159",3,"Low",3.75,1.19895788,"x50","Task"
"2160",3,"High",13,0,"x50","Task"
"2161",9,"Low",-8.375,0.6731456,"x50","Task"
"2162",15,"High",8.875,1.00778222,"x50","Task"
"2163",5,"Low",-2.625,1.00778222,"x50","Task"
"2164",15,"Low",-2.25,0.70710678,"x50","Task"
"2165",9,"High",13,0,"x50","Task"
"2166",15,"Low",-3.125,0.5153882,"x50","Task"
"2167",5,"Low",0.5,0.8660254,"x50","Task"
"2168",3,"High",13,0,"x50","Task"
"2169",3,"Low",0,0.93541435,"x50","Task"
"2170",9,"High",13,0,"x50","Task"
"2171",15,"High",13,0,"x50","Task"
"2172",5,"High",13,0,"x50","Task"
"2173",9,"Low",-5.75,1.19895788,"x50","Task"
"2174",3,"High",13,0,"x50","Task"
"2175",15,"High",13,0,"x50","Task"
"2176",5,"High",13,0,"x50","Task"
"2177",9,"Low",-5.75,1.3462912,"x50","Task"
"2178",15,"Low",-3.625,2.0194368,"x50","Task"
"2179",5,"Low",7.25,0.55901699,"x50","Task"
"2180",3,"Low",1.75,2.47487373,"x50","Task"
"2181",9,"High",13,0,"x50","Task"
"2182",5,"Low",-5.875,1.66301684,"x50","Task"
"2183",9,"Low",2.125,1.17924764,"x50","Task"
"2184",3,"Low",-1.125,1.25623445,"x50","Task"
"2185",15,"High",5.625,4.14012379,"x50","Task"
"2186",15,"Low",-5.125,1.875,"x50","Task"
"2187",5,"High",13,0,"x50","Task"
"2188",9,"High",1.375,2.98171511,"x50","Task"
"2189",3,"High",13,0,"x50","Task"
"2190",3,"Low",-3.5,1.5411035,"x50","Task"
"2191",15,"Low",0,0.55901699,"x50","Task"
"2192",9,"High",13,0,"x50","Task"
"2193",15,"High",13,0,"x50","Task"
"2194",5,"Low",-5.75,0.8291562,"x50","Task"
"2195",3,"High",13,0,"x50","Task"
"2196",5,"High",13,0,"x50","Task"
"2197",9,"Low",-10.375,2.5890394,"x50","Task"
"2198",15,"Low",8.91666667,1.5184056,"x51","Task"
"2199",15,"High",9.125,0.5153882,"x51","Task"
"2200",3,"High",3.125,2.89665756,"x51","Task"
"2201",5,"Low",13,0,"x51","Task"
"2202",5,"High",13,0,"x51","Task"
"2203",9,"Low",5.875,1.46308749,"x51","Task"
"2204",9,"High",13,0,"x51","Task"
"2205",3,"Low",8.875,0.9437293,"x51","Task"
"2206",5,"High",13,0,"x51","Task"
"2207",9,"High",4.875,2.85317805,"x51","Task"
"2208",9,"Low",1.625,3.26199709,"x51","Task"
"2209",5,"Low",13,0,"x51","Task"
"2210",3,"Low",7.375,2.42706098,"x51","Task"
"2211",15,"Low",1,0.70710678,"x51","Task"
"2212",15,"High",13,0,"x51","Task"
"2213",3,"High",13,0,"x51","Task"
"2214",15,"Low",-1.125,1.17924764,"x51","Task"
"2215",3,"High",13,0,"x51","Task"
"2216",15,"High",1.125,3.80993766,"x51","Task"
"2217",9,"High",13,0,"x51","Task"
"2218",3,"Low",6,1.60078106,"x51","Task"
"2219",9,"Low",0.375,1.00778222,"x51","Task"
"2220",5,"High",13,0,"x51","Task"
"2221",5,"Low",4.5,0.70710678,"x51","Task"
"2222",5,"Low",-0.25,1.43614066,"x51","Task"
