"","n_comp","freq","threshold","sd","subj","task"
"600",5,"High",13,0,"x49","Task"
"601",9,"Low",-6.375,0.80039053,"x49","Task"
"602",3,"Low",-2.5,1.06066017,"x49","Task"
"603",15,"Low",-2.5,1.93649167,"x49","Task"
"604",3,"High",13,0,"x49","Task"
"605",5,"High",4.70833333,2.4213317,"x49","Task"
"606",3,"High",13,0,"x49","Task"
"607",15,"Low",-1.25,0.93541435,"x49","Task"
"608",3,"Low",-3,1.11803399,"x49","Task"
"609",15,"High",13,0,"x49","Task"
"610",9,"High",6.375,3.44827856,"x49","Task"
"611",9,"Low",4.125,0.80039053,"x49","Task"
"612",5,"Low",7.625,1.28086885,"x49","Task"
"613",15,"High",3.625,1.32876823,"x49","Task"
"614",3,"Low",-2.125,0.9437293,"x49","Task"
"615",9,"Low",-0.625,0.375,"x49","Task"
"616",3,"High",13,0,"x49","Task"
"617",5,"Low",-4.25,1.11803399,"x49","Task"
"618",9,"High",13,0,"x49","Task"
"619",15,"Low",-8.25,2.54950976,"x49","Task"
"620",5,"High",13,0,"x49","Task"
"621",9,"High",13,0,"x49","Task"
"622",5,"Low",6.875,2.18303115,"x50","Task"
"623",15,"High",13,0,"x50","Task"
"624",3,"High",13,0,"x50","Task"
"625",5,"High",13,0,"x50","Task"
"626",9,"Low",-0.5,0.70710678,"x50","Task"
"627",15,"Low",4.75,1.60078106,"x50","Task"
"628",3,"Low",8.58333333,1.41911553,"x50","Task"
"629",9,"High",13,0,"x50","Task"
"630",15,"Low",-0.875,0.80039053,"x50","Task"
"631",15,"High",6.875,3.2040014,"x50","Task"
"632",3,"Low",4.875,1.46308749,"x50","Task"
"633",5,"High",13,0,"x50","Task"
"634",9,"Low",-8.125,0.9437293,"x50","Task"
"635",9,"High",13,0,"x50","Task"
"636",5,"Low",4.5,0.93541435,"x50","Task"
"637",3,"High",13,0,"x50","Task"
"638",3,"High",13,0,"x50","Task"
"639",5,"Low",-3.875,1.58607219,"x50","Task"
"640",9,"Low",1,1.11803399,"x50","Task"
"641",15,"High",13,0,"x50","Task"
"642",15,"Low",9.20833333,0.48769583,"x50","Task"
"643",5,"High",13,0,"x50","Task"
"644",3,"Low",7.375,1.90804219,"x50","Task"
"645",9,"High",13,0,"x50","Task"
"646",3,"Low",-0.375,2.98171511,"x50","Task"
"647",3,"High",13,0,"x50","Task"
"648",9,"High",13,0,"x50","Task"
"649",15,"High",13,0,"x50","Task"
"650",9,"Low",3.75,1.47901995,"x50","Task"
"651",5,"High",5,3.72491611,"x50","Task"
"652",5,"Low",0,2.51246891,"x50","Task"
"653",15,"Low",9.375,0.5153882,"x50","Task"
"654",5,"High",13,0,"x50","Task"
"655",15,"Low",0.125,0.375,"x50","Task"
"656",9,"Low",7.875,0.80039053,"x50","Task"
"657",5,"Low",3.875,1.28086885,"x50","Task"
"658",3,"High",13,0,"x50","Task"
"659",15,"High",13,0,"x50","Task"
"660",9,"High",13,0,"x50","Task"
"661",3,"Low",6.125,1.41972709,"x50","Task"
"662",9,"High",13,0,"x50","Task"
"663",9,"Low",-4.75,1.43614066,"x50","Task"
"664",5,"High",13,0,"x50","Task"
"665",3,"Low",5.125,1.70018381,"x50","Task"
"666",3,"High",13,0,"x50","Task"
"667",5,"Low",-3.5,1.03077641,"x50","Task"
"668",15,"High",13,0,"x50","Task"
"669",15,"Low",3.375,1.46308749,"x50","Task"
"670",9,"High",13,0,"x50","Task"
"671",3,"High",3.625,6.23623484,"x50","Task"
"672",9,"Low",-1.875,2.34853678,"x50","Task"
"673",5,"High",13,0,"x50","Task"
"674",5,"Low",-2.125,0.9437293,"x50","Task"
"675",3,"Low",6.25,1.36930639,"x50","Task"
"676",15,"Low",-2.125,1.125,"x50","Task"
"677",15,"High",13,0,"x50","Task"
"678",5,"High",13,0,"x50","Task"
"679",3,"Low",3.75,1.19895788,"x50","Task"
"680",3,"High",13,0,"x50","Task"
"681",9,"Low",-8.375,0.6731456,"x50","Task"
"682",15,"High",8.875,1.00778222,"x50","Task"
"683",5,"Low",-2.625,1.00778222,"x50","Task"
"684",15,"Low",-2.25,0.70710678,"x50","Task"
"685",9,"High",13,0,"x50","Task"
"686",15,"Low",-3.125,0.5153882,"x50","Task"
"687",5,"Low",0.5,0.8660254,"x50","Task"
"688",3,"High",13,0,"x50","Task"
"689",3,"Low",0,0.93541435,"x50","Task"
"690",9,"High",13,0,"x50","Task"
"691",15,"High",13,0,"x50","Task"
"692",5,"High",13,0,"x50","Task"
"693",9,"Low",-5.75,1.19895788,"x50","Task"
"694",3,"High",13,0,"x50","Task"
"695",15,"High",13,0,"x50","Task"
"696",5,"High",13,0,"x50","Task"
"697",9,"Low",-5.75,1.3462912,"x50","Task"
"698",15,"Low",-3.625,2.0194368,"x50","Task"
"699",5,"Low",7.25,0.55901699,"x50","Task"
"700",3,"Low",1.75,2.47487373,"x50","Task"
"701",9,"High",13,0,"x50","Task"
"702",5,"Low",-5.875,1.66301684,"x50","Task"
"703",9,"Low",2.125,1.17924764,"x50","Task"
"704",3,"Low",-1.125,1.25623445,"x50","Task"
"705",15,"High",5.625,4.14012379,"x50","Task"
"706",15,"Low",-5.125,1.875,"x50","Task"
"707",5,"High",13,0,"x50","Task"
"708",9,"High",1.375,2.98171511,"x50","Task"
"709",3,"High",13,0,"x50","Task"
"710",3,"Low",-3.5,1.5411035,"x50","Task"
"711",15,"Low",0,0.55901699,"x50","Task"
"712",9,"High",13,0,"x50","Task"
"713",15,"High",13,0,"x50","Task"
"714",5,"Low",-5.75,0.8291562,"x50","Task"
"715",3,"High",13,0,"x50","Task"
"716",5,"High",13,0,"x50","Task"
"717",9,"Low",-10.375,2.5890394,"x50","Task"
"718",15,"Low",8.91666667,1.5184056,"x51","Task"
"719",15,"High",9.125,0.5153882,"x51","Task"
"720",3,"High",3.125,2.89665756,"x51","Task"
"721",5,"Low",13,0,"x51","Task"
"722",5,"High",13,0,"x51","Task"
"723",9,"Low",5.875,1.46308749,"x51","Task"
"724",9,"High",13,0,"x51","Task"
"725",3,"Low",8.875,0.9437293,"x51","Task"
"726",5,"High",13,0,"x51","Task"
"727",9,"High",4.875,2.85317805,"x51","Task"
"728",9,"Low",1.625,3.26199709,"x51","Task"
"729",5,"Low",13,0,"x51","Task"
"730",3,"Low",7.375,2.42706098,"x51","Task"
"731",15,"Low",1,0.70710678,"x51","Task"
"732",15,"High",13,0,"x51","Task"
"733",3,"High",13,0,"x51","Task"
"734",15,"Low",-1.125,1.17924764,"x51","Task"
"735",3,"High",13,0,"x51","Task"
"736",15,"High",1.125,3.80993766,"x51","Task"
"737",9,"High",13,0,"x51","Task"
"738",3,"Low",6,1.60078106,"x51","Task"
"739",9,"Low",0.375,1.00778222,"x51","Task"
"740",5,"High",13,0,"x51","Task"
"741",5,"Low",4.5,0.70710678,"x51","Task"
"742",5,"Low",-0.25,1.43614066,"x51","Task"
"743",15,"Low",0,0.55901699,"x51","Task"
"744",15,"High",13,0,"x51","Task"
"745",5,"High",7.45833333,1.59044456,"x51","Task"
"746",9,"High",13,0,"x51","Task"
"747",9,"Low",-3.5,1.11803399,"x51","Task"
"748",3,"Low",3.125,0.375,"x51","Task"
"749",3,"High",2.125,1.32876823,"x51","Task"
"750",15,"Low",-2.25,1.82002747,"x51","Task"
"751",3,"Low",-0.75,0.93541435,"x51","Task"
"752",9,"Low",7.5,1.76776695,"x51","Task"
"753",5,"Low",6.5,0.93541435,"x51","Task"
"754",9,"High",13,0,"x51","Task"
"755",15,"High",13,0,"x51","Task"
"756",5,"High",13,0,"x51","Task"
"757",3,"High",0.375,5.99087848,"x51","Task"
"758",9,"High",13,0,"x51","Task"
"759",5,"Low",4.25,0.96824584,"x51","Task"
"760",3,"High",13,0,"x51","Task"
"761",15,"High",13,0,"x51","Task"
"762",9,"Low",2.875,1.17924764,"x51","Task"
"763",5,"High",13,0,"x51","Task"
"764",15,"Low",4.375,0.80039053,"x51","Task"
"765",3,"Low",3.5,1.06066017,"x51","Task"
"766",9,"Low",0.25,0.8291562,"x51","Task"
"767",5,"Low",6.375,0.91001374,"x52","Task"
"768",9,"High",13,0,"x52","Task"
"769",3,"Low",1.625,1.66301684,"x52","Task"
"770",15,"Low",13,0,"x52","Task"
"771",3,"High",13,0,"x52","Task"
"772",9,"Low",-6.125,2.00390244,"x52","Task"
"773",15,"High",5.875,5.14933248,"x52","Task"
"774",5,"High",13,0,"x52","Task"
"775",15,"Low",-4.375,0.9437293,"x52","Task"
"776",5,"Low",-0.875,0.375,"x52","Task"
"777",9,"Low",-3.25,1.78535711,"x52","Task"
"778",3,"Low",0.375,1.17924764,"x52","Task"
"779",15,"High",13,0,"x52","Task"
"780",5,"High",13,0,"x52","Task"
"781",9,"High",13,0,"x52","Task"
"782",3,"High",13,0,"x52","Task"
"783",9,"High",13,0,"x52","Task"
"784",9,"Low",-4.5,2.1937411,"x52","Task"
"785",15,"High",13,0,"x52","Task"
"786",5,"Low",0.625,1.17924764,"x52","Task"
"787",15,"Low",-1.375,1.03832798,"x52","Task"
"788",3,"Low",1.875,0.80039053,"x52","Task"
"789",5,"High",13,0,"x52","Task"
"790",3,"High",13,0,"x52","Task"
"791",15,"Low",-1.875,1.17924764,"x52","Task"
"792",5,"High",13,0,"x52","Task"
"793",9,"High",7.625,0.5153882,"x52","Task"
"794",3,"High",13,0,"x52","Task"
"795",15,"High",13,0,"x52","Task"
"796",5,"Low",-8,1.27475488,"x52","Task"
"797",9,"Low",-5.875,2.23955911,"x52","Task"
"798",3,"Low",-0.125,3.22344924,"x52","Task"
"799",5,"Low",-8.375,0.80039053,"x52","Task"
"800",3,"Low",-2.5,3.40954542,"x52","Task"
"801",5,"High",13,0,"x52","Task"
"802",3,"High",13,0,"x52","Task"
"803",15,"High",13,0,"x52","Task"
"804",15,"Low",0.25,2.01556444,"x52","Task"
"805",9,"Low",-7.375,0.9437293,"x52","Task"
"806",9,"High",13,0,"x52","Task"
"807",3,"High",13,0,"x52","Task"
"808",5,"High",13,0,"x52","Task"
"809",9,"High",13,0,"x52","Task"
"810",3,"Low",-3.375,1.00778222,"x52","Task"
"811",15,"High",13,0,"x52","Task"
"812",15,"Low",-1.5,0.93541435,"x52","Task"
"813",5,"Low",-3,1.6583124,"x52","Task"
"814",9,"Low",-7.875,1.46308749,"x52","Task"
"815",5,"Low",-7.875,0.5153882,"x52","Task"
"816",15,"Low",8.875,0.5153882,"x53","Task"
"817",5,"High",13,0,"x53","Task"
"818",3,"High",13,0,"x53","Task"
"819",9,"High",13,0,"x53","Task"
"820",15,"High",8.375,0.9437293,"x53","Task"
"821",5,"Low",-4.375,1.60565407,"x53","Task"
"822",3,"Low",6.5,2.66926956,"x53","Task"
"823",9,"Low",-3,0.8291562,"x53","Task"
"824",15,"High",13,0,"x53","Task"
"825",9,"High",13,0,"x53","Task"
"826",9,"Low",-3,0.8291562,"x53","Task"
"827",3,"Low",8.375,1.00778222,"x53","Task"
"828",3,"High",13,0,"x53","Task"
"829",5,"High",13,0,"x53","Task"
"830",15,"Low",3.125,3.10493559,"x53","Task"
"831",5,"Low",-2.125,0.71807033,"x53","Task"
"832",9,"High",13,0,"x53","Task"
"833",5,"Low",-3.5,0.55901699,"x53","Task"
"834",9,"Low",-3.25,1.22474487,"x53","Task"
"835",15,"High",13,0,"x53","Task"
"836",3,"High",2,6.70820393,"x53","Task"
"837",15,"Low",-0.125,1.17924764,"x53","Task"
"838",3,"Low",0,1.27475488,"x53","Task"
"839",5,"High",1.25,1.5612495,"x53","Task"
"840",5,"Low",-5.375,1.00778222,"x53","Task"
"841",9,"High",13,0,"x53","Task"
"842",9,"Low",-6,0.8291562,"x53","Task"
"843",15,"Low",4.375,1.90804219,"x53","Task"
"844",3,"Low",2.875,2.34853678,"x53","Task"
"845",3,"High",13,0,"x53","Task"
"846",5,"High",13,0,"x53","Task"
"847",15,"High",13,0,"x53","Task"
"848",9,"Low",-5.125,2.15421099,"x53","Task"
"849",3,"Low",1.625,1.60565407,"x53","Task"
"850",3,"High",13,0,"x53","Task"
"851",15,"High",13,0,"x53","Task"
"852",5,"High",6.875,2.96067982,"x53","Task"
"853",15,"Low",-0.375,0.5153882,"x53","Task"
"854",5,"Low",-6.5,1.3462912,"x53","Task"
"855",9,"High",13,0,"x53","Task"
"856",9,"Low",-5.125,1.66301684,"x53","Task"
"857",5,"High",13,0,"x53","Task"
"858",3,"Low",1.33333333,6.07019128,"x53","Task"
"859",9,"High",13,0,"x53","Task"
"860",5,"Low",8.25,0.93541435,"x53","Task"
"861",3,"High",-3.875,3.55536566,"x53","Task"
"862",15,"High",13,0,"x53","Task"
"863",15,"Low",5.58333333,2.46503324,"x53","Task"
"904",15,"High",13,0,"x32","Control"
"905",5,"Low",-3,1.3462912,"x32","Control"
"906",9,"High",1.625,2.89665756,"x32","Control"
"907",1,"High",-2.75,0.61237244,"x32","Control"
"908",9,"Low",13,0,"x32","Control"
"909",15,"Low",-2.875,0.71807033,"x32","Control"
"910",5,"High",-4,1.22474487,"x32","Control"
"911",3,"Low",-2.75,1.03077641,"x32","Control"
"912",3,"High",-2.75,0.8291562,"x32","Control"
"913",1,"Low",-4.875,0.6731456,"x32","Control"
"914",3,"High",-2.375,1.17924764,"x32","Control"
"915",15,"Low",-0.25,0.61237244,"x32","Control"
"916",1,"Low",-10.125,0.6731456,"x32","Control"
"917",5,"High",-2.25,1.41421356,"x32","Control"
"918",9,"High",13,0,"x32","Control"
"919",3,"Low",-4.5,3.14245127,"x32","Control"
"920",9,"Low",-8.125,0.9437293,"x32","Control"
"921",1,"High",-6.25,0.8660254,"x32","Control"
"922",15,"High",13,0,"x32","Control"
"923",5,"Low",-6.375,1.09687055,"x32","Control"
"924",3,"High",-6.125,1.17924764,"x32","Control"
"925",9,"Low",-8.25,2.10653744,"x32","Control"
"926",15,"High",7.375,1.17924764,"x32","Control"
"927",3,"Low",-5.375,2.00390244,"x32","Control"
"928",5,"Low",-3.625,0.375,"x32","Control"
"929",1,"High",-1,0.61237244,"x32","Control"
"930",15,"Low",-2.5,0.96824584,"x32","Control"
"931",5,"High",13,0,"x32","Control"
"932",1,"Low",-8.375,1.80710404,"x32","Control"
"933",9,"High",13,0,"x32","Control"
"934",15,"High",13,0,"x32","Control"
"935",5,"High",13,0,"x32","Control"
"936",5,"Low",-4,0.96824584,"x32","Control"
"937",9,"High",13,0,"x32","Control"
"938",3,"Low",-7,2.07665597,"x32","Control"
"939",3,"High",-2.75,3.28823661,"x32","Control"
"940",9,"Low",-5.75,1.19895788,"x32","Control"
"941",1,"Low",-9.875,0.6731456,"x32","Control"
"942",15,"Low",1,0.70710678,"x32","Control"
"943",1,"High",-5.125,0.71807033,"x32","Control"
"944",9,"Low",-6.75,1.6583124,"x32","Control"
"945",9,"High",8.625,1.32876823,"x32","Control"
"946",5,"Low",-9,1.03077641,"x32","Control"
"947",5,"High",9.375,0.80039053,"x32","Control"
"948",1,"High",-5.75,1.27475488,"x32","Control"
"949",15,"Low",-3.25,1.43614066,"x32","Control"
"950",15,"High",13,0,"x32","Control"
"951",3,"Low",-5.625,0.91001374,"x32","Control"
"952",1,"Low",-16.5,1.82002747,"x32","Control"
"953",3,"High",-4.625,1.32876823,"x32","Control"
"954",9,"High",13,0,"x32","Control"
"955",9,"Low",-6.875,1.90804219,"x32","Control"
"956",5,"High",-7.125,2.7866871,"x32","Control"
"957",3,"Low",-5.875,1.66301684,"x32","Control"
"958",15,"Low",1.125,0.80039053,"x32","Control"
"959",1,"High",3.375,1.09687055,"x32","Control"
"960",5,"Low",-6.375,0.80039053,"x32","Control"
"961",3,"High",1.125,2.18303115,"x32","Control"
"962",15,"High",13,0,"x32","Control"
"963",1,"Low",-2.75,2.01556444,"x32","Control"
"964",5,"Low",-9.375,1.46308749,"x32","Control"
"965",5,"High",-3.875,3.954823,"x32","Control"
"966",15,"High",13,0,"x32","Control"
"967",1,"High",-2.125,0.71807033,"x32","Control"
"968",9,"High",13,0,"x32","Control"
"969",3,"Low",-9.625,1.66301684,"x32","Control"
"970",1,"Low",-6.875,1.00778222,"x32","Control"
"971",9,"Low",-4.125,0.5153882,"x32","Control"
"972",3,"High",-4.25,2.1937411,"x32","Control"
"973",15,"Low",-1.375,1.28086885,"x32","Control"
"974",3,"High",0.5,0.61237244,"x32","Control"
"975",9,"Low",-7.375,0.9437293,"x32","Control"
"976",5,"Low",-5.875,0.71807033,"x32","Control"
"977",1,"High",-2,2.89395923,"x32","Control"
"978",1,"Low",-10.5,1.3462912,"x32","Control"
"979",3,"Low",-7.5,2.43669859,"x32","Control"
"980",15,"High",13,0,"x32","Control"
"981",15,"Low",0.125,1.28086885,"x32","Control"
"982",9,"High",13,0,"x32","Control"
"983",5,"High",13,0,"x32","Control"
"984",15,"High",2.875,3.10493559,"x32","Control"
"985",1,"Low",-6.25,0.75,"x32","Control"
"986",9,"Low",-5.375,0.80039053,"x32","Control"
"987",3,"Low",-4.75,0.8660254,"x32","Control"
"988",15,"Low",-2.375,2.42706098,"x32","Control"
"989",9,"High",13,0,"x32","Control"
"990",1,"High",-3.25,1.29903811,"x32","Control"
"991",5,"High",5.45833333,2.05860322,"x32","Control"
"992",3,"High",0.625,0.6731456,"x32","Control"
"993",5,"Low",-3.75,2.62202212,"x32","Control"
"994",1,"High",-2.875,1.28086885,"x32","Control"
"995",15,"Low",-3.875,1.17924764,"x32","Control"
"996",15,"High",8.125,0.71807033,"x32","Control"
"997",3,"High",-2.25,2.31840462,"x32","Control"
"998",9,"Low",-7.625,0.6731456,"x32","Control"
"999",1,"Low",-13.125,0.80039053,"x32","Control"
"1000",3,"Low",-8,1.3462912,"x32","Control"
"1001",9,"High",13,0,"x32","Control"
"1002",5,"High",2,2.29128785,"x32","Control"
"1003",5,"Low",-5.375,0.80039053,"x32","Control"
"1004",3,"Low",-8.625,0.80039053,"x32","Control"
"1005",5,"High",7.875,0.91001374,"x32","Control"
"1006",15,"High",7.625,0.375,"x32","Control"
"1007",15,"Low",-1,0.75,"x32","Control"
"1008",9,"High",-1.375,1.82431494,"x32","Control"
"1009",1,"Low",-10.375,0.71807033,"x32","Control"
"1010",9,"Low",-7.125,1.17924764,"x32","Control"
"1011",5,"Low",-3,1.03077641,"x32","Control"
"1012",3,"High",-1.25,2.31840462,"x32","Control"
"1013",1,"High",0.375,1.46308749,"x32","Control"
"1014",9,"High",13,0,"x32","Control"
"1015",15,"High",13,0,"x32","Control"
"1016",5,"Low",-5.5,1.5612495,"x32","Control"
"1017",1,"High",-2.625,1.39754249,"x32","Control"
"1018",1,"Low",-11.75,1.11803399,"x32","Control"
"1019",9,"Low",-5.125,0.71807033,"x32","Control"
"1020",5,"High",13,0,"x32","Control"
"1021",3,"Low",-6.125,0.80039053,"x32","Control"
"1022",15,"Low",3,0.93541435,"x32","Control"
"1023",3,"High",-1,1.5612495,"x32","Control"
"1024",1,"Low",-12.875,3.60771742,"x34","Control"
"1025",5,"High",5.70833333,3.75115723,"x34","Control"
"1026",15,"Low",2.75,0.55901699,"x34","Control"
"1027",9,"High",13,0,"x34","Control"
"1028",5,"Low",-3.375,0.91001374,"x34","Control"
"1029",15,"High",13,0,"x34","Control"
"1030",3,"High",4.625,1.28086885,"x34","Control"
"1031",3,"Low",-7.125,1.17924764,"x34","Control"
"1032",9,"Low",-3.375,0.5153882,"x34","Control"
"1033",1,"High",-5.375,1.90804219,"x34","Control"
"1034",9,"High",13,0,"x34","Control"
"1035",9,"Low",-7.25,0.55901699,"x34","Control"
"1036",5,"Low",-13,1.22474487,"x34","Control"
"1037",1,"Low",-14.875,1.28086885,"x34","Control"
"1038",5,"High",7.75,0.96824584,"x34","Control"
"1039",15,"Low",-7,0.8660254,"x34","Control"
"1040",15,"High",13,0,"x34","Control"
"1041",3,"Low",-11.125,0.71807033,"x34","Control"
"1042",1,"High",-9.5,1.82002747,"x34","Control"
"1043",3,"High",0.5,0.61237244,"x34","Control"
"1044",5,"High",0.125,1.66301684,"x34","Control"
"1045",15,"Low",-4.875,1.32876823,"x34","Control"
"1046",3,"Low",-10.625,1.17924764,"x34","Control"
"1047",5,"Low",-9.125,1.90804219,"x34","Control"
"1048",1,"Low",-13.375,3.2040014,"x34","Control"
"1049",9,"High",13,0,"x34","Control"
"1050",9,"Low",-7.25,0.93541435,"x34","Control"
"1051",1,"High",-6.75,0.93541435,"x34","Control"
"1052",15,"High",9,1.03077641,"x34","Control"
"1053",3,"High",4.125,0.80039053,"x34","Control"
"1054",5,"Low",-16.375,1.28086885,"x34","Control"
"1055",3,"Low",-10.75,1.5612495,"x34","Control"
"1056",9,"Low",-7.125,1.17924764,"x34","Control"
"1057",15,"Low",-2.5,1.06066017,"x34","Control"
"1058",1,"Low",-14.5,1.93649167,"x34","Control"
"1059",3,"High",-5.125,2.23955911,"x34","Control"
"1060",9,"High",5.5,1.87082869,"x34","Control"
"1061",15,"High",13,0,"x34","Control"
"1062",5,"High",4.875,0.80039053,"x34","Control"
"1063",1,"High",-4.875,1.17924764,"x34","Control"
"1064",9,"High",13,0,"x34","Control"
"1065",5,"High",8.83333333,0.73124703,"x34","Control"
"1066",1,"High",-6.75,1.6583124,"x34","Control"
"1067",15,"Low",-3,2.01556444,"x34","Control"
"1068",15,"High",3.70833333,3.59228533,"x34","Control"
"1069",3,"High",1.125,1.09687055,"x34","Control"
"1070",3,"Low",-12.375,0.80039053,"x34","Control"
"1071",1,"Low",-18.625,0.71807033,"x34","Control"
"1072",9,"Low",-6.625,2.23955911,"x34","Control"
"1073",5,"Low",-13.625,0.5153882,"x34","Control"
"1074",9,"Low",-6.5,0.8291562,"x34","Control"
"1075",5,"High",1.375,1.00778222,"x34","Control"
"1076",5,"Low",-5.875,0.71807033,"x34","Control"
"1077",3,"High",-4,0.61237244,"x34","Control"
"1078",15,"High",9.25,0.8660254,"x34","Control"
"1079",3,"Low",-12.5,1.11803399,"x34","Control"
"1080",1,"High",-5.5,0.75,"x34","Control"
"1081",15,"Low",-2.875,0.9437293,"x34","Control"
"1082",1,"Low",-18.5,1.11803399,"x34","Control"
"1083",9,"High",6.875,1.28086885,"x34","Control"
"1084",1,"High",-5.75,1.6583124,"x34","Control"
"1085",5,"High",4,2.47487373,"x34","Control"
"1086",5,"Low",-10.125,0.80039053,"x34","Control"
"1087",3,"Low",-14.125,0.375,"x34","Control"
"1088",9,"High",13,0,"x34","Control"
"1089",15,"High",9.375,0.5153882,"x34","Control"
"1090",3,"High",-1.375,0.71807033,"x34","Control"
"1091",9,"Low",-4.125,2.85317805,"x34","Control"
"1092",1,"Low",-17.75,0.70710678,"x34","Control"
"1093",15,"Low",-2.125,1.28086885,"x34","Control"
"1094",15,"Low",-3.75,1.47901995,"x34","Control"
"1095",1,"High",-9.125,0.5153882,"x34","Control"
"1096",3,"Low",-11.5,1.78535711,"x34","Control"
"1097",9,"High",13,0,"x34","Control"
"1098",3,"High",0.375,1.39754249,"x34","Control"
"1099",15,"High",13,0,"x34","Control"
"1100",9,"Low",-9.625,0.71807033,"x34","Control"
"1101",5,"High",5.25,2.01556444,"x34","Control"
"1102",5,"Low",-10.875,0.5153882,"x34","Control"
"1103",1,"Low",-12,1.11803399,"x34","Control"
"1104",1,"High",-6.875,0.6731456,"x34","Control"
"1105",1,"Low",-16.625,2.18303115,"x34","Control"
"1106",15,"High",4.5,2.1937411,"x34","Control"
"1107",5,"Low",-10,0.96824584,"x34","Control"
"1108",3,"High",3,1.03077641,"x34","Control"
"1109",15,"Low",-4.875,1.95655948,"x34","Control"
"1110",3,"Low",-11.125,1.125,"x34","Control"
"1111",9,"High",4.875,2.13965535,"x34","Control"
"1112",5,"High",-0.25,2.59807621,"x34","Control"
"1113",9,"Low",-6.5,0.70710678,"x34","Control"
"1114",1,"Low",-12.875,2.34853678,"x34","Control"
"1115",5,"Low",-8.25,2.58602011,"x34","Control"
"1116",3,"Low",-14,0.93541435,"x34","Control"
"1117",5,"High",6.875,1.48429276,"x34","Control"
"1118",1,"High",-5.625,0.80039053,"x34","Control"
"1119",15,"Low",-5.25,1.47901995,"x34","Control"
"1120",9,"Low",-7.375,0.9437293,"x34","Control"
"1121",3,"High",1.625,2.40117159,"x34","Control"
"1122",9,"High",1.125,2.09538183,"x34","Control"
"1123",15,"High",6.83333333,2.26231199,"x34","Control"
"1124",3,"Low",-15,1.6583124,"x34","Control"
"1125",15,"Low",-1.125,1.00778222,"x34","Control"
"1126",5,"High",2.875,0.80039053,"x34","Control"
"1127",1,"Low",-12.125,0.80039053,"x34","Control"
"1128",1,"High",-8.875,1.66301684,"x34","Control"
"1129",9,"High",13,0,"x34","Control"
"1130",9,"Low",-7,1.78535711,"x34","Control"
"1131",5,"Low",-17.25,2.47487373,"x34","Control"
"1132",3,"High",-3.75,1.41421356,"x34","Control"
"1133",15,"High",8.5,1.14564392,"x34","Control"
"1134",9,"High",13,0,"x34","Control"
"1135",3,"High",-0.75,1.03077641,"x34","Control"
"1136",3,"Low",-14.875,0.375,"x34","Control"
"1137",1,"Low",-15.25,0.61237244,"x34","Control"
"1138",15,"Low",-3.375,0.5153882,"x34","Control"
"1139",1,"High",-8.5,1.06066017,"x34","Control"
"1140",5,"High",6.25,1.19895788,"x34","Control"
"1141",9,"Low",-11,0.70710678,"x34","Control"
"1142",15,"High",13,0,"x34","Control"
"1143",5,"Low",-20.75,0.93541435,"x34","Control"
"1144",3,"Low",-2.75,1.27475488,"x36","Control"
"1145",1,"High",3.25,1.11803399,"x36","Control"
"1146",9,"Low",4.875,1.58607219,"x36","Control"
"1147",9,"High",13,0,"x36","Control"
"1148",1,"Low",-8.875,0.9437293,"x36","Control"
"1149",15,"High",13,0,"x36","Control"
"1150",15,"Low",0,1.76776695,"x36","Control"
"1151",5,"Low",-4.25,1.19895788,"x36","Control"
"1152",5,"High",13,0,"x36","Control"
"1153",3,"High",13,0,"x36","Control"
"1154",5,"High",13,0,"x36","Control"
"1155",1,"High",-4.625,1.70018381,"x36","Control"
"1156",5,"Low",-8.25,0.8291562,"x36","Control"
"1157",3,"Low",-5.5,1.93649167,"x36","Control"
"1158",9,"Low",-5.875,0.71807033,"x36","Control"
"1159",15,"High",4.125,5.70224736,"x36","Control"
"1160",3,"High",13,0,"x36","Control"
"1161",15,"Low",-1.125,1.52581945,"x36","Control"
"1162",1,"Low",-9.125,1.58607219,"x36","Control"
"1163",9,"High",9.375,0.6731456,"x36","Control"
"1164",3,"Low",-2,0.8291562,"x36","Control"
"1165",5,"High",9.25,0.61237244,"x36","Control"
"1166",3,"High",3.75,1.41421356,"x36","Control"
"1167",9,"Low",-7.25,0.93541435,"x36","Control"
"1168",15,"High",5.20833333,4.05024862,"x36","Control"
"1169",5,"Low",-9.125,0.80039053,"x36","Control"
"1170",15,"Low",-0.375,2.57694102,"x36","Control"
"1171",1,"Low",-11.375,0.6731456,"x36","Control"
"1172",1,"High",-3.375,2.42706098,"x36","Control"
"1173",9,"High",13,0,"x36","Control"
"1174",3,"Low",-2.125,0.9437293,"x36","Control"
"1175",3,"High",2.5,1.3462912,"x36","Control"
"1176",3,"Low",-7.75,0.61237244,"x38","Control"
"1177",9,"Low",-1,1.29903811,"x38","Control"
"1178",5,"High",3.375,0.80039053,"x38","Control"
"1179",5,"Low",-6.625,0.9437293,"x38","Control"
"1180",9,"High",13,0,"x38","Control"
"1181",1,"High",4.125,0.80039053,"x38","Control"
"1182",15,"High",13,0,"x38","Control"
"1183",1,"Low",-13.75,0.75,"x38","Control"
"1184",15,"Low",1,1.76776695,"x38","Control"
"1185",3,"High",-4.25,0.8291562,"x38","Control"
"1186",5,"High",8,0.61237244,"x38","Control"
"1187",9,"Low",-12.25,0.8660254,"x38","Control"
"1188",3,"High",-8.5,1.43614066,"x38","Control"
"1189",9,"High",13,0,"x38","Control"
