"","n_comp","freq","threshold","sd","subj","task"
"1190",15,"Low",-6.625,1.03832798,"x38","Control"
"1191",1,"Low",-17.25,1.76776695,"x38","Control"
"1192",3,"Low",-7,1.67705098,"x38","Control"
"1193",1,"High",-2.375,2.42706098,"x38","Control"
"1194",5,"Low",-7.5,1.27475488,"x38","Control"
"1195",15,"High",6.25,1.82002747,"x38","Control"
"1196",9,"High",13,0,"x38","Control"
"1197",5,"High",-1.25,5.15388203,"x38","Control"
"1198",1,"Low",-18.125,1.46308749,"x38","Control"
"1199",15,"High",13,0,"x38","Control"
"1200",3,"Low",-9.125,0.5153882,"x38","Control"
"1201",9,"Low",-9.625,0.375,"x38","Control"
"1202",1,"High",-3.75,0.55901699,"x38","Control"
"1203",5,"Low",-10.375,1.28086885,"x38","Control"
"1204",3,"High",-1.5,1.03077641,"x38","Control"
"1205",15,"Low",-4.25,1.92028644,"x38","Control"
"1206",9,"High",13,0,"x38","Control"
"1207",15,"High",13,0,"x38","Control"
"1208",3,"Low",-9.125,1.17924764,"x38","Control"
"1209",1,"Low",-14.75,1.87082869,"x38","Control"
"1210",5,"Low",-12.375,1.32876823,"x38","Control"
"1211",3,"High",-0.625,1.875,"x38","Control"
"1212",9,"Low",-8.875,1.28086885,"x38","Control"
"1213",5,"High",8.75,0.8291562,"x38","Control"
"1214",15,"Low",-8.25,1.27475488,"x38","Control"
"1215",1,"High",-2.25,0.55901699,"x38","Control"
"1216",9,"Low",-10.875,0.6731456,"x38","Control"
"1217",1,"Low",-17.25,1.11803399,"x38","Control"
"1218",15,"High",6.25,1.60078106,"x38","Control"
"1219",9,"High",-3.125,3.04394892,"x38","Control"
"1220",3,"High",3.125,1.125,"x38","Control"
"1221",3,"Low",-3.625,1.875,"x38","Control"
"1222",15,"Low",-7,0.96824584,"x38","Control"
"1223",5,"Low",-7.75,1.5,"x38","Control"
"1224",1,"High",-7.75,0.61237244,"x38","Control"
"1225",5,"High",6.125,0.9437293,"x38","Control"
"1226",5,"Low",-11.25,1.3462912,"x38","Control"
"1227",1,"Low",-18.25,1.83711731,"x38","Control"
"1228",9,"High",9.54166667,0.48769583,"x38","Control"
"1229",9,"Low",-13.25,1.47901995,"x38","Control"
"1230",15,"High",13,0,"x38","Control"
"1231",15,"Low",-7,1.5612495,"x38","Control"
"1232",3,"High",-5.375,2.09538183,"x38","Control"
"1233",3,"Low",-9.25,0.61237244,"x38","Control"
"1234",1,"High",-2.125,1.28086885,"x38","Control"
"1235",5,"High",2.625,0.80039053,"x38","Control"
"1236",5,"Low",-14.625,0.80039053,"x38","Control"
"1237",9,"Low",-12.375,1.90804219,"x38","Control"
"1238",15,"Low",-11.5,2.12132034,"x38","Control"
"1239",1,"Low",-15.625,0.83852549,"x38","Control"
"1240",9,"High",-3,1.6583124,"x38","Control"
"1241",1,"High",-8.75,0.93541435,"x38","Control"
"1242",5,"High",5.375,1.00778222,"x38","Control"
"1243",3,"High",-1.75,2.33184476,"x38","Control"
"1244",15,"High",13,0,"x38","Control"
"1245",3,"Low",-6.625,0.375,"x38","Control"
"1246",3,"High",-3,2.51246891,"x38","Control"
"1247",9,"High",13,0,"x38","Control"
"1248",15,"Low",-4.5,0.70710678,"x38","Control"
"1249",9,"Low",-15.5,2.23606798,"x38","Control"
"1250",15,"High",7.375,0.80039053,"x38","Control"
"1251",5,"High",7.25,0.93541435,"x40","Control"
"1252",9,"High",7.95833333,0.97271813,"x40","Control"
"1253",15,"Low",-2.375,0.83852549,"x40","Control"
"1254",5,"Low",1.5,1.47901995,"x40","Control"
"1255",15,"High",8.45833333,0.85898034,"x40","Control"
"1256",1,"High",-3.875,1.58607219,"x40","Control"
"1257",3,"Low",-6,0.70710678,"x40","Control"
"1258",1,"Low",-19.25,1.41421356,"x40","Control"
"1259",3,"High",-2.75,0.55901699,"x40","Control"
"1260",9,"Low",-7.5,1.27475488,"x40","Control"
"1261",9,"High",13,0,"x40","Control"
"1262",15,"Low",-3.75,0.8291562,"x40","Control"
"1263",5,"High",6.375,0.91001374,"x40","Control"
"1264",15,"High",8.875,0.9437293,"x40","Control"
"1265",3,"Low",-9.625,1.77218086,"x40","Control"
"1266",3,"High",-1.75,4.17582327,"x40","Control"
"1267",5,"Low",-0.125,2.50312305,"x40","Control"
"1268",1,"Low",-19.875,1.17924764,"x40","Control"
"1269",1,"High",-8.625,1.32876823,"x40","Control"
"1270",9,"Low",-1,2.07665597,"x40","Control"
"1271",9,"High",7.08333333,1.50462251,"x40","Control"
"1272",5,"Low",-7.125,2.57694102,"x40","Control"
"1273",1,"Low",-21.125,1.09687055,"x40","Control"
"1274",3,"High",-5.875,1.28086885,"x40","Control"
"1275",1,"High",-6.75,0.55901699,"x40","Control"
"1276",9,"Low",-3.375,0.80039053,"x40","Control"
"1277",3,"Low",-15.625,1.66301684,"x40","Control"
"1278",15,"High",9.375,0.5153882,"x40","Control"
"1279",15,"Low",-7.125,1.80710404,"x40","Control"
"1280",5,"High",0.375,1.25623445,"x40","Control"
"1281",3,"High",-2.625,1.00778222,"x40","Control"
"1282",1,"Low",-20.375,0.80039053,"x40","Control"
"1283",3,"Low",-12,1.11803399,"x40","Control"
"1284",5,"High",9,1.60078106,"x40","Control"
"1285",1,"High",-2,1.27475488,"x40","Control"
"1286",9,"Low",-0.625,0.375,"x40","Control"
"1287",5,"Low",-5.5,1.62018517,"x40","Control"
"1288",9,"High",9.5,0.55901699,"x40","Control"
"1289",15,"High",8.66666667,1.32811479,"x40","Control"
"1290",15,"Low",4.75,1.3462912,"x40","Control"
"1291",15,"Low",-3.875,1.80710404,"x40","Control"
"1292",1,"Low",-23.75,1.5411035,"x40","Control"
"1293",1,"High",-9.375,1.00778222,"x40","Control"
"1294",5,"Low",-0.375,1.85825859,"x40","Control"
"1295",3,"Low",-15.625,1.875,"x40","Control"
"1296",5,"High",5.125,0.80039053,"x40","Control"
"1297",3,"High",-3.75,0.8291562,"x40","Control"
"1298",15,"High",13,0,"x40","Control"
"1299",9,"High",13,0,"x40","Control"
"1300",9,"Low",-4.5,0.8291562,"x40","Control"
"1301",5,"Low",-9.625,2.40117159,"x40","Control"
"1302",5,"High",7.5,1.82002747,"x40","Control"
"1303",3,"High",-9.625,0.71807033,"x40","Control"
"1304",3,"Low",-10.125,0.80039053,"x40","Control"
"1305",15,"Low",-2.5,0.61237244,"x40","Control"
"1306",1,"Low",-18.875,1.90804219,"x40","Control"
"1307",9,"Low",-6.625,1.03832798,"x40","Control"
"1308",9,"High",13,0,"x40","Control"
"1309",15,"High",13,0,"x40","Control"
"1310",1,"High",-1.375,1.875,"x40","Control"
"1311",5,"High",4.125,1.32876823,"x40","Control"
"1312",1,"Low",-13.125,1.32876823,"x40","Control"
"1313",3,"High",0.875,1.125,"x40","Control"
"1314",15,"Low",-3.5,3.79143772,"x40","Control"
"1315",1,"High",-8.25,1.47901995,"x40","Control"
"1316",9,"Low",-9.25,1.93649167,"x40","Control"
"1317",5,"Low",-7.375,1.125,"x40","Control"
"1318",9,"High",5.125,1.17924764,"x40","Control"
"1319",3,"Low",-9.375,2.64870251,"x40","Control"
"1320",15,"High",5.5,2.01556444,"x40","Control"
"1321",15,"High",7.125,0.80039053,"x40","Control"
"1322",5,"High",0.5,2.96858552,"x40","Control"
"1323",1,"High",-8.125,0.9437293,"x40","Control"
"1324",9,"Low",-13,0.96824584,"x40","Control"
"1325",1,"Low",-20.25,0.93541435,"x40","Control"
"1326",3,"High",-7.125,0.80039053,"x40","Control"
"1327",3,"Low",-8.625,1.17924764,"x40","Control"
"1328",5,"Low",-9.125,0.80039053,"x40","Control"
"1329",15,"Low",-2.125,1.77218086,"x40","Control"
"1330",9,"High",7.25,1.22474487,"x40","Control"
"1331",5,"Low",-8.25,2.65753645,"x40","Control"
"1332",3,"Low",-3.375,1.90804219,"x40","Control"
"1333",5,"High",-0.125,2.34853678,"x40","Control"
"1334",15,"High",1.875,3.71020552,"x40","Control"
"1335",9,"Low",-8.25,0.8291562,"x40","Control"
"1336",15,"Low",-5.25,0.70710678,"x40","Control"
"1337",9,"High",9.29166667,0.56672794,"x40","Control"
"1338",1,"High",-7.25,0.93541435,"x40","Control"
"1339",1,"Low",-21.875,1.70018381,"x40","Control"
"1340",3,"High",-5,1.03077641,"x40","Control"
"1341",3,"High",-6.75,1.6583124,"x40","Control"
"1342",5,"High",1.125,0.80039053,"x40","Control"
"1343",15,"Low",-3.125,2.57694102,"x40","Control"
"1344",1,"High",-10.125,1.00778222,"x40","Control"
"1345",5,"Low",-10.25,0.70710678,"x40","Control"
"1346",3,"Low",-13,1.5612495,"x40","Control"
"1347",1,"Low",-19.875,1.17924764,"x40","Control"
"1348",9,"Low",-11.25,1.60078106,"x40","Control"
"1349",9,"High",-0.375,1.17924764,"x40","Control"
"1350",15,"High",7.625,1.375,"x40","Control"
"1351",15,"Low",-5.25,0.8291562,"x40","Control"
"1352",5,"High",-2.375,1.70018381,"x40","Control"
"1353",1,"High",-5.375,1.32876823,"x40","Control"
"1354",15,"High",7.29166667,4.12163162,"x40","Control"
"1355",5,"Low",-11.875,0.83852549,"x40","Control"
"1356",9,"High",13,0,"x40","Control"
"1357",3,"High",-9.125,1.00778222,"x40","Control"
"1358",3,"Low",-9.125,2.00390244,"x40","Control"
"1359",1,"Low",-19.5,1.3462912,"x40","Control"
"1360",9,"Low",-8.375,0.80039053,"x40","Control"
"1361",9,"High",13,0,"x40","Control"
"1362",1,"Low",-20,1.41421356,"x40","Control"
"1363",5,"Low",-6.375,0.5153882,"x40","Control"
"1364",5,"High",1,0.70710678,"x40","Control"
"1365",3,"Low",-6.375,1.46308749,"x40","Control"
"1366",15,"Low",-5.5,1.62018517,"x40","Control"
"1367",3,"High",-8.125,0.375,"x40","Control"
"1368",15,"High",6.875,0.71807033,"x40","Control"
"1369",1,"High",-7.875,2.00390244,"x40","Control"
"1370",9,"Low",-10.375,1.97246673,"x40","Control"
"1371",3,"High",-3.375,1.58607219,"x45","Control"
"1372",1,"Low",-7.75,0.75,"x45","Control"
"1373",3,"Low",0.125,0.375,"x45","Control"
"1374",5,"Low",1.125,2.7866871,"x45","Control"
"1375",9,"High",13,0,"x45","Control"
"1376",5,"High",5.375,1.28086885,"x45","Control"
"1377",15,"Low",1,0.55901699,"x45","Control"
"1378",9,"Low",-1.625,1.25623445,"x45","Control"
"1379",1,"High",-6.75,1.27475488,"x45","Control"
"1380",15,"High",13,0,"x45","Control"
"1381",5,"Low",1.875,0.6731456,"x45","Control"
"1382",15,"High",5,2.20794022,"x45","Control"
"1383",9,"Low",-4.125,1.80710404,"x45","Control"
"1384",3,"High",1.875,1.00778222,"x45","Control"
"1385",9,"High",-6,1.6583124,"x45","Control"
"1386",5,"High",-0.25,1.43614066,"x45","Control"
"1387",3,"Low",-1.25,3.28823661,"x45","Control"
"1388",15,"Low",-2.75,0.55901699,"x45","Control"
"1389",1,"High",-7.75,1.43614066,"x45","Control"
"1390",1,"Low",-6.75,0.93541435,"x45","Control"
"1391",3,"Low",-1.875,0.80039053,"x45","Control"
"1392",5,"Low",5.125,0.80039053,"x45","Control"
"1393",1,"High",-7.375,0.71807033,"x45","Control"
"1394",15,"Low",-4.25,0.55901699,"x45","Control"
"1395",5,"High",6.375,1.09687055,"x45","Control"
"1396",3,"High",2.875,1.58607219,"x45","Control"
"1397",15,"High",5.95833333,1.97598428,"x45","Control"
"1398",1,"Low",-10.25,1.11803399,"x45","Control"
"1399",9,"Low",-3,0.55901699,"x45","Control"
"1400",9,"High",9.04166667,1.50980591,"x45","Control"
"1401",1,"High",-3.75,0.93541435,"x45","Control"
"1402",9,"High",8.125,2.00390244,"x45","Control"
"1403",3,"Low",-0.125,1.32876823,"x45","Control"
"1404",3,"High",5.875,0.80039053,"x45","Control"
"1405",9,"Low",-4.625,1.09687055,"x45","Control"
"1406",5,"Low",-3,0.8291562,"x45","Control"
"1407",1,"Low",-8.75,0.93541435,"x45","Control"
"1408",15,"High",2.625,2.00390244,"x45","Control"
"1409",5,"High",-3.25,1.62018517,"x45","Control"
"1410",15,"Low",-1.875,2.26729464,"x45","Control"
"1411",3,"Low",0.25,0.8291562,"x45","Control"
"1412",15,"High",3.95833333,4.15184865,"x45","Control"
"1413",3,"High",-0.375,0.80039053,"x45","Control"
"1414",15,"Low",-3,0.55901699,"x45","Control"
"1415",9,"High",13,0,"x45","Control"
"1416",5,"Low",-2.125,0.9437293,"x45","Control"
"1417",1,"Low",-8.875,1.92435054,"x45","Control"
"1418",1,"High",-7.25,0.55901699,"x45","Control"
"1419",5,"High",1,1.82002747,"x45","Control"
"1420",9,"Low",-8.75,2.10653744,"x45","Control"
"1421",9,"Low",-7.75,0.96824584,"x45","Control"
"1422",3,"High",-1.5,1.11803399,"x45","Control"
"1423",15,"Low",-0.625,1.875,"x45","Control"
"1424",5,"Low",-4.875,2.09538183,"x45","Control"
"1425",5,"High",-5.375,1.46308749,"x45","Control"
"1426",1,"High",-5.375,1.09687055,"x45","Control"
"1427",9,"High",1.875,2.85317805,"x45","Control"
"1428",15,"High",13,0,"x45","Control"
"1429",3,"Low",-4.75,1.5612495,"x45","Control"
"1430",1,"Low",-7.375,0.71807033,"x45","Control"
"1431",9,"Low",-10.75,0.61237244,"x45","Control"
"1432",5,"Low",-2.875,1.28086885,"x45","Control"
"1433",1,"High",-11.25,0.93541435,"x45","Control"
"1434",15,"Low",-3.125,1.32876823,"x45","Control"
"1435",1,"Low",-11.75,0.93541435,"x45","Control"
"1436",3,"Low",-3.625,0.83852549,"x45","Control"
"1437",3,"High",3.375,1.17924764,"x45","Control"
"1438",15,"High",2.5,2.01556444,"x45","Control"
"1439",5,"High",-1.375,3.14493641,"x45","Control"
"1440",9,"High",13,0,"x45","Control"
"1441",15,"Low",-4.875,0.80039053,"x45","Control"
"1442",5,"High",0.125,0.375,"x45","Control"
"1443",3,"High",-4.25,0.8291562,"x45","Control"
"1444",9,"High",13,0,"x45","Control"
"1445",9,"Low",-10,1.06066017,"x45","Control"
"1446",1,"High",-10.375,1.66301684,"x45","Control"
"1447",5,"Low",-9,0.8291562,"x45","Control"
"1448",15,"High",3.70833333,3.94075042,"x45","Control"
"1449",1,"Low",-12.375,1.00778222,"x45","Control"
"1450",3,"Low",-7.25,0.55901699,"x45","Control"
"1451",9,"High",13,0,"x45","Control"
"1452",3,"High",-8,2.31840462,"x45","Control"
"1453",15,"Low",-4.375,0.71807033,"x45","Control"
"1454",1,"High",-4.375,2.47802845,"x45","Control"
"1455",9,"Low",-11.875,1.66301684,"x45","Control"
"1456",3,"Low",-10.375,1.28086885,"x45","Control"
"1457",15,"High",13,0,"x45","Control"
"1458",5,"High",3.125,0.71807033,"x45","Control"
"1459",1,"Low",-9.5,0.70710678,"x45","Control"
"1460",5,"Low",-4.25,1.19895788,"x45","Control"
"1461",15,"High",5.875,1.58607219,"x45","Control"
"1462",9,"High",13,0,"x45","Control"
"1463",9,"Low",-6.875,1.00778222,"x45","Control"
"1464",15,"Low",-5.375,1.75445861,"x45","Control"
"1465",5,"High",1.75,1.60078106,"x45","Control"
"1466",1,"High",-7,1.98431348,"x45","Control"
"1467",3,"High",-2.375,1.17924764,"x45","Control"
"1468",1,"Low",-9.875,0.80039053,"x45","Control"
"1469",3,"Low",-5.875,0.71807033,"x45","Control"
"1470",5,"Low",-3.375,1.00778222,"x45","Control"
"1471",1,"Low",-8.75,0.55901699,"x45","Control"
"1472",3,"Low",-10.375,0.375,"x45","Control"
"1473",15,"Low",-4.75,2.56173769,"x45","Control"
"1474",9,"High",13,0,"x45","Control"
"1475",5,"Low",-4.875,0.80039053,"x45","Control"
"1476",15,"High",13,0,"x45","Control"
"1477",5,"High",-3.375,1.32876823,"x45","Control"
"1478",3,"High",-5.75,0.55901699,"x45","Control"
"1479",9,"Low",-6.125,1.00778222,"x45","Control"
"1480",1,"High",-3.25,1.29903811,"x45","Control"
"1481",15,"High",13,0,"x45","Control"
"1482",15,"Low",-4.875,0.80039053,"x45","Control"
"1483",1,"Low",-8,0.8291562,"x45","Control"
"1484",3,"Low",-8.5,0.61237244,"x45","Control"
"1485",1,"High",-2.375,1.58607219,"x45","Control"
"1486",5,"High",4.125,0.80039053,"x45","Control"
"1487",9,"Low",-8.125,1.28086885,"x45","Control"
"1488",5,"Low",-3.625,0.9437293,"x45","Control"
"1489",9,"High",4.45833333,5.81201462,"x45","Control"
"1490",3,"High",-5,1.3462912,"x45","Control"
"1491",1,"Low",-9.375,1.80710404,"x46","Control"
"1492",9,"High",13,0,"x46","Control"
"1493",3,"Low",-5.875,3.93898781,"x46","Control"
"1494",5,"High",3.875,2.89665756,"x46","Control"
"1495",15,"Low",2.375,2.19729948,"x46","Control"
"1496",5,"Low",-0.125,1.25623445,"x46","Control"
"1497",3,"High",9.25,0.61237244,"x46","Control"
"1498",15,"High",13,0,"x46","Control"
"1499",1,"High",1.125,1.17924764,"x46","Control"
"1500",9,"Low",-7.5,1.5411035,"x46","Control"
"1501",15,"Low",0.75,0.93541435,"x46","Control"
"1502",3,"Low",-6,1.3462912,"x46","Control"
"1503",1,"High",-3.25,1.43614066,"x46","Control"
"1504",3,"High",0.875,1.28086885,"x46","Control"
"1505",9,"High",13,0,"x46","Control"
"1506",9,"Low",-4.25,1.76776695,"x46","Control"
"1507",1,"Low",-5.75,0.70710678,"x46","Control"
"1508",15,"High",9.5,0.55901699,"x46","Control"
"1509",5,"High",13,0,"x46","Control"
"1510",5,"Low",-5.5,1.29903811,"x46","Control"
"1511",1,"High",-3.125,1.00778222,"x46","Control"
"1512",5,"High",13,0,"x46","Control"
"1513",15,"High",13,0,"x46","Control"
"1514",3,"High",0.25,3.0516389,"x46","Control"
"1515",3,"Low",-6,0.55901699,"x46","Control"
"1516",9,"High",13,0,"x46","Control"
"1517",9,"Low",-4.125,0.5153882,"x46","Control"
"1518",1,"Low",-9.625,1.48429276,"x46","Control"
"1519",5,"Low",-9.125,2.50312305,"x46","Control"
"1520",15,"Low",2.25,1.47901995,"x46","Control"
"1521",3,"High",9.25,0.61237244,"x46","Control"
"1522",9,"Low",-5.75,0.93541435,"x46","Control"
"1523",5,"Low",-7.875,1.6441183,"x46","Control"
"1524",15,"Low",-1,1.5612495,"x46","Control"
"1525",9,"High",7.70833333,1.40991036,"x46","Control"
"1526",3,"Low",-8.875,0.375,"x46","Control"
"1527",5,"High",13,0,"x46","Control"
"1528",15,"High",13,0,"x46","Control"
"1529",1,"Low",-14,1.19895788,"x46","Control"
"1530",1,"High",-3.5,1.47901995,"x46","Control"
"1531",9,"High",8.45833333,1.36486161,"x46","Control"
"1532",5,"Low",-7.25,0.8291562,"x46","Control"
"1533",1,"Low",-12.125,1.75445861,"x46","Control"
"1534",3,"High",-1.875,1.46308749,"x46","Control"
"1535",15,"Low",-1.5,0.70710678,"x46","Control"
"1536",9,"Low",-3.625,0.71807033,"x46","Control"
"1537",5,"High",6.625,3.65932029,"x46","Control"
"1538",15,"High",13,0,"x46","Control"
"1539",1,"High",-1.375,1.875,"x46","Control"
"1540",3,"Low",-11.125,0.71807033,"x46","Control"
"1541",5,"Low",-5.125,1.125,"x46","Control"
"1542",9,"Low",0.75,0.70710678,"x46","Control"
"1543",15,"High",13,0,"x46","Control"
"1544",5,"High",9.625,0.375,"x46","Control"
"1545",3,"Low",-10,1.22474487,"x46","Control"
"1546",1,"High",-0.5,1.47901995,"x46","Control"
"1547",15,"Low",-1,1.43614066,"x46","Control"
"1548",9,"High",13,0,"x46","Control"
"1549",1,"Low",-12.875,0.80039053,"x46","Control"
"1550",3,"High",-1.375,1.125,"x46","Control"
"1551",15,"High",13,0,"x46","Control"
"1552",3,"Low",-12.875,1.80710404,"x46","Control"
"1553",1,"High",0,0.55901699,"x46","Control"
"1554",9,"High",2.75,3.26917421,"x46","Control"
"1555",3,"High",-4.375,1.77218086,"x46","Control"
"1556",5,"Low",-13.125,1.09687055,"x46","Control"
"1557",5,"High",8,0.93541435,"x46","Control"
"1558",15,"Low",-2.875,0.71807033,"x46","Control"
"1559",9,"Low",-6.5,1.27475488,"x46","Control"
"1560",1,"Low",-9.875,1.90804219,"x46","Control"
"1561",5,"High",4.375,0.5153882,"x46","Control"
"1562",3,"High",-0.625,0.71807033,"x46","Control"
"1563",5,"Low",-11.125,0.71807033,"x46","Control"
"1564",9,"High",5.25,2.23606798,"x46","Control"
"1565",9,"Low",-6.75,0.70710678,"x46","Control"
"1566",1,"Low",-17.125,0.71807033,"x46","Control"
"1567",15,"Low",-1.875,1.00778222,"x46","Control"
"1568",3,"Low",-9.375,1.17924764,"x46","Control"
"1569",15,"High",8.75,0.70710678,"x46","Control"
"1570",1,"High",-2.5,1.29903811,"x46","Control"
"1571",15,"High",7.125,0.80039053,"x46","Control"
"1572",9,"High",13,0,"x46","Control"
"1573",15,"Low",-2.875,0.375,"x46","Control"
"1574",5,"Low",-12.5,1.27475488,"x46","Control"
"1575",3,"High",-4.75,0.96824584,"x46","Control"
"1576",1,"Low",-13,1.36930639,"x46","Control"
"1577",1,"High",-4.125,1.58607219,"x46","Control"
"1578",5,"High",5,3.06186218,"x46","Control"
"1579",9,"Low",-7.25,1.3462912,"x46","Control"
"1580",3,"Low",-10.875,1.17924764,"x46","Control"
"1581",3,"Low",-11.375,2.50312305,"x46","Control"
"1582",9,"High",13,0,"x46","Control"
"1583",3,"High",1.75,0.8291562,"x46","Control"
"1584",15,"Low",-0.75,1.27475488,"x46","Control"
"1585",9,"Low",-5,1.82002747,"x46","Control"
"1586",5,"High",2.125,0.80039053,"x46","Control"
"1587",1,"Low",-13.125,0.80039053,"x46","Control"
"1588",5,"Low",-9.75,1.03077641,"x46","Control"
"1589",1,"High",-4.125,1.39754249,"x46","Control"
"1590",15,"High",8.66666667,2.33482095,"x46","Control"
"1591",3,"Low",-16.375,0.71807033,"x46","Control"
"1592",9,"Low",-6.375,0.91001374,"x46","Control"
"1593",1,"Low",-9.125,0.80039053,"x46","Control"
"1594",15,"High",7.25,1.67705098,"x46","Control"
"1595",5,"High",7.5,0.55901699,"x46","Control"
"1596",9,"High",3.625,2.98171511,"x46","Control"
"1597",5,"Low",-11.75,0.93541435,"x46","Control"
"1598",15,"Low",-5.5,1.78535711,"x46","Control"
"1599",3,"High",1.75,0.55901699,"x46","Control"
"1600",1,"High",-4.75,1.22474487,"x46","Control"
"1601",5,"High",2.125,1.32876823,"x46","Control"
"1602",15,"High",9,0.8291562,"x46","Control"
"1603",9,"High",9.625,0.375,"x46","Control"
"1604",9,"Low",-2.75,0.93541435,"x46","Control"
"1605",15,"Low",-2.25,1.76776695,"x46","Control"
"1606",5,"Low",-10.875,1.46308749,"x46","Control"
"1607",1,"High",-4.625,0.5153882,"x46","Control"
"1608",3,"High",0.625,0.6731456,"x46","Control"
"1609",3,"Low",-15.625,0.71807033,"x46","Control"
"1610",1,"Low",-14.75,1.03077641,"x46","Control"
"1611",9,"Low",3.375,1.58607219,"x49","Control"
"1612",15,"High",13,0,"x49","Control"
"1613",3,"Low",-9.5,1.5411035,"x49","Control"
"1614",1,"Low",-5.75,0.55901699,"x49","Control"
"1615",5,"Low",-1.75,2.80624304,"x49","Control"
"1616",15,"Low",-0.75,1.11803399,"x49","Control"
"1617",1,"High",-6.375,3.954823,"x49","Control"
"1618",3,"High",2.75,1.62018517,"x49","Control"
"1619",5,"High",3.25,2.35849528,"x49","Control"
"1620",9,"High",13,0,"x49","Control"
"1621",15,"High",13,0,"x49","Control"
"1622",3,"High",0.375,1.00778222,"x49","Control"
"1623",1,"Low",-7,1.43614066,"x49","Control"
"1624",1,"High",-3.875,1.70018381,"x49","Control"
"1625",5,"Low",-3.375,1.95655948,"x49","Control"
"1626",5,"High",13,0,"x49","Control"
"1627",9,"Low",-3.125,0.5153882,"x49","Control"
"1628",15,"Low",-1.25,2.23606798,"x49","Control"
"1629",9,"High",1,6.6473679,"x49","Control"
"1630",3,"Low",-1.25,2.1937411,"x49","Control"
"1631",5,"High",13,0,"x49","Control"
"1632",5,"Low",-4.375,0.71807033,"x49","Control"
"1633",9,"High",13,0,"x49","Control"
"1634",1,"Low",-7.75,0.96824584,"x49","Control"
"1635",9,"Low",-5.125,0.9437293,"x49","Control"
"1636",1,"High",7.875,1.32876823,"x49","Control"
"1637",15,"Low",-2.625,1.00778222,"x49","Control"
"1638",3,"Low",-3.125,3.04394892,"x49","Control"
"1639",3,"High",3.625,2.09538183,"x49","Control"
"1640",15,"High",13,0,"x49","Control"
"1641",5,"Low",-4.5,1.03077641,"x49","Control"
"1642",1,"Low",-6.75,1.92028644,"x49","Control"
"1643",5,"High",4.375,3.16474723,"x49","Control"
"1644",15,"High",13,0,"x49","Control"
"1645",1,"High",-1.375,1.77218086,"x49","Control"
"1646",9,"High",13,0,"x49","Control"
"1647",9,"Low",-2.875,1.03832798,"x49","Control"
"1648",3,"High",-4.875,0.80039053,"x49","Control"
"1649",3,"Low",-4.25,0.55901699,"x49","Control"
"1650",15,"Low",-3.375,4.40347874,"x49","Control"
"1651",1,"High",-2.875,1.125,"x49","Control"
"1652",1,"Low",-8.25,1.6583124,"x49","Control"
"1653",3,"High",4.75,0.55901699,"x49","Control"
"1654",5,"High",7.375,2.55257223,"x49","Control"
"1655",3,"Low",1.25,1.36930639,"x49","Control"
"1656",9,"High",13,0,"x49","Control"
"1657",15,"High",13,0,"x49","Control"
"1658",9,"Low",-5,0.55901699,"x49","Control"
"1659",5,"Low",-4.875,1.17924764,"x49","Control"
"1660",15,"Low",0,0.93541435,"x49","Control"
"1661",1,"High",-4.75,0.96824584,"x49","Control"
"1662",3,"High",-4.75,2.77263413,"x49","Control"
"1663",5,"High",7.58333333,1.76580168,"x49","Control"
"1664",15,"High",13,0,"x49","Control"
"1665",5,"Low",-8.125,1.77218086,"x49","Control"
"1666",1,"Low",-7.125,0.6731456,"x49","Control"
"1667",9,"High",13,0,"x49","Control"
"1668",3,"Low",-4.5,0.93541435,"x49","Control"
"1669",9,"Low",-3.5,0.55901699,"x49","Control"
"1670",15,"Low",-2.125,1.66301684,"x49","Control"
"1671",3,"Low",-9.5,1.3462912,"x49","Control"
"1672",9,"High",0.125,3.8910956,"x49","Control"
"1673",15,"High",13,0,"x49","Control"
"1674",1,"High",-0.625,2.5890394,"x49","Control"
"1675",3,"High",3.875,0.9437293,"x49","Control"
"1676",5,"Low",-7.625,1.09687055,"x49","Control"
"1677",15,"Low",-4.625,1.52581945,"x49","Control"
"1678",5,"High",7.20833333,2.27951323,"x49","Control"
"1679",1,"Low",-3,1.92028644,"x49","Control"
"1680",9,"Low",-7.625,1.09687055,"x49","Control"
"1681",9,"High",-4.75,1.78535711,"x49","Control"
"1682",1,"Low",-6.625,0.9437293,"x49","Control"
"1683",9,"Low",-7.25,1.76776695,"x49","Control"
"1684",3,"High",9.25,0.61237244,"x49","Control"
"1685",3,"Low",-6.125,0.91001374,"x49","Control"
"1686",15,"High",13,0,"x49","Control"
"1687",5,"Low",-5.625,0.80039053,"x49","Control"
"1688",1,"High",0.625,2.18303115,"x49","Control"
"1689",5,"High",-4.125,4.44585481,"x49","Control"
"1690",15,"Low",-4,0.61237244,"x49","Control"
"1691",3,"Low",-10.375,1.28086885,"x49","Control"
"1692",5,"High",13,0,"x49","Control"
"1693",1,"High",0.25,3.230712,"x49","Control"
"1694",5,"Low",-1.875,0.80039053,"x49","Control"
"1695",9,"High",13,0,"x49","Control"
"1696",15,"Low",-7.625,2.18303115,"x49","Control"
"1697",15,"High",0.75,4.53458929,"x49","Control"
"1698",3,"High",2,2.20794022,"x49","Control"
"1699",1,"Low",-9.125,0.6731456,"x49","Control"
"1700",9,"Low",-6.75,1.6583124,"x49","Control"
"1701",9,"Low",-3.375,0.6731456,"x49","Control"
