"","n_comp","freq","threshold","sd","subj"
"652",3,"6100",13,0,"x50"
"653",3,"300",0,0.93541435,"x50"
"654",9,"6100",13,0,"x50"
"655",15,"6100",13,0,"x50"
"656",5,"6100",13,0,"x50"
"657",9,"300",-5.75,1.19895788,"x50"
"658",3,"6100",13,0,"x50"
"659",15,"6100",13,0,"x50"
"660",5,"6100",13,0,"x50"
"661",9,"300",-5.75,1.3462912,"x50"
"662",15,"300",-3.625,2.0194368,"x50"
"663",5,"300",7.25,0.55901699,"x50"
"664",3,"300",1.75,2.47487373,"x50"
"665",9,"6100",13,0,"x50"
"666",5,"300",-5.875,1.66301684,"x50"
"667",9,"300",2.125,1.17924764,"x50"
"668",3,"300",-1.125,1.25623445,"x50"
"669",15,"6100",5.625,4.14012379,"x50"
"670",15,"300",-5.125,1.875,"x50"
"671",5,"6100",13,0,"x50"
"672",9,"6100",1.375,2.98171511,"x50"
"673",3,"6100",13,0,"x50"
"674",3,"300",-3.5,1.5411035,"x50"
"675",15,"300",0,0.55901699,"x50"
"676",9,"6100",13,0,"x50"
"677",15,"6100",13,0,"x50"
"678",5,"300",-5.75,0.8291562,"x50"
"679",3,"6100",13,0,"x50"
"680",5,"6100",13,0,"x50"
"681",9,"300",-10.375,2.5890394,"x50"
"682",15,"300",8.91666667,1.5184056,"x51"
"683",15,"6100",9.125,0.5153882,"x51"
"684",3,"6100",3.125,2.89665756,"x51"
"685",5,"300",13,0,"x51"
"686",5,"6100",13,0,"x51"
"687",9,"300",5.875,1.46308749,"x51"
"688",9,"6100",13,0,"x51"
"689",3,"300",8.875,0.9437293,"x51"
"690",5,"6100",13,0,"x51"
"691",9,"6100",4.875,2.85317805,"x51"
"692",9,"300",1.625,3.26199709,"x51"
"693",5,"300",13,0,"x51"
"694",3,"300",7.375,2.42706098,"x51"
"695",15,"300",1,0.70710678,"x51"
"696",15,"6100",13,0,"x51"
"697",3,"6100",13,0,"x51"
"698",15,"300",-1.125,1.17924764,"x51"
"699",3,"6100",13,0,"x51"
"700",15,"6100",1.125,3.80993766,"x51"
"701",9,"6100",13,0,"x51"
"702",3,"300",6,1.60078106,"x51"
"703",9,"300",0.375,1.00778222,"x51"
"704",5,"6100",13,0,"x51"
"705",5,"300",4.5,0.70710678,"x51"
"706",5,"300",-0.25,1.43614066,"x51"
"707",15,"300",0,0.55901699,"x51"
"708",15,"6100",13,0,"x51"
"709",5,"6100",7.45833333,1.59044456,"x51"
"710",9,"6100",13,0,"x51"
"711",9,"300",-3.5,1.11803399,"x51"
"712",3,"300",3.125,0.375,"x51"
"713",3,"6100",2.125,1.32876823,"x51"
"714",15,"300",-2.25,1.82002747,"x51"
"715",3,"300",-0.75,0.93541435,"x51"
"716",9,"300",7.5,1.76776695,"x51"
"717",5,"300",6.5,0.93541435,"x51"
"718",9,"6100",13,0,"x51"
"719",15,"6100",13,0,"x51"
"720",5,"6100",13,0,"x51"
"721",3,"6100",0.375,5.99087848,"x51"
"722",9,"6100",13,0,"x51"
"723",5,"300",4.25,0.96824584,"x51"
"724",3,"6100",13,0,"x51"
"725",15,"6100",13,0,"x51"
"726",9,"300",2.875,1.17924764,"x51"
"727",5,"6100",13,0,"x51"
"728",15,"300",4.375,0.80039053,"x51"
"729",3,"300",3.5,1.06066017,"x51"
"730",9,"300",0.25,0.8291562,"x51"
"731",15,"300",0.5,0.96824584,"x51"
"732",15,"6100",13,0,"x51"
"733",3,"6100",13,0,"x51"
"734",5,"6100",13,0,"x51"
"735",3,"300",7.875,2.05015243,"x51"
"736",9,"6100",13,0,"x51"
"737",5,"300",3.125,1.125,"x51"
"738",3,"6100",9.625,0.375,"x51"
"739",9,"6100",13,0,"x51"
"740",9,"300",0.375,1.00778222,"x51"
"741",3,"300",2.125,0.80039053,"x51"
"742",5,"6100",13,0,"x51"
"743",15,"6100",13,0,"x51"
"744",5,"300",-3,1.41421356,"x51"
"745",15,"300",0.25,0.70710678,"x51"
"746",9,"6100",13,0,"x51"
"747",15,"6100",13,0,"x51"
"748",9,"300",0.125,0.71807033,"x51"
"749",5,"300",2.5,1.03077641,"x51"
"750",15,"300",-0.875,0.80039053,"x51"
"751",3,"6100",13,0,"x51"
"752",5,"6100",13,0,"x51"
"753",3,"300",0.875,1.28086885,"x51"
"754",5,"300",0.125,1.28086885,"x51"
"755",3,"6100",8.79166667,2.05860322,"x51"
"756",9,"6100",8.875,1.125,"x51"
"757",15,"6100",13,0,"x51"
"758",3,"300",1.125,0.5153882,"x51"
"759",5,"6100",13,0,"x51"
"760",15,"300",1.25,0.96824584,"x51"
"761",9,"300",-2.375,1.80710404,"x51"
"762",9,"6100",13,0,"x51"
"763",3,"6100",2.95833333,5.22297941,"x51"
"764",5,"300",-0.5,1.92028644,"x51"
"765",5,"6100",13,0,"x51"
"766",15,"300",0.25,0.8291562,"x51"
"767",15,"6100",13,0,"x51"
"768",9,"300",-1.75,0.96824584,"x51"
"769",3,"300",2.875,0.80039053,"x51"
"770",5,"6100",13,0,"x51"
"771",9,"6100",13,0,"x51"
"772",3,"300",5.125,1.70018381,"x51"
"773",9,"300",-0.75,1.82002747,"x51"
"774",5,"300",0.75,2.35849528,"x51"
"775",15,"6100",-0.75,1.82002747,"x51"
"776",3,"6100",13,0,"x51"
"777",15,"300",1.125,0.6731456,"x51"
"778",5,"300",6.375,0.91001374,"x52"
"779",9,"6100",13,0,"x52"
"780",3,"300",1.625,1.66301684,"x52"
"781",15,"300",13,0,"x52"
"782",3,"6100",13,0,"x52"
"783",9,"300",-6.125,2.00390244,"x52"
"784",15,"6100",5.875,5.14933248,"x52"
"785",5,"6100",13,0,"x52"
"786",15,"300",-4.375,0.9437293,"x52"
"787",5,"300",-0.875,0.375,"x52"
"788",9,"300",-3.25,1.78535711,"x52"
"789",3,"300",0.375,1.17924764,"x52"
"790",15,"6100",13,0,"x52"
"791",5,"6100",13,0,"x52"
"792",9,"6100",13,0,"x52"
"793",3,"6100",13,0,"x52"
"794",9,"6100",13,0,"x52"
"795",9,"300",-4.5,2.1937411,"x52"
"796",15,"6100",13,0,"x52"
"797",5,"300",0.625,1.17924764,"x52"
"798",15,"300",-1.375,1.03832798,"x52"
"799",3,"300",1.875,0.80039053,"x52"
"800",5,"6100",13,0,"x52"
"801",3,"6100",13,0,"x52"
"802",15,"300",-1.875,1.17924764,"x52"
"803",5,"6100",13,0,"x52"
"804",9,"6100",7.625,0.5153882,"x52"
"805",3,"6100",13,0,"x52"
"806",15,"6100",13,0,"x52"
"807",5,"300",-8,1.27475488,"x52"
"808",9,"300",-5.875,2.23955911,"x52"
"809",3,"300",-0.125,3.22344924,"x52"
"810",5,"300",-8.375,0.80039053,"x52"
"811",3,"300",-2.5,3.40954542,"x52"
"812",5,"6100",13,0,"x52"
"813",3,"6100",13,0,"x52"
"814",15,"6100",13,0,"x52"
"815",15,"300",0.25,2.01556444,"x52"
"816",9,"300",-7.375,0.9437293,"x52"
"817",9,"6100",13,0,"x52"
"818",3,"6100",13,0,"x52"
"819",5,"6100",13,0,"x52"
"820",9,"6100",13,0,"x52"
"821",3,"300",-3.375,1.00778222,"x52"
"822",15,"6100",13,0,"x52"
"823",15,"300",-1.5,0.93541435,"x52"
"824",5,"300",-3,1.6583124,"x52"
"825",9,"300",-7.875,1.46308749,"x52"
"826",5,"300",-7.875,0.5153882,"x52"
"827",3,"6100",13,0,"x52"
"828",15,"300",-1.5,0.8291562,"x52"
"829",3,"300",-2.125,1.03832798,"x52"
"830",15,"6100",13,0,"x52"
"831",9,"6100",13,0,"x52"
"832",9,"300",-8.375,1.32876823,"x52"
"833",5,"6100",13,0,"x52"
"834",9,"6100",13,0,"x52"
"835",5,"300",-9.25,1.36930639,"x52"
"836",15,"6100",13,0,"x52"
"837",9,"300",-8.875,0.375,"x52"
"838",5,"6100",13,0,"x52"
"839",3,"300",1.625,1.28086885,"x52"
"840",3,"6100",13,0,"x52"
"841",15,"300",-0.5,1.5411035,"x52"
"842",3,"300",-2.875,1.48429276,"x52"
"843",5,"300",-4.375,0.83852549,"x52"
"844",3,"6100",13,0,"x52"
"845",5,"6100",13,0,"x52"
"846",9,"6100",13,0,"x52"
"847",9,"300",-8.25,0.8291562,"x52"
"848",15,"300",-7.375,1.28086885,"x52"
"849",15,"6100",13,0,"x52"
"850",3,"300",-5,0.93541435,"x52"
"851",9,"6100",13,0,"x52"
"852",9,"300",-6.625,0.9437293,"x52"
"853",5,"300",-7,0.61237244,"x52"
"854",5,"6100",13,0,"x52"
"855",15,"300",-2.75,0.55901699,"x52"
"856",15,"6100",13,0,"x52"
"857",3,"6100",13,0,"x52"
"858",15,"6100",13,0,"x52"
"859",3,"300",-0.375,1.58607219,"x52"
"860",15,"300",-2.625,1.58607219,"x52"
"861",5,"300",-7.125,1.58607219,"x52"
"862",9,"300",13,0,"x52"
"863",5,"6100",13,0,"x52"
"864",9,"6100",13,0,"x52"
"865",3,"6100",13,0,"x52"
"866",3,"6100",7.875,1.46308749,"x52"
"867",9,"6100",13,0,"x52"
"868",9,"300",-4.25,2.62202212,"x52"
"869",15,"300",13,0,"x52"
"870",15,"6100",6.70833333,1.74054988,"x52"
"871",5,"300",-5.875,0.83852549,"x52"
"872",5,"6100",13,0,"x52"
"873",3,"300",-4.5,1.47901995,"x52"
"874",15,"300",8.875,0.5153882,"x53"
"875",5,"6100",13,0,"x53"
"876",3,"6100",13,0,"x53"
"877",9,"6100",13,0,"x53"
"878",15,"6100",8.375,0.9437293,"x53"
"879",5,"300",-4.375,1.60565407,"x53"
"880",3,"300",6.5,2.66926956,"x53"
"881",9,"300",-3,0.8291562,"x53"
"882",15,"6100",13,0,"x53"
"883",9,"6100",13,0,"x53"
"884",9,"300",-3,0.8291562,"x53"
"885",3,"300",8.375,1.00778222,"x53"
"886",3,"6100",13,0,"x53"
"887",5,"6100",13,0,"x53"
"888",15,"300",3.125,3.10493559,"x53"
"889",5,"300",-2.125,0.71807033,"x53"
"890",9,"6100",13,0,"x53"
"891",5,"300",-3.5,0.55901699,"x53"
"892",9,"300",-3.25,1.22474487,"x53"
"893",15,"6100",13,0,"x53"
"894",3,"6100",2,6.70820393,"x53"
"895",15,"300",-0.125,1.17924764,"x53"
"896",3,"300",0,1.27475488,"x53"
"897",5,"6100",1.25,1.5612495,"x53"
"898",5,"300",-5.375,1.00778222,"x53"
"899",9,"6100",13,0,"x53"
"900",9,"300",-6,0.8291562,"x53"
"901",15,"300",4.375,1.90804219,"x53"
"902",3,"300",2.875,2.34853678,"x53"
"903",3,"6100",13,0,"x53"
"904",5,"6100",13,0,"x53"
"905",15,"6100",13,0,"x53"
"906",9,"300",-5.125,2.15421099,"x53"
"907",3,"300",1.625,1.60565407,"x53"
"908",3,"6100",13,0,"x53"
"909",15,"6100",13,0,"x53"
"910",5,"6100",6.875,2.96067982,"x53"
"911",15,"300",-0.375,0.5153882,"x53"
"912",5,"300",-6.5,1.3462912,"x53"
"913",9,"6100",13,0,"x53"
"914",9,"300",-5.125,1.66301684,"x53"
"915",5,"6100",13,0,"x53"
"916",3,"300",1.33333333,6.07019128,"x53"
"917",9,"6100",13,0,"x53"
"918",5,"300",8.25,0.93541435,"x53"
"919",3,"6100",-3.875,3.55536566,"x53"
"920",15,"6100",13,0,"x53"
"921",15,"300",5.58333333,2.46503324,"x53"
"922",9,"300",-9.625,1.97246673,"x53"
"923",3,"300",8.625,1.32876823,"x53"
"924",9,"6100",13,0,"x53"
"925",15,"300",-2.75,3.28823661,"x53"
"926",5,"300",-3.125,1.32876823,"x53"
"927",5,"6100",13,0,"x53"
"928",3,"6100",13,0,"x53"
"929",15,"6100",13,0,"x53"
"930",15,"300",-2.25,0.55901699,"x53"
"931",5,"300",-7.125,1.00778222,"x53"
"932",3,"6100",13,0,"x53"
"933",9,"300",-8.875,5.22763092,"x53"
"934",15,"6100",13,0,"x53"
"935",9,"6100",13,0,"x53"
"936",5,"6100",13,0,"x53"
"937",3,"300",-3.375,1.46308749,"x53"
"938",5,"6100",13,0,"x53"
"939",9,"6100",13,0,"x53"
"940",15,"300",-2.125,1.125,"x53"
"941",15,"6100",13,0,"x53"
"942",9,"300",-8.875,1.97246673,"x53"
"943",3,"300",5,0.61237244,"x53"
"944",3,"6100",1.375,2.50312305,"x53"
"945",5,"300",-0.375,0.80039053,"x53"
"946",3,"6100",13,0,"x53"
"947",9,"6100",13,0,"x53"
"948",9,"300",-5.875,0.71807033,"x53"
"949",15,"6100",13,0,"x53"
"950",15,"300",-0.625,0.71807033,"x53"
"951",3,"300",3.25,0.93541435,"x53"
"952",5,"300",-1,2.80624304,"x53"
"953",5,"6100",13,0,"x53"
"954",5,"6100",13,0,"x53"
"955",9,"300",-10,0.61237244,"x53"
"956",15,"6100",13,0,"x53"
"957",9,"6100",13,0,"x53"
"958",3,"300",13,0,"x53"
"959",15,"300",-2.75,1.47901995,"x53"
"960",5,"300",-3,3.48209707,"x53"
"961",3,"6100",13,0,"x53"
"962",3,"300",-0.125,1.32876823,"x53"
"963",9,"6100",13,0,"x53"
"964",15,"6100",13,0,"x53"
"965",5,"6100",6.875,3.59035165,"x53"
"966",15,"300",1.75,2.10653744,"x53"
"967",3,"6100",13,0,"x53"
"968",9,"300",-9,1.11803399,"x53"
"969",5,"300",6.66666667,2.14896616,"x53"
"970",5,"300",0.5,2.52487623,"x54"
"971",9,"300",-6,3.1124749,"x54"
"972",15,"300",-7.375,0.71807033,"x54"
"973",5,"6100",13,0,"x54"
"974",15,"6100",13,0,"x54"
"975",3,"300",-2.875,0.375,"x54"
"976",9,"6100",13,0,"x54"
"977",3,"6100",13,0,"x54"
"978",9,"6100",13,0,"x54"
"979",15,"6100",13,0,"x54"
"980",5,"6100",13,0,"x54"
"981",15,"300",-9,1.47901995,"x54"
"982",3,"6100",13,0,"x54"
"983",9,"300",-12.25,1.93649167,"x54"
"984",3,"300",-2.375,1.39754249,"x54"
"985",5,"300",-2.625,0.80039053,"x54"
"986",3,"6100",13,0,"x54"
"987",15,"6100",-0.125,2.98171511,"x54"
"988",9,"6100",13,0,"x54"
"989",5,"300",-9.25,0.61237244,"x54"
"990",3,"300",-1.625,4.36069089,"x54"
"991",9,"300",-12.125,0.80039053,"x54"
"992",15,"300",-10.125,2.50312305,"x54"
"993",5,"6100",13,0,"x54"
"994",15,"300",-3.75,3.31662479,"x54"
"995",9,"6100",9.29166667,0.97271813,"x54"
"996",9,"300",-6.25,1.83711731,"x54"
"997",5,"300",-1.375,1.41972709,"x54"
"998",5,"6100",13,0,"x54"
"999",3,"6100",13,0,"x54"
"1000",3,"300",-0.25,1.93649167,"x54"
"1001",15,"6100",13,0,"x54"
"1002",15,"300",-7.375,0.71807033,"x54"
"1003",9,"300",-13.5,1.19895788,"x54"
"1004",5,"6100",13,0,"x54"
"1005",3,"6100",-2.625,4.27383025,"x54"
"1006",9,"6100",13,0,"x54"
"1007",3,"300",-4.75,1.88745861,"x54"
"1008",5,"300",-4.875,0.80039053,"x54"
"1009",15,"6100",13,0,"x54"
"1010",5,"300",-7.75,1.29903811,"x54"
"1011",3,"6100",13,0,"x54"
"1012",5,"6100",13,0,"x54"
"1013",15,"6100",13,0,"x54"
"1014",15,"300",-7.75,0.61237244,"x54"
"1015",9,"300",-17,1.3462912,"x54"
"1016",9,"6100",13,0,"x54"
"1017",3,"300",-4.25,3.28823661,"x54"
"1018",5,"300",-13.75,2.44948974,"x54"
"1019",9,"6100",13,0,"x54"
"1020",15,"6100",6.75,3.84057287,"x54"
"1021",15,"300",-8.5,1.22474487,"x54"
"1022",3,"6100",13,0,"x54"
"1023",5,"6100",13,0,"x54"
"1024",9,"300",-8.125,0.71807033,"x54"
"1025",3,"300",-8.5,1.22474487,"x54"
"1026",5,"6100",13,0,"x54"
"1027",3,"6100",13,0,"x54"
"1028",9,"6100",8.375,1.54616461,"x54"
"1029",15,"300",-9.75,0.55901699,"x54"
"1030",15,"6100",13,0,"x54"
"1031",3,"300",-8.125,2.15421099,"x54"
"1032",9,"300",-16.75,0.96824584,"x54"
"1033",5,"300",-12,0.55901699,"x54"
"1034",3,"300",-9.625,1.66301684,"x54"
"1035",15,"6100",-0.79166667,6.28725011,"x54"
"1036",3,"6100",13,0,"x54"
"1037",5,"300",-9.125,2.85317805,"x54"
"1038",15,"300",-9,0.93541435,"x54"
"1039",9,"6100",13,0,"x54"
"1040",9,"300",-15.5,1.87082869,"x54"
"1041",5,"6100",13,0,"x54"
"1042",15,"6100",13,0,"x54"
"1043",9,"300",-14.25,0.8291562,"x54"
"1044",5,"6100",-0.75,2.35849528,"x54"
"1045",3,"300",-12.375,1.00778222,"x54"
"1046",3,"6100",13,0,"x54"
"1047",9,"6100",13,0,"x54"
"1048",15,"300",-10.125,0.80039053,"x54"
"1049",5,"300",-18.375,0.5153882,"x54"
"1050",15,"300",-10.875,0.80039053,"x54"
"1051",15,"6100",13,0,"x54"
"1052",3,"300",-10.125,2.54030018,"x54"
"1053",9,"6100",13,0,"x54"
"1054",5,"6100",13,0,"x54"
"1055",3,"6100",13,0,"x54"
"1056",5,"300",-19.625,1.17924764,"x54"
"1057",9,"300",-15.25,0.75,"x54"
"1058",3,"6100",13,0,"x54"
"1059",15,"300",-8.875,1.125,"x54"
"1060",15,"6100",2.20833333,4.24611751,"x54"
"1061",9,"300",-13.75,0.75,"x54"
"1062",3,"300",-5.375,2.50312305,"x54"
"1063",9,"6100",13,0,"x54"
"1064",5,"300",-11.625,1.17924764,"x54"
"1065",5,"6100",13,0,"x54"
