"","n_comp","freq","threshold","sd","subj"
"601",15,"6100",7.125,0.80039053,"x46"
"602",9,"6100",13,0,"x46"
"603",15,"300",-2.875,0.375,"x46"
"604",5,"300",-12.5,1.27475488,"x46"
"605",3,"6100",-4.75,0.96824584,"x46"
"606",1,"300",-13,1.36930639,"x46"
"607",1,"6100",-4.125,1.58607219,"x46"
"608",5,"6100",5,3.06186218,"x46"
"609",9,"300",-7.25,1.3462912,"x46"
"610",3,"300",-10.875,1.17924764,"x46"
"611",3,"300",-11.375,2.50312305,"x46"
"612",9,"6100",13,0,"x46"
"613",3,"6100",1.75,0.8291562,"x46"
"614",15,"300",-0.75,1.27475488,"x46"
"615",9,"300",-5,1.82002747,"x46"
"616",5,"6100",2.125,0.80039053,"x46"
"617",1,"300",-13.125,0.80039053,"x46"
"618",5,"300",-9.75,1.03077641,"x46"
"619",1,"6100",-4.125,1.39754249,"x46"
"620",15,"6100",8.66666667,2.33482095,"x46"
"621",3,"300",-16.375,0.71807033,"x46"
"622",9,"300",-6.375,0.91001374,"x46"
"623",1,"300",-9.125,0.80039053,"x46"
"624",15,"6100",7.25,1.67705098,"x46"
"625",5,"6100",7.5,0.55901699,"x46"
"626",9,"6100",3.625,2.98171511,"x46"
"627",5,"300",-11.75,0.93541435,"x46"
"628",15,"300",-5.5,1.78535711,"x46"
"629",3,"6100",1.75,0.55901699,"x46"
"630",1,"6100",-4.75,1.22474487,"x46"
"631",5,"6100",2.125,1.32876823,"x46"
"632",15,"6100",9,0.8291562,"x46"
"633",9,"6100",9.625,0.375,"x46"
"634",9,"300",-2.75,0.93541435,"x46"
"635",15,"300",-2.25,1.76776695,"x46"
"636",5,"300",-10.875,1.46308749,"x46"
"637",1,"6100",-4.625,0.5153882,"x46"
"638",3,"6100",0.625,0.6731456,"x46"
"639",3,"300",-15.625,0.71807033,"x46"
"640",1,"300",-14.75,1.03077641,"x46"
"641",9,"300",3.375,1.58607219,"x49"
"642",15,"6100",13,0,"x49"
"643",3,"300",-9.5,1.5411035,"x49"
"644",1,"300",-5.75,0.55901699,"x49"
"645",5,"300",-1.75,2.80624304,"x49"
"646",15,"300",-0.75,1.11803399,"x49"
"647",1,"6100",-6.375,3.954823,"x49"
"648",3,"6100",2.75,1.62018517,"x49"
"649",5,"6100",3.25,2.35849528,"x49"
"650",9,"6100",13,0,"x49"
"651",15,"6100",13,0,"x49"
"652",3,"6100",0.375,1.00778222,"x49"
"653",1,"300",-7,1.43614066,"x49"
"654",1,"6100",-3.875,1.70018381,"x49"
"655",5,"300",-3.375,1.95655948,"x49"
"656",5,"6100",13,0,"x49"
"657",9,"300",-3.125,0.5153882,"x49"
"658",15,"300",-1.25,2.23606798,"x49"
"659",9,"6100",1,6.6473679,"x49"
"660",3,"300",-1.25,2.1937411,"x49"
"661",5,"6100",13,0,"x49"
"662",5,"300",-4.375,0.71807033,"x49"
"663",9,"6100",13,0,"x49"
"664",1,"300",-7.75,0.96824584,"x49"
"665",9,"300",-5.125,0.9437293,"x49"
"666",1,"6100",7.875,1.32876823,"x49"
"667",15,"300",-2.625,1.00778222,"x49"
"668",3,"300",-3.125,3.04394892,"x49"
"669",3,"6100",3.625,2.09538183,"x49"
"670",15,"6100",13,0,"x49"
"671",5,"300",-4.5,1.03077641,"x49"
"672",1,"300",-6.75,1.92028644,"x49"
"673",5,"6100",4.375,3.16474723,"x49"
"674",15,"6100",13,0,"x49"
"675",1,"6100",-1.375,1.77218086,"x49"
"676",9,"6100",13,0,"x49"
"677",9,"300",-2.875,1.03832798,"x49"
"678",3,"6100",-4.875,0.80039053,"x49"
"679",3,"300",-4.25,0.55901699,"x49"
"680",15,"300",-3.375,4.40347874,"x49"
"681",1,"6100",-2.875,1.125,"x49"
"682",1,"300",-8.25,1.6583124,"x49"
"683",3,"6100",4.75,0.55901699,"x49"
"684",5,"6100",7.375,2.55257223,"x49"
"685",3,"300",1.25,1.36930639,"x49"
"686",9,"6100",13,0,"x49"
"687",15,"6100",13,0,"x49"
"688",9,"300",-5,0.55901699,"x49"
"689",5,"300",-4.875,1.17924764,"x49"
"690",15,"300",0,0.93541435,"x49"
"691",1,"6100",-4.75,0.96824584,"x49"
"692",3,"6100",-4.75,2.77263413,"x49"
"693",5,"6100",7.58333333,1.76580168,"x49"
"694",15,"6100",13,0,"x49"
"695",5,"300",-8.125,1.77218086,"x49"
"696",1,"300",-7.125,0.6731456,"x49"
"697",9,"6100",13,0,"x49"
"698",3,"300",-4.5,0.93541435,"x49"
"699",9,"300",-3.5,0.55901699,"x49"
"700",15,"300",-2.125,1.66301684,"x49"
"701",3,"300",-9.5,1.3462912,"x49"
"702",9,"6100",0.125,3.8910956,"x49"
"703",15,"6100",13,0,"x49"
"704",1,"6100",-0.625,2.5890394,"x49"
"705",3,"6100",3.875,0.9437293,"x49"
"706",5,"300",-7.625,1.09687055,"x49"
"707",15,"300",-4.625,1.52581945,"x49"
"708",5,"6100",7.20833333,2.27951323,"x49"
"709",1,"300",-3,1.92028644,"x49"
"710",9,"300",-7.625,1.09687055,"x49"
"711",9,"6100",-4.75,1.78535711,"x49"
"712",1,"300",-6.625,0.9437293,"x49"
"713",9,"300",-7.25,1.76776695,"x49"
"714",3,"6100",9.25,0.61237244,"x49"
"715",3,"300",-6.125,0.91001374,"x49"
"716",15,"6100",13,0,"x49"
"717",5,"300",-5.625,0.80039053,"x49"
"718",1,"6100",0.625,2.18303115,"x49"
"719",5,"6100",-4.125,4.44585481,"x49"
"720",15,"300",-4,0.61237244,"x49"
"721",3,"300",-10.375,1.28086885,"x49"
"722",5,"6100",13,0,"x49"
"723",1,"6100",0.25,3.230712,"x49"
"724",5,"300",-1.875,0.80039053,"x49"
"725",9,"6100",13,0,"x49"
"726",15,"300",-7.625,2.18303115,"x49"
"727",15,"6100",0.75,4.53458929,"x49"
"728",3,"6100",2,2.20794022,"x49"
"729",1,"300",-9.125,0.6731456,"x49"
"730",9,"300",-6.75,1.6583124,"x49"
"731",9,"300",-3.375,0.6731456,"x49"
"732",3,"300",-8,1.6583124,"x49"
"733",15,"300",-5.625,3.39346799,"x49"
"734",15,"6100",6.625,3.65932029,"x49"
"735",5,"300",-3.625,2.06533896,"x49"
"736",9,"6100",8.25,1.6583124,"x49"
"737",3,"6100",6.125,1.77218086,"x49"
"738",5,"6100",13,0,"x49"
"739",1,"300",-6.875,1.70018381,"x49"
"740",1,"6100",4.625,0.71807033,"x49"
"741",1,"300",-13,1.06066017,"x49"
"742",5,"300",-7.875,1.58607219,"x49"
"743",15,"6100",13,0,"x49"
"744",3,"300",-4.125,1.17924764,"x49"
"745",1,"6100",-5.375,1.32876823,"x49"
"746",3,"6100",4,1.47901995,"x49"
"747",9,"6100",6.625,3.65932029,"x49"
"748",9,"300",-8.5,0.75,"x49"
"749",5,"6100",9.125,0.80039053,"x49"
"750",15,"300",-2.375,0.5153882,"x49"
"751",9,"6100",13,0,"x49"
"752",1,"300",-6.5,0.93541435,"x49"
"753",5,"300",-11.5,1.67705098,"x49"
"754",3,"6100",1,1.03077641,"x49"
"755",15,"300",-5.875,0.375,"x49"
"756",1,"6100",-5.25,1.71391365,"x49"
"757",3,"300",-3.75,0.55901699,"x49"
"758",9,"300",-8.875,1.03832798,"x49"
"759",15,"6100",13,0,"x49"
"760",5,"6100",-2.375,2.18303115,"x49"
"761",15,"6100",-2.5,1.93649167,"x50"
"762",5,"300",0.25,0.70710678,"x50"
"763",1,"6100",1.25,0.96824584,"x50"
"764",1,"300",-16.5,0.55901699,"x50"
"765",3,"6100",-2.375,1.09687055,"x50"
"766",9,"6100",13,0,"x50"
"767",5,"6100",13,0,"x50"
"768",15,"300",6.25,1.11803399,"x50"
"769",3,"300",-6.625,0.71807033,"x50"
"770",9,"300",-0.625,3.26199709,"x50"
"771",1,"6100",1.5,0.93541435,"x50"
"772",9,"6100",13,0,"x50"
"773",3,"6100",3.25,1.03077641,"x50"
"774",1,"300",-11.125,1.71846589,"x50"
"775",15,"6100",5.375,2.69548233,"x50"
"776",9,"300",5.125,0.80039053,"x50"
"777",15,"300",1.875,1.80710404,"x50"
"778",5,"300",3.875,0.9437293,"x50"
"779",3,"300",-4,0.96824584,"x50"
"780",5,"6100",13,0,"x50"
"781",15,"6100",-2.875,3.08474067,"x50"
"782",5,"6100",13,0,"x50"
"783",3,"6100",13,0,"x50"
"784",15,"300",8.625,1.52581945,"x50"
"785",5,"300",1.625,0.71807033,"x50"
"786",9,"300",-0.125,1.58607219,"x50"
"787",1,"300",-4.375,1.125,"x50"
"788",3,"300",2.25,0.55901699,"x50"
"789",1,"6100",2.25,1.47901995,"x50"
"790",9,"6100",13,0,"x50"
"791",1,"300",-11.875,1.28086885,"x50"
"792",15,"300",4.875,2.34853678,"x50"
"793",3,"300",-1.5,3.86490621,"x50"
"794",9,"300",7.83333333,1.32811479,"x50"
"795",1,"6100",-1.875,0.91001374,"x50"
"796",5,"300",1.25,3.79967104,"x50"
"797",15,"6100",13,0,"x50"
"798",5,"6100",13,0,"x50"
"799",9,"6100",13,0,"x50"
"800",3,"6100",13,0,"x50"
"801",5,"6100",6.875,2.96067982,"x50"
"802",3,"300",-1.625,2.30827316,"x50"
"803",1,"6100",13,0,"x50"
"804",3,"6100",13,0,"x50"
"805",1,"300",-2.875,0.71807033,"x50"
"806",5,"300",13,0,"x50"
"807",9,"6100",13,0,"x50"
"808",15,"6100",13,0,"x50"
"809",9,"300",3.875,1.875,"x50"
"810",15,"300",2.75,1.62018517,"x50"
"811",1,"300",-16.75,1.62018517,"x50"
"812",15,"6100",13,0,"x50"
"813",1,"6100",-2.25,1.47901995,"x50"
"814",9,"300",2.375,0.375,"x50"
"815",5,"6100",-0.5,1.11803399,"x50"
"816",3,"300",-2.375,0.80039053,"x50"
"817",9,"6100",13,0,"x50"
"818",5,"300",0.75,1.03077641,"x50"
"819",3,"6100",-0.125,0.5153882,"x50"
"820",15,"300",-0.625,1.875,"x50"
"821",1,"6100",-6.875,0.6731456,"x50"
"822",15,"6100",13,0,"x50"
"823",5,"300",1,1.19895788,"x50"
"824",3,"6100",2.25,0.93541435,"x50"
"825",15,"300",2.5,0.93541435,"x50"
"826",9,"6100",9.625,0.375,"x50"
"827",5,"6100",1,2.65753645,"x50"
"828",9,"300",2,3.06186218,"x50"
"829",3,"300",-4.25,1.03077641,"x50"
"830",1,"300",-13.625,0.5153882,"x50"
"831",5,"6100",-1.375,1.66301684,"x50"
"832",3,"300",-6.75,0.55901699,"x50"
"833",15,"300",1.5,0.8291562,"x50"
"834",3,"6100",-4,2.73861279,"x50"
"835",1,"6100",1.875,1.32876823,"x50"
"836",9,"6100",7.75,0.8660254,"x50"
"837",9,"300",-4.875,0.80039053,"x50"
"838",5,"300",0,0.55901699,"x50"
"839",1,"300",-14,0.93541435,"x50"
"840",15,"6100",13,0,"x50"
"841",15,"300",8.29166667,2.0686986,"x50"
"842",1,"6100",-4.25,1.3462912,"x50"
"843",1,"300",-13.25,1.03077641,"x50"
"844",3,"300",0.5,1.06066017,"x50"
"845",15,"6100",0.625,2.42706098,"x50"
"846",5,"6100",3.875,2.96067982,"x50"
"847",3,"6100",3.375,1.17924764,"x50"
"848",9,"6100",13,0,"x50"
"849",9,"300",-4.75,2.33184476,"x50"
"850",5,"300",-0.75,0.70710678,"x50"
"851",3,"300",-1.375,0.375,"x50"
"852",1,"300",-16,0.75,"x50"
"853",1,"6100",-5.75,1.3462912,"x50"
"854",15,"6100",13,0,"x50"
"855",15,"300",1.125,3.0129927,"x50"
"856",5,"300",-9.375,0.80039053,"x50"
"857",9,"6100",3.5,1.5612495,"x50"
"858",5,"6100",9.5,0.55901699,"x50"
"859",3,"6100",7.375,0.5153882,"x50"
"860",9,"300",-2.25,1.96850197,"x50"
"861",3,"6100",4.125,0.80039053,"x50"
"862",5,"300",-7.25,1.60078106,"x50"
"863",9,"300",-4.75,2.25,"x50"
"864",1,"300",-12,1.27475488,"x50"
"865",3,"300",0,0.55901699,"x50"
"866",5,"6100",-0.5,0.93541435,"x50"
"867",1,"6100",-6.625,2.69548233,"x50"
"868",15,"300",3,1.11803399,"x50"
"869",9,"6100",3.875,5.24553381,"x50"
"870",15,"6100",13,0,"x50"
"871",5,"300",-2.125,2.23955911,"x50"
"872",15,"6100",13,0,"x50"
"873",1,"6100",-4.375,1.03832798,"x50"
"874",5,"6100",13,0,"x50"
"875",15,"300",0.5,0.61237244,"x50"
"876",9,"6100",-3.25,1.43614066,"x50"
"877",3,"6100",-1.25,0.55901699,"x50"
"878",1,"300",-17.75,1.11803399,"x50"
"879",3,"300",-3,1.47901995,"x50"
"880",9,"300",-8.75,0.93541435,"x50"
"881",1,"6100",-1.875,1.70018381,"x51"
"882",5,"6100",13,0,"x51"
"883",3,"6100",-2.125,0.71807033,"x51"
"884",15,"6100",13,0,"x51"
"885",3,"300",3.5,0.61237244,"x51"
"886",9,"6100",8.625,1.32876823,"x51"
"887",15,"300",5,0.61237244,"x51"
"888",1,"300",-7,0.96824584,"x51"
"889",5,"300",2,1.62018517,"x51"
"890",9,"300",3.125,0.71807033,"x51"
"891",9,"300",-2.25,2.35849528,"x51"
"892",1,"6100",-3.125,0.80039053,"x51"
"893",3,"300",-3.25,0.61237244,"x51"
"894",1,"300",-11.375,0.80039053,"x51"
"895",15,"6100",0.70833333,4.27545482,"x51"
"896",9,"6100",13,0,"x51"
"897",5,"6100",-0.25,2.63391344,"x51"
"898",5,"300",-1.375,1.28086885,"x51"
"899",15,"300",5.875,1.46308749,"x51"
"900",3,"6100",-6.375,2.98171511,"x51"
"901",1,"6100",-9.125,1.32876823,"x51"
"902",1,"300",-9,0.55901699,"x51"
"903",3,"6100",-3.875,0.91001374,"x51"
"904",15,"300",3,0.93541435,"x51"
"905",5,"6100",-2.5,1.43614066,"x51"
"906",9,"300",4,0.93541435,"x51"
"907",5,"300",6.5,0.61237244,"x51"
"908",15,"6100",13,0,"x51"
"909",3,"300",0,0.55901699,"x51"
"910",9,"6100",9.25,0.61237244,"x51"
"911",3,"300",-4,1.43614066,"x51"
"912",1,"300",-8.5,1.43614066,"x51"
"913",15,"6100",6.625,1.32876823,"x51"
"914",15,"300",4,0.75,"x51"
"915",1,"6100",-7.375,0.375,"x51"
"916",5,"300",-0.375,0.80039053,"x51"
"917",9,"6100",13,0,"x51"
"918",9,"300",3.5,0.61237244,"x51"
"919",5,"6100",2,1.29903811,"x51"
"920",3,"6100",2.625,1.00778222,"x51"
"921",1,"6100",-6.875,0.6731456,"x51"
"922",9,"300",-6.5,3.082207,"x51"
"923",1,"300",-13.625,0.80039053,"x51"
"924",15,"300",5.375,0.9437293,"x51"
"925",5,"300",-1,0.61237244,"x51"
"926",3,"6100",3.375,2.00390244,"x51"
"927",15,"6100",-0.375,2.85317805,"x51"
"928",9,"6100",13,0,"x51"
"929",5,"6100",7.625,2.85317805,"x51"
"930",3,"300",-11.125,0.375,"x51"
"931",5,"300",-2.75,0.55901699,"x51"
"932",1,"6100",-9.75,1.41421356,"x51"
"933",15,"6100",13,0,"x51"
"934",9,"6100",7.5,0.93541435,"x51"
"935",3,"6100",1.125,1.17924764,"x51"
"936",5,"6100",13,0,"x51"
"937",3,"300",-6.75,2.79508497,"x51"
"938",1,"300",-16.75,0.75,"x51"
"939",15,"300",3.375,1.58607219,"x51"
"940",9,"300",-5.875,1.48429276,"x51"
"941",9,"300",-9.5,0.93541435,"x51"
"942",5,"6100",-6.75,0.93541435,"x51"
"943",1,"6100",-3.125,0.5153882,"x51"
"944",1,"300",-14.5,0.96824584,"x51"
"945",15,"6100",8.41666667,1.57233019,"x51"
"946",5,"300",-9.625,1.125,"x51"
"947",3,"300",-10.25,0.8291562,"x51"
"948",15,"300",3.375,0.80039053,"x51"
"949",9,"6100",8.08333333,1.33593496,"x51"
"950",3,"6100",-7.25,1.11803399,"x51"
"951",15,"6100",1.875,1.58607219,"x51"
"952",5,"300",-0.5,0.70710678,"x51"
"953",9,"300",0.5,0.96824584,"x51"
"954",3,"300",-6.75,0.55901699,"x51"
"955",9,"6100",0.5,1.06066017,"x51"
"956",1,"300",-17.125,1.03832798,"x51"
"957",3,"6100",-10.5,1.11803399,"x51"
"958",1,"6100",-6.625,1.875,"x51"
"959",5,"6100",2.125,1.52581945,"x51"
"960",15,"300",-3.875,2.7866871,"x51"
"961",9,"300",-4.625,0.6731456,"x51"
"962",9,"6100",5.75,0.96824584,"x51"
"963",5,"6100",-4.25,0.8291562,"x51"
"964",1,"6100",-5.5,1.29903811,"x51"
"965",1,"300",-16.75,0.96824584,"x51"
"966",15,"300",-0.25,0.96824584,"x51"
"967",3,"300",-10,1.36930639,"x51"
"968",3,"6100",-1.875,0.6731456,"x51"
"969",15,"6100",9.08333333,0.65616732,"x51"
"970",5,"300",-3.375,0.80039053,"x51"
"971",3,"6100",-8.25,0.55901699,"x51"
"972",15,"300",-2.875,1.28086885,"x51"
"973",9,"300",-5.75,2.58602011,"x51"
"974",1,"300",-15.875,0.80039053,"x51"
"975",5,"6100",-2.25,1.82002747,"x51"
"976",5,"300",-4.5,0.55901699,"x51"
"977",15,"6100",5.25,1.3462912,"x51"
"978",1,"6100",-2.5,1.93649167,"x51"
"979",9,"6100",8.25,1.11803399,"x51"
"980",3,"300",-5.625,0.6731456,"x51"
"981",5,"300",-4.5,0.8291562,"x51"
"982",5,"6100",1.875,0.80039053,"x51"
"983",3,"300",-4.125,0.80039053,"x51"
"984",15,"6100",13,0,"x51"
"985",3,"6100",-5.75,1.11803399,"x51"
"986",9,"300",-1.125,0.80039053,"x51"
"987",15,"300",-0.375,0.80039053,"x51"
"988",1,"300",-16.375,1.41972709,"x51"
"989",1,"6100",-7.625,1.00778222,"x51"
"990",9,"6100",13,0,"x51"
"991",15,"6100",13,0,"x51"
"992",3,"300",-11.875,0.71807033,"x51"
"993",1,"300",-19.25,1.87082869,"x51"
"994",5,"6100",-0.25,1.22474487,"x51"
"995",1,"6100",-2.625,1.70018381,"x51"
"996",9,"300",-4.625,1.17924764,"x51"
"997",5,"300",-4.5,1.19895788,"x51"
"998",3,"6100",-1.75,0.61237244,"x51"
"999",9,"6100",4.125,3.9071249,"x51"
"1000",15,"300",-2,1.96850197,"x51"
"1001",5,"6100",4.75,0.55901699,"x52"
"1002",3,"300",-6,1.19895788,"x52"
"1003",1,"300",-9.125,2.00390244,"x52"
"1004",15,"6100",13,0,"x52"
"1005",15,"300",3.5,3.03108891,"x52"
"1006",1,"6100",-1,0.96824584,"x52"
"1007",9,"300",-1.25,0.8291562,"x52"
"1008",3,"6100",-0.75,1.19895788,"x52"
"1009",9,"6100",6.20833333,1.83380676,"x52"
"1010",5,"300",-2,0.8291562,"x52"
"1011",1,"300",-13,0.96824584,"x52"
"1012",3,"300",-5.5,1.93649167,"x52"
"1013",9,"6100",6.95833333,1.79940191,"x52"
"1014",15,"300",-2.5,2.44948974,"x52"
"1015",15,"6100",5.875,0.80039053,"x52"
"1016",1,"6100",-5.25,2.43669859,"x52"
"1017",9,"300",-8.625,1.70018381,"x52"
"1018",3,"6100",-5.125,1.03832798,"x52"
"1019",5,"300",-1.75,1.5,"x52"
"1020",5,"6100",6.125,0.83852549,"x52"
"1021",1,"300",-11,0.93541435,"x52"
"1022",1,"6100",-1.5,2.10653744,"x52"
"1023",3,"6100",-5.5,0.61237244,"x52"
"1024",15,"300",-5,0.55901699,"x52"
"1025",5,"6100",3.25,2.58602011,"x52"
"1026",9,"300",-10,0.96824584,"x52"
"1027",5,"300",-2.125,0.9437293,"x52"
"1028",9,"6100",1.375,1.80710404,"x52"
"1029",3,"300",-5.75,1.76776695,"x52"
"1030",15,"6100",13,0,"x52"
"1031",3,"300",-4.25,1.11803399,"x52"
"1032",15,"300",0,1.41421356,"x52"
"1033",15,"6100",13,0,"x52"
"1034",9,"6100",2.375,2.89665756,"x52"
"1035",1,"6100",-5.875,1.41972709,"x52"
"1036",5,"300",-8,1.6583124,"x52"
"1037",3,"6100",-1.75,1.43614066,"x52"
"1038",9,"300",-10.75,0.96824584,"x52"
"1039",5,"6100",5.75,0.8660254,"x52"
"1040",1,"300",-13.375,0.71807033,"x52"
"1041",5,"6100",-3.125,4.52941773,"x52"
"1042",3,"300",-6.875,0.5153882,"x52"
"1043",15,"6100",13,0,"x52"
"1044",1,"6100",-2.375,0.91001374,"x52"
"1045",9,"300",-10.375,1.71846589,"x52"
"1046",1,"300",-13.75,2.20794022,"x52"
"1047",3,"6100",-5.625,0.5153882,"x52"
"1048",5,"300",-3,0.70710678,"x52"
"1049",9,"6100",-0.75,0.55901699,"x52"
"1050",15,"300",-5.5,0.61237244,"x52"
"1051",9,"6100",3.75,1.27475488,"x52"
"1052",5,"300",-1.875,0.80039053,"x52"
"1053",1,"300",-19.375,0.375,"x52"
"1054",3,"6100",-4.875,2.46538537,"x52"
"1055",15,"6100",13,0,"x52"
"1056",1,"6100",-0.75,1.47901995,"x52"
"1057",15,"300",-4.25,0.55901699,"x52"
"1058",5,"6100",1.125,2.57694102,"x52"
"1059",3,"300",-5.25,0.70710678,"x52"
"1060",9,"300",-9.125,0.80039053,"x52"
"1061",5,"300",-5.125,1.28086885,"x52"
"1062",15,"300",-4.75,1.06066017,"x52"
"1063",3,"6100",6.125,0.375,"x52"
"1064",5,"6100",13,0,"x52"
"1065",9,"300",-9.25,0.96824584,"x52"
"1066",9,"6100",13,0,"x52"
"1067",1,"6100",4.125,0.80039053,"x52"
"1068",15,"6100",13,0,"x52"
"1069",3,"300",-6.25,1.5612495,"x52"
"1070",1,"300",-8.875,0.375,"x52"
"1071",3,"6100",-5.75,1.27475488,"x52"
"1072",15,"6100",8,0.8291562,"x52"
"1073",5,"6100",-8.5,0.96824584,"x52"
"1074",5,"300",-8.75,1.27475488,"x52"
"1075",1,"300",-10.875,0.80039053,"x52"
"1076",9,"300",-13.875,0.80039053,"x52"
"1077",3,"300",-5.875,0.71807033,"x52"
"1078",1,"6100",-2.75,0.70710678,"x52"
"1079",9,"6100",3.25,4.99374609,"x52"
"1080",15,"300",-2.75,1.03077641,"x52"
"1081",15,"6100",9.625,0.375,"x52"
"1082",1,"300",-13.625,1.25623445,"x52"
"1083",9,"6100",13,0,"x52"
"1084",15,"300",-5,1.03077641,"x52"
"1085",9,"300",-9.75,0.8291562,"x52"
"1086",5,"6100",2.5,0.8291562,"x52"
"1087",3,"6100",-3,1.3462912,"x52"
"1088",5,"300",-10.5,0.55901699,"x52"
"1089",3,"300",-12.25,0.61237244,"x52"
"1090",1,"6100",-7.25,1.92028644,"x52"
"1091",15,"300",-5.5,2.20794022,"x52"
"1092",9,"6100",6.25,2.6925824,"x52"
"1093",15,"6100",-4.25,0.93541435,"x52"
"1094",5,"6100",8.125,1.00778222,"x52"
"1095",3,"6100",-3,2.76134025,"x52"
"1096",5,"300",-11,1.71391365,"x52"
"1097",1,"6100",-6.125,1.17924764,"x52"
"1098",9,"300",-11,0.55901699,"x52"
"1099",3,"300",-8.875,0.9437293,"x52"
"1100",1,"300",-13.375,2.47802845,"x52"
"1101",3,"300",-10.5,0.93541435,"x52"
"1102",3,"6100",3,1.41421356,"x52"
"1103",9,"6100",-3.625,2.69548233,"x52"
"1104",9,"300",-11.75,1.3462912,"x52"
"1105",5,"300",-8.875,1.66301684,"x52"
"1106",1,"6100",-3.375,0.80039053,"x52"
"1107",15,"300",-3,0.93541435,"x52"
"1108",15,"6100",1.75,1.92028644,"x52"
"1109",1,"300",-16.625,2.18303115,"x52"
"1110",5,"6100",1.625,1.97246673,"x52"
"1111",1,"300",-12.75,0.70710678,"x52"
"1112",15,"300",-6.125,1.70018381,"x52"
"1113",5,"6100",-0.625,0.71807033,"x52"
"1114",3,"300",-7,1.83711731,"x52"
"1115",9,"300",-8.75,0.93541435,"x52"
"1116",15,"6100",13,0,"x52"
"1117",9,"6100",2,1.22474487,"x52"
"1118",1,"6100",-2.25,1.11803399,"x52"
"1119",3,"6100",-4.5,0.55901699,"x52"
"1120",5,"300",-12.125,1.00778222,"x52"
"1121",5,"6100",8.625,0.80039053,"x53"
"1122",1,"300",-11,0.70710678,"x53"
"1123",3,"6100",-3.125,1.70018381,"x53"
"1124",9,"6100",13,0,"x53"
"1125",15,"6100",1.95833333,5.48371959,"x53"
"1126",15,"300",2.125,3.50223143,"x53"
"1127",9,"300",13,0,"x53"
"1128",1,"6100",-0.625,0.9437293,"x53"
"1129",3,"300",-2.5,1.93649167,"x53"
"1130",5,"300",5.125,0.80039053,"x53"
"1131",5,"300",-4,1.43614066,"x53"
"1132",5,"6100",4,1.6583124,"x53"
"1133",3,"6100",0.25,1.5411035,"x53"
"1134",1,"6100",5.375,0.9437293,"x53"
"1135",9,"300",-9,1.71391365,"x53"
"1136",1,"300",-11.25,0.55901699,"x53"
"1137",15,"6100",13,0,"x53"
"1138",15,"300",1.125,1.58607219,"x53"
"1139",3,"300",-5.125,0.375,"x53"
"1140",9,"6100",13,0,"x53"
"1141",9,"6100",13,0,"x53"
"1142",5,"6100",13,0,"x53"
"1143",3,"6100",-2.875,2.89665756,"x53"
"1144",3,"300",-4.5,1.60078106,"x53"
"1145",15,"6100",13,0,"x53"
"1146",1,"6100",-0.875,3.68485074,"x53"
"1147",5,"300",13,0,"x53"
"1148",1,"300",-9.125,0.80039053,"x53"
"1149",9,"300",-8.75,2.39791576,"x53"
"1150",15,"300",5.375,1.66301684,"x53"
"1151",5,"300",-2.625,2.30827316,"x53"
"1152",9,"300",-8.625,1.25623445,"x53"
"1153",1,"300",-11.75,0.55901699,"x53"
"1154",3,"300",-9,0.93541435,"x53"
"1155",1,"6100",-3.625,2.11024288,"x53"
"1156",15,"300",-4,2.20794022,"x53"
"1157",9,"6100",13,0,"x53"
"1158",3,"6100",-1.125,1.17924764,"x53"
"1159",5,"6100",1.125,1.17924764,"x53"
"1160",15,"6100",13,0,"x53"
"1161",1,"6100",7.5,0.8291562,"x53"
"1162",9,"6100",13,0,"x53"
"1163",15,"300",2.25,2.47487373,"x53"
"1164",3,"6100",6.45833333,3.44727147,"x53"
"1165",15,"6100",13,0,"x53"
"1166",1,"300",-9,0.55901699,"x53"
"1167",5,"6100",13,0,"x53"
"1168",5,"300",-2.375,0.80039053,"x53"
"1169",9,"300",-8.5,1.78535711,"x53"
"1170",3,"300",-4.75,1.29903811,"x53"
"1171",1,"6100",-2.625,1.09687055,"x53"
"1172",9,"300",-9.375,2.00390244,"x53"
"1173",15,"6100",13,0,"x53"
"1174",15,"300",2.625,3.85883726,"x53"
"1175",3,"300",-4.5,1.19895788,"x53"
"1176",5,"6100",0.5,1.98431348,"x53"
"1177",9,"6100",6.875,3.2040014,"x53"
"1178",3,"6100",2,1.29903811,"x53"
"1179",5,"300",-3.75,2.10653744,"x53"
"1180",1,"300",-11.875,1.125,"x53"
"1181",1,"6100",-4,1.29903811,"x53"
"1182",3,"300",-3.125,0.80039053,"x53"
"1183",1,"300",-14.375,1.80710404,"x53"
"1184",15,"300",1.5,2.06155281,"x53"
"1185",5,"300",-9.25,2.52487623,"x53"
"1186",5,"6100",-1.25,0.55901699,"x53"
"1187",3,"6100",-5.5,1.22474487,"x53"
"1188",9,"300",-4.375,2.15421099,"x53"
"1189",15,"6100",13,0,"x53"
"1190",9,"6100",13,0,"x53"
"1191",3,"6100",3.75,1.11803399,"x53"
"1192",15,"300",-1.875,0.80039053,"x53"
"1193",9,"6100",13,0,"x53"
"1194",5,"6100",13,0,"x53"
"1195",1,"300",-6.625,1.875,"x53"
"1196",5,"300",-6.5,1.87082869,"x53"
"1197",9,"300",-7.125,2.64870251,"x53"
"1198",15,"6100",13,0,"x53"
"1199",1,"6100",3.125,1.48429276,"x53"
"1200",3,"300",-3.875,0.80039053,"x53"
"1201",5,"6100",9.54166667,0.48769583,"x53"
