"","n_comp","freq","threshold","sd","subj"
"1202",3,"300",-0.75,2.27760839,"x53"
"1203",1,"6100",-2.25,2.31840462,"x53"
"1204",1,"300",-5.875,0.9437293,"x53"
"1205",15,"6100",13,0,"x53"
"1206",9,"6100",13,0,"x53"
"1207",9,"300",-7.5,0.93541435,"x53"
"1208",3,"6100",8.66666667,1.25554326,"x53"
"1209",15,"300",-4.625,1.03832798,"x53"
"1210",5,"300",-7.125,0.5153882,"x53"
"1211",9,"6100",13,0,"x53"
"1212",9,"300",-10.5,1.76776695,"x53"
"1213",15,"300",-0.625,2.23955911,"x53"
"1214",5,"6100",8.29166667,1.04499468,"x53"
"1215",5,"300",-7,3.15238005,"x53"
"1216",3,"6100",5.25,0.55901699,"x53"
"1217",1,"300",-11.25,1.71391365,"x53"
"1218",3,"300",0.625,0.80039053,"x53"
"1219",15,"6100",2.45833333,3.60386559,"x53"
"1220",1,"6100",-9.125,1.17924764,"x53"
"1221",9,"6100",13,0,"x53"
"1222",9,"300",-11.75,1.6583124,"x53"
"1223",5,"6100",3,2.06155281,"x53"
"1224",15,"6100",13,0,"x53"
"1225",15,"300",0,1.96850197,"x53"
"1226",1,"300",-8.375,2.34853678,"x53"
"1227",3,"300",-5.25,0.93541435,"x53"
"1228",1,"6100",-6.625,0.71807033,"x53"
"1229",3,"6100",-3.5,2.31840462,"x53"
"1230",5,"300",-3.375,1.25623445,"x53"
"1231",3,"6100",-1.25,1.27475488,"x53"
"1232",5,"300",-1.5,2.23606798,"x53"
"1233",15,"300",-0.625,1.48429276,"x53"
"1234",15,"6100",13,0,"x53"
"1235",5,"6100",8,0.75,"x53"
"1236",3,"300",-0.75,0.55901699,"x53"
"1237",1,"300",-9.75,2.27760839,"x53"
"1238",1,"6100",-1.75,2.52487623,"x53"
"1239",9,"300",-8.875,2.32177195,"x53"
"1240",9,"6100",0.25,2.01556444,"x53"
"1241",3,"300",-7.625,1.46308749,"x54"
"1242",5,"6100",-0.625,0.71807033,"x54"
"1243",9,"300",-4.625,4.92601512,"x54"
"1244",15,"300",-5.25,1.03077641,"x54"
"1245",1,"6100",-0.25,1.62018517,"x54"
"1246",9,"6100",13,0,"x54"
"1247",3,"6100",2.75,1.5612495,"x54"
"1248",1,"300",-8.625,1.25623445,"x54"
"1249",5,"300",1.75,2.01556444,"x54"
"1250",15,"6100",4.625,3.31897951,"x54"
"1251",15,"6100",-6,1.03077641,"x54"
"1252",9,"300",-3.125,1.32876823,"x54"
"1253",5,"300",-2.375,1.00778222,"x54"
"1254",3,"6100",-7.375,2.69548233,"x54"
"1255",15,"300",-5.375,3.76040224,"x54"
"1256",1,"6100",-2.25,1.47901995,"x54"
"1257",5,"6100",8.125,1.32876823,"x54"
"1258",9,"6100",-2,2.89395923,"x54"
"1259",3,"300",0.875,1.41972709,"x54"
"1260",1,"300",-3.125,1.80710404,"x54"
"1261",5,"6100",1.625,2.28103595,"x54"
"1262",9,"6100",6.625,0.80039053,"x54"
"1263",3,"6100",1.25,1.36930639,"x54"
"1264",15,"6100",13,0,"x54"
"1265",5,"300",7.54166667,1.33398422,"x54"
"1266",15,"300",-2.625,1.58607219,"x54"
"1267",1,"6100",-7.5,0.70710678,"x54"
"1268",3,"300",-4.5,1.03077641,"x54"
"1269",1,"300",-6.75,0.8291562,"x54"
"1270",9,"300",-2.75,2.15058132,"x54"
"1271",3,"300",-1.125,1.70018381,"x54"
"1272",1,"300",-0.25,0.96824584,"x54"
"1273",1,"6100",-6.75,0.8291562,"x54"
"1274",5,"300",1.75,1.73205081,"x54"
"1275",15,"300",-3.375,6.08404676,"x54"
"1276",9,"6100",-2,3.34477204,"x54"
"1277",15,"6100",9.04166667,1.50980591,"x54"
"1278",9,"300",6.5,1.22474487,"x54"
"1279",3,"6100",3.75,1.27475488,"x54"
"1280",5,"6100",7.5,0.55901699,"x54"
"1281",5,"300",-9.75,1.82002747,"x54"
"1282",3,"6100",-1,2.93683503,"x54"
"1283",9,"300",-1.875,2.34853678,"x54"
"1284",5,"6100",-4.125,1.80710404,"x54"
"1285",1,"300",-9.125,2.34853678,"x54"
"1286",15,"6100",13,0,"x54"
"1287",1,"6100",-7.375,1.28086885,"x54"
"1288",15,"300",-5.625,1.32876823,"x54"
"1289",3,"300",-7.875,1.80710404,"x54"
"1290",9,"6100",3.5,6.12882534,"x54"
"1291",5,"300",-10.875,2.00390244,"x54"
"1292",3,"6100",-5.125,0.71807033,"x54"
"1293",5,"6100",1.375,3.71020552,"x54"
"1294",15,"6100",13,0,"x54"
"1295",1,"300",-16.375,0.71807033,"x54"
"1296",9,"6100",13,0,"x54"
"1297",1,"6100",-0.375,1.09687055,"x54"
"1298",15,"300",-4.75,1.62018517,"x54"
"1299",3,"300",-10.375,0.83852549,"x54"
"1300",9,"300",-3.75,2.10653744,"x54"
"1301",1,"300",-11.25,0.8291562,"x54"
"1302",5,"6100",5.625,1.32876823,"x54"
"1303",9,"6100",13,0,"x54"
"1304",1,"6100",0.625,1.80710404,"x54"
"1305",5,"300",-8.875,0.71807033,"x54"
"1306",9,"300",-13.25,0.8291562,"x54"
"1307",15,"6100",13,0,"x54"
"1308",3,"6100",-0.75,1.76776695,"x54"
"1309",3,"300",-9.375,1.90804219,"x54"
"1310",15,"300",-7.125,1.17924764,"x54"
"1311",1,"6100",-7.25,2.35849528,"x54"
"1312",15,"6100",6.20833333,2.02801559,"x54"
"1313",15,"300",-11.875,2.06533896,"x54"
"1314",5,"6100",-1.75,2.56173769,"x54"
"1315",5,"300",-9,1.27475488,"x54"
"1316",9,"6100",7.25,1.3462912,"x54"
"1317",9,"300",-15.5,2.31840462,"x54"
"1318",3,"6100",-1.125,1.46308749,"x54"
"1319",1,"300",-12.75,2.54950976,"x54"
"1320",3,"300",-9.75,1.19895788,"x54"
"1321",9,"6100",13,0,"x54"
"1322",9,"300",-14.5,0.75,"x54"
"1323",15,"6100",7,1.03077641,"x54"
"1324",5,"6100",9.375,0.80039053,"x54"
"1325",1,"300",-15.5,1.11803399,"x54"
"1326",3,"6100",-2.75,1.03077641,"x54"
"1327",3,"300",-13.625,1.25623445,"x54"
"1328",15,"300",-10.5,0.8291562,"x54"
"1329",5,"300",-14,1.5411035,"x54"
"1330",1,"6100",-5,2.06155281,"x54"
"1331",9,"300",-11.625,1.32876823,"x54"
"1332",5,"6100",13,0,"x54"
"1333",1,"300",-12.625,0.71807033,"x54"
"1334",3,"6100",-8.625,1.46308749,"x54"
"1335",15,"300",-10.375,0.71807033,"x54"
"1336",1,"6100",-7.375,1.66301684,"x54"
"1337",3,"300",-11.125,1.28086885,"x54"
"1338",9,"6100",13,0,"x54"
"1339",5,"300",-14.875,0.9437293,"x54"
"1340",15,"6100",13,0,"x54"
"1341",1,"300",-14.625,2.00390244,"x54"
"1342",5,"6100",6.375,3.00260304,"x54"
"1343",9,"6100",13,0,"x54"
"1344",15,"6100",5.20833333,4.23137258,"x54"
"1345",3,"300",-17.875,0.71807033,"x54"
"1346",3,"6100",-1.25,1.11803399,"x54"
"1347",15,"300",-10.875,1.6441183,"x54"
"1348",9,"300",-14,0.93541435,"x54"
"1349",5,"300",-17.375,1.00778222,"x54"
"1350",1,"6100",-2.75,1.19895788,"x54"
"1351",5,"6100",7.25,0.75,"x54"
"1352",3,"6100",-4.75,2.20794022,"x54"
"1353",9,"300",-16.875,1.80710404,"x54"
"1354",1,"6100",-7,1.22474487,"x54"
"1355",15,"6100",13,0,"x54"
"1356",15,"300",-12.75,1.41421356,"x54"
"1357",5,"300",-12.375,0.80039053,"x54"
"1358",3,"300",-11.75,2.54950976,"x54"
"1359",9,"6100",-3.25,5.23211238,"x54"
"1360",1,"300",-18.75,1.60078106,"x54"
