Column1,n_comp,freq,threshold,sd,subj,task,run
270,15,High,8.5,1.14564392,x34,Control,11
279,15,High,13.0,0.0,x34,Control,12
344,15,Low,-3.5,3.79143772,x40,Control,7
359,15,Low,-2.125,1.77218086,x40,Control,8
366,15,Low,-5.25,0.70710678,x40,Control,9
373,15,Low,-3.125,2.57694102,x40,Control,10
381,15,Low,-5.25,0.8291562,x40,Control,11
396,15,Low,-5.5,1.62018517,x40,Control,12
350,15,High,5.5,2.01556444,x40,Control,7
351,15,High,7.125,0.80039053,x40,Control,8
364,15,High,1.875,3.71020552,x40,Control,9
380,15,High,7.625,1.375,x40,Control,10
384,15,High,7.29166667,4.12163162,x40,Control,11
398,15,High,6.875,0.71807033,x40,Control,12
464,15,Low,-3.125,1.32876823,x45,Control,7
471,15,Low,-4.875,0.80039053,x45,Control,8
483,15,Low,-4.375,0.71807033,x45,Control,9
494,15,Low,-5.375,1.75445861,x45,Control,10
503,15,Low,-4.75,2.56173769,x45,Control,11
512,15,Low,-4.875,0.80039053,x45,Control,12
468,15,High,2.5,2.01556444,x45,Control,7
478,15,High,3.70833333,3.94075042,x45,Control,8
487,15,High,13.0,0.0,x45,Control,9
491,15,High,5.875,1.58607219,x45,Control,10
506,15,High,13.0,0.0,x45,Control,11
511,15,High,13.0,0.0,x45,Control,12
588,15,Low,-2.875,0.71807033,x46,Control,7
597,15,Low,-1.875,1.00778222,x46,Control,8
603,15,Low,-2.875,0.375,x46,Control,9
614,15,Low,-0.75,1.27475488,x46,Control,10
628,15,Low,-5.5,1.78535711,x46,Control,11
635,15,Low,-2.25,1.76776695,x46,Control,12
581,15,High,13.0,0.0,x46,Control,7
599,15,High,8.75,0.70710678,x46,Control,8
601,15,High,7.125,0.80039053,x46,Control,9
620,15,High,8.66666667,2.33482095,x46,Control,10
624,15,High,7.25,1.67705098,x46,Control,11
632,15,High,9.0,0.8291562,x46,Control,12
707,15,Low,-4.625,1.52581945,x49,Control,7
720,15,Low,-4.0,0.61237244,x49,Control,8
726,15,Low,-7.625,2.18303115,x49,Control,9
733,15,Low,-5.625,3.39346799,x49,Control,10
750,15,Low,-2.375,0.5153882,x49,Control,11
755,15,Low,-5.875,0.375,x49,Control,12
703,15,High,13.0,0.0,x49,Control,7
716,15,High,13.0,0.0,x49,Control,8
727,15,High,0.75,4.53458929,x49,Control,9
734,15,High,6.625,3.65932029,x49,Control,10
743,15,High,13.0,0.0,x49,Control,11
759,15,High,13.0,0.0,x49,Control,12
825,15,Low,2.5,0.93541435,x50,Control,7
833,15,Low,1.5,0.8291562,x50,Control,8
841,15,Low,8.29166667,2.0686986,x50,Control,9
855,15,Low,1.125,3.0129927,x50,Control,10
868,15,Low,3.0,1.11803399,x50,Control,11
875,15,Low,0.5,0.61237244,x50,Control,12
822,15,High,13.0,0.0,x50,Control,7
840,15,High,13.0,0.0,x50,Control,8
845,15,High,0.625,2.42706098,x50,Control,9
854,15,High,13.0,0.0,x50,Control,10
870,15,High,13.0,0.0,x50,Control,11
872,15,High,13.0,0.0,x50,Control,12
948,15,Low,3.375,0.80039053,x51,Control,7
960,15,Low,-3.875,2.7866871,x51,Control,8
966,15,Low,-0.25,0.96824584,x51,Control,9
972,15,Low,-2.875,1.28086885,x51,Control,10
987,15,Low,-0.375,0.80039053,x51,Control,11
1000,15,Low,-2.0,1.96850197,x51,Control,12
945,15,High,8.41666667,1.57233019,x51,Control,7
951,15,High,1.875,1.58607219,x51,Control,8
969,15,High,9.08333333,0.65616732,x51,Control,9
977,15,High,5.25,1.3462912,x51,Control,10
984,15,High,13.0,0.0,x51,Control,11
991,15,High,13.0,0.0,x51,Control,12
1062,15,Low,-4.75,1.06066017,x52,Control,7
1080,15,Low,-2.75,1.03077641,x52,Control,8
1084,15,Low,-5.0,1.03077641,x52,Control,9
1091,15,Low,-5.5,2.20794022,x52,Control,10
1107,15,Low,-3.0,0.93541435,x52,Control,11
1112,15,Low,-6.125,1.70018381,x52,Control,12
1068,15,High,13.0,0.0,x52,Control,7
1072,15,High,8.0,0.8291562,x52,Control,8
1081,15,High,9.625,0.375,x52,Control,9
1093,15,High,-4.25,0.93541435,x52,Control,10
1108,15,High,1.75,1.92028644,x52,Control,11
1116,15,High,13.0,0.0,x52,Control,12
1184,15,Low,1.5,2.06155281,x53,Control,7
1192,15,Low,-1.875,0.80039053,x53,Control,8
1209,15,Low,-4.625,1.03832798,x53,Control,9
1213,15,Low,-0.625,2.23955911,x53,Control,10
1225,15,Low,0.0,1.96850197,x53,Control,11
1233,15,Low,-0.625,1.48429276,x53,Control,12
1189,15,High,13.0,0.0,x53,Control,7
1198,15,High,13.0,0.0,x53,Control,8
1205,15,High,13.0,0.0,x53,Control,9
1219,15,High,2.45833333,3.60386559,x53,Control,10
1224,15,High,13.0,0.0,x53,Control,11
1234,15,High,13.0,0.0,x53,Control,12
1310,15,Low,-7.125,1.17924764,x54,Control,7
1313,15,Low,-11.875,2.06533896,x54,Control,8
1328,15,Low,-10.5,0.8291562,x54,Control,9
1335,15,Low,-10.375,0.71807033,x54,Control,10
1347,15,Low,-10.875,1.6441183,x54,Control,11
1356,15,Low,-12.75,1.41421356,x54,Control,12
1307,15,High,13.0,0.0,x54,Control,7
1312,15,High,6.20833333,2.02801559,x54,Control,8
1323,15,High,7.0,1.03077641,x54,Control,9
1340,15,High,13.0,0.0,x54,Control,10
1344,15,High,5.20833333,4.23137258,x54,Control,11
1355,15,High,13.0,0.0,x54,Control,12
1453,3,Low,-3.625,2.66047458,x32,Task,7
1460,3,Low,-1.375,1.60565407,x32,Task,8
1450,3,High,13.0,0.0,x32,Task,7
1463,3,High,13.0,0.0,x32,Task,8
1514,3,Low,-10.25,0.70710678,x34,Task,7
1524,3,Low,-10.625,1.80710404,x34,Task,8
1530,3,Low,-9.625,0.375,x34,Task,9
1538,3,Low,-15.625,0.9437293,x34,Task,10
1553,3,Low,-8.125,1.125,x34,Task,11
1561,3,Low,-14.0,0.55901699,x34,Task,12
1520,3,High,13.0,0.0,x34,Task,7
1529,3,High,13.0,0.0,x34,Task,8
1532,3,High,13.0,0.0,x34,Task,9
1543,3,High,13.0,0.0,x34,Task,10
1547,3,High,13.0,0.0,x34,Task,11
1556,3,High,13.0,0.0,x34,Task,12
1614,3,Low,3.625,1.125,x40,Task,7
1619,3,Low,13.0,0.0,x40,Task,8
1627,3,Low,-1.75,1.14564392,x40,Task,9
1635,3,Low,2.375,1.875,x40,Task,10
1642,3,Low,-0.125,4.04853369,x40,Task,11
1655,3,Low,0.125,0.9437293,x40,Task,12
1617,3,High,13.0,0.0,x40,Task,7
1621,3,High,8.375,1.125,x40,Task,8
1632,3,High,-0.125,1.46308749,x40,Task,9
1636,3,High,8.625,0.875,x40,Task,10
1644,3,High,13.0,0.0,x40,Task,11
1652,3,High,13.0,0.0,x40,Task,12
1708,3,Low,-5.875,1.03832798,x45,Task,7
1720,3,Low,-4.875,0.5153882,x45,Task,8
1722,3,Low,-6.25,0.96824584,x45,Task,9
1733,3,Low,-2.625,0.80039053,x45,Task,10
1745,3,Low,-12.125,2.50312305,x45,Task,11
1748,3,Low,-17.625,1.17924764,x45,Task,12
1713,3,High,6.875,1.28086885,x45,Task,7
1721,3,High,1.875,2.98171511,x45,Task,8
1729,3,High,13.0,0.0,x45,Task,9
1730,3,High,6.375,1.17924764,x45,Task,10
1744,3,High,6.58333333,1.61158997,x45,Task,11
1752,3,High,13.0,0.0,x45,Task,12
1807,3,Low,-5.375,1.00778222,x46,Task,7
1813,3,Low,-9.875,0.80039053,x46,Task,8
1825,3,Low,-12.125,1.80710404,x46,Task,9
1826,3,Low,-5.625,0.5153882,x46,Task,10
1837,3,Low,-7.875,0.80039053,x46,Task,11
1845,3,Low,-9.0,0.93541435,x46,Task,12
1803,3,High,13.0,0.0,x46,Task,7
1817,3,High,13.0,0.0,x46,Task,8
1820,3,High,13.0,0.0,x46,Task,9
1830,3,High,13.0,0.0,x46,Task,10
1841,3,High,13.0,0.0,x46,Task,11
1848,3,High,6.0,3.28823661,x46,Task,12
1904,3,Low,-2.5,1.5612495,x49,Task,7
1911,3,Low,-2.5,1.06066017,x49,Task,8
1917,3,Low,-3.0,1.11803399,x49,Task,9
1923,3,Low,-2.125,0.9437293,x49,Task,10
1933,3,Low,-5.875,0.375,x49,Task,11
1940,3,Low,-10.125,0.80039053,x49,Task,12
1898,3,High,13.0,0.0,x49,Task,7
1913,3,High,13.0,0.0,x49,Task,8
1915,3,High,13.0,0.0,x49,Task,9
1925,3,High,13.0,0.0,x49,Task,10
1937,3,High,13.0,0.0,x49,Task,11
1939,3,High,13.0,0.0,x49,Task,12
1999,3,Low,6.25,1.36930639,x50,Task,7
2003,3,Low,3.75,1.19895788,x50,Task,8
2013,3,Low,0.0,0.93541435,x50,Task,9
2024,3,Low,1.75,2.47487373,x50,Task,10
2028,3,Low,-1.125,1.25623445,x50,Task,11
2034,3,Low,-3.5,1.5411035,x50,Task,12
1995,3,High,3.625,6.23623484,x50,Task,7
2004,3,High,13.0,0.0,x50,Task,8
2012,3,High,13.0,0.0,x50,Task,9
2018,3,High,13.0,0.0,x50,Task,10
2033,3,High,13.0,0.0,x50,Task,11
2039,3,High,13.0,0.0,x50,Task,12
2095,3,Low,7.875,2.05015243,x51,Task,7
2101,3,Low,2.125,0.80039053,x51,Task,8
2113,3,Low,0.875,1.28086885,x51,Task,9
2118,3,Low,1.125,0.5153882,x51,Task,10
2129,3,Low,2.875,0.80039053,x51,Task,11
2132,3,Low,5.125,1.70018381,x51,Task,12
2093,3,High,13.0,0.0,x51,Task,7
2098,3,High,9.625,0.375,x51,Task,8
2111,3,High,13.0,0.0,x51,Task,9
2115,3,High,8.79166667,2.05860322,x51,Task,10
2123,3,High,2.95833333,5.22297941,x51,Task,11
2136,3,High,13.0,0.0,x51,Task,12
2189,3,Low,-2.125,1.03832798,x52,Task,7
2199,3,Low,1.625,1.28086885,x52,Task,8
2202,3,Low,-2.875,1.48429276,x52,Task,9
2210,3,Low,-5.0,0.93541435,x52,Task,10
2219,3,Low,-0.375,1.58607219,x52,Task,11
2233,3,Low,-4.5,1.47901995,x52,Task,12
2187,3,High,13.0,0.0,x52,Task,7
2200,3,High,13.0,0.0,x52,Task,8
2204,3,High,13.0,0.0,x52,Task,9
2217,3,High,13.0,0.0,x52,Task,10
2225,3,High,13.0,0.0,x52,Task,11
2226,3,High,7.875,1.46308749,x52,Task,12
2283,3,Low,8.625,1.32876823,x53,Task,7
2297,3,Low,-3.375,1.46308749,x53,Task,8
2303,3,Low,5.0,0.61237244,x53,Task,9
2311,3,Low,3.25,0.93541435,x53,Task,10
2318,3,Low,13.0,0.0,x53,Task,11
2322,3,Low,-0.125,1.32876823,x53,Task,12
2288,3,High,13.0,0.0,x53,Task,7
2292,3,High,13.0,0.0,x53,Task,8
2304,3,High,1.375,2.50312305,x53,Task,9
2306,3,High,13.0,0.0,x53,Task,10
2321,3,High,13.0,0.0,x53,Task,11
2327,3,High,13.0,0.0,x53,Task,12
2385,3,Low,-8.5,1.22474487,x54,Task,7
2391,3,Low,-8.125,2.15421099,x54,Task,8
2394,3,Low,-9.625,1.66301684,x54,Task,9
2405,3,Low,-12.375,1.00778222,x54,Task,10
2412,3,Low,-10.125,2.54030018,x54,Task,11
2422,3,Low,-5.375,2.50312305,x54,Task,12
2382,3,High,13.0,0.0,x54,Task,7
2387,3,High,13.0,0.0,x54,Task,8
2396,3,High,13.0,0.0,x54,Task,9
2406,3,High,13.0,0.0,x54,Task,10
2415,3,High,13.0,0.0,x54,Task,11
2418,3,High,13.0,0.0,x54,Task,12
1454,5,Low,-1.125,0.80039053,x32,Task,7
1459,5,Low,3.125,0.375,x32,Task,8
1465,5,Low,-2.75,0.55901699,x32,Task,9
1451,5,High,13.0,0.0,x32,Task,7
1461,5,High,8.625,1.17924764,x32,Task,8
1516,5,Low,-11.0,0.70710678,x34,Task,7
1522,5,Low,-10.75,0.8660254,x34,Task,8
1536,5,Low,-9.875,0.80039053,x34,Task,9
1539,5,Low,-7.375,1.28086885,x34,Task,10
1550,5,Low,-11.125,1.28086885,x34,Task,11
1558,5,Low,-8.25,1.27475488,x34,Task,12
1519,5,High,13.0,0.0,x34,Task,7
1523,5,High,13.0,0.0,x34,Task,8
1535,5,High,13.0,0.0,x34,Task,9
1540,5,High,13.0,0.0,x34,Task,10
1552,5,High,4.08333333,2.69516027,x34,Task,11
1560,5,High,13.0,0.0,x34,Task,12
1615,5,Low,0.625,2.09538183,x40,Task,7
1622,5,Low,-0.875,1.00778222,x40,Task,8
1631,5,Low,-2.375,2.09538183,x40,Task,9
1638,5,Low,-4.75,1.29903811,x40,Task,10
1646,5,Low,-6.875,0.6731456,x40,Task,11
1650,5,Low,-3.125,1.00778222,x40,Task,12
1616,5,High,4.45833333,6.15666419,x40,Task,7
1623,5,High,13.0,0.0,x40,Task,8
1630,5,High,13.0,0.0,x40,Task,9
1634,5,High,0.75,2.76134025,x40,Task,10
1647,5,High,13.0,0.0,x40,Task,11
1651,5,High,13.0,0.0,x40,Task,12
1709,5,Low,-1.375,1.125,x45,Task,7
1714,5,Low,-4.125,1.17924764,x45,Task,8
1723,5,Low,-1.5,0.55901699,x45,Task,9
1731,5,Low,-3.0,1.41421356,x45,Task,10
1739,5,Low,-6.75,0.55901699,x45,Task,11
1749,5,Low,-4.25,0.8291562,x45,Task,12
1706,5,High,7.70833333,1.26997922,x45,Task,7
1715,5,High,13.0,0.0,x45,Task,8
1724,5,High,13.0,0.0,x45,Task,9
1736,5,High,13.0,0.0,x45,Task,10
1743,5,High,13.0,0.0,x45,Task,11
1753,5,High,13.0,0.0,x45,Task,12
1806,5,Low,-12.5,1.11803399,x46,Task,7
1812,5,Low,-5.5,0.61237244,x46,Task,8
1819,5,Low,-5.125,0.71807033,x46,Task,9
1828,5,Low,-8.75,1.82002747,x46,Task,10
1835,5,Low,-7.875,1.00778222,x46,Task,11
1849,5,Low,-8.5,0.61237244,x46,Task,12
1809,5,High,13.0,0.0,x46,Task,7
1815,5,High,13.0,0.0,x46,Task,8
1824,5,High,13.0,0.0,x46,Task,9
1833,5,High,13.0,0.0,x46,Task,10
1840,5,High,13.0,0.0,x46,Task,11
1847,5,High,13.0,0.0,x46,Task,12
1905,5,Low,-4.75,1.14564392,x49,Task,7
1908,5,Low,-5.125,1.03832798,x49,Task,8
1921,5,Low,7.625,1.28086885,x49,Task,9
1926,5,Low,-4.25,1.11803399,x49,Task,10
1934,5,Low,-6.25,1.22474487,x49,Task,11
1938,5,Low,-11.0,1.11803399,x49,Task,12
1903,5,High,13.0,0.0,x49,Task,7
1909,5,High,13.0,0.0,x49,Task,8
1914,5,High,4.70833333,2.4213317,x49,Task,9
1929,5,High,13.0,0.0,x49,Task,10
1936,5,High,13.0,0.0,x49,Task,11
1942,5,High,13.0,0.0,x49,Task,12
1998,5,Low,-2.125,0.9437293,x50,Task,7
2007,5,Low,-2.625,1.00778222,x50,Task,8
2011,5,Low,0.5,0.8660254,x50,Task,9
2023,5,Low,7.25,0.55901699,x50,Task,10
2026,5,Low,-5.875,1.66301684,x50,Task,11
2038,5,Low,-5.75,0.8291562,x50,Task,12
1997,5,High,13.0,0.0,x50,Task,7
2002,5,High,13.0,0.0,x50,Task,8
2016,5,High,13.0,0.0,x50,Task,9
2020,5,High,13.0,0.0,x50,Task,10
2031,5,High,13.0,0.0,x50,Task,11
2040,5,High,13.0,0.0,x50,Task,12
2097,5,Low,3.125,1.125,x51,Task,7
2104,5,Low,-3.0,1.41421356,x51,Task,8
2109,5,Low,2.5,1.03077641,x51,Task,9
2114,5,Low,0.125,1.28086885,x51,Task,10
2124,5,Low,-0.5,1.92028644,x51,Task,11
2134,5,Low,0.75,2.35849528,x51,Task,12
2094,5,High,13.0,0.0,x51,Task,7
2102,5,High,13.0,0.0,x51,Task,8
2112,5,High,13.0,0.0,x51,Task,9
2119,5,High,13.0,0.0,x51,Task,10
2125,5,High,13.0,0.0,x51,Task,11
2130,5,High,13.0,0.0,x51,Task,12
2186,5,Low,-7.875,0.5153882,x52,Task,7
2195,5,Low,-9.25,1.36930639,x52,Task,8
2203,5,Low,-4.375,0.83852549,x52,Task,9
2213,5,Low,-7.0,0.61237244,x52,Task,10
2221,5,Low,-7.125,1.58607219,x52,Task,11
2231,5,Low,-5.875,0.83852549,x52,Task,12
2193,5,High,13.0,0.0,x52,Task,7
2198,5,High,13.0,0.0,x52,Task,8
2205,5,High,13.0,0.0,x52,Task,9
2214,5,High,13.0,0.0,x52,Task,10
2223,5,High,13.0,0.0,x52,Task,11
2232,5,High,13.0,0.0,x52,Task,12
2286,5,Low,-3.125,1.32876823,x53,Task,7
2291,5,Low,-7.125,1.00778222,x53,Task,8
2305,5,Low,-0.375,0.80039053,x53,Task,9
2312,5,Low,-1.0,2.80624304,x53,Task,10
2320,5,Low,-3.0,3.48209707,x53,Task,11
2329,5,Low,6.66666667,2.14896616,x53,Task,12
2287,5,High,13.0,0.0,x53,Task,7
2296,5,High,13.0,0.0,x53,Task,8
2298,5,High,13.0,0.0,x53,Task,9
2313,5,High,13.0,0.0,x53,Task,10
2314,5,High,13.0,0.0,x53,Task,11
2325,5,High,6.875,3.59035165,x53,Task,12
2378,5,Low,-13.75,2.44948974,x54,Task,7
2393,5,Low,-12.0,0.55901699,x54,Task,8
2397,5,Low,-9.125,2.85317805,x54,Task,9
2409,5,Low,-18.375,0.5153882,x54,Task,10
2416,5,Low,-19.625,1.17924764,x54,Task,11
2424,5,Low,-11.625,1.17924764,x54,Task,12
2383,5,High,13.0,0.0,x54,Task,7
2386,5,High,13.0,0.0,x54,Task,8
2401,5,High,13.0,0.0,x54,Task,9
2404,5,High,-0.75,2.35849528,x54,Task,10
2414,5,High,13.0,0.0,x54,Task,11
2425,5,High,13.0,0.0,x54,Task,12
1456,9,Low,-5.375,0.6731456,x32,Task,7
1458,9,Low,-3.0,1.11803399,x32,Task,8
1449,9,High,13.0,0.0,x32,Task,7
1462,9,High,13.0,0.0,x32,Task,8
1515,9,Low,-7.375,1.03832798,x34,Task,7
1526,9,Low,-5.25,0.55901699,x34,Task,8
1534,9,Low,-8.0,0.93541435,x34,Task,9
1541,9,Low,-9.75,1.11803399,x34,Task,10
1546,9,Low,-7.75,0.96824584,x34,Task,11
1555,9,Low,-3.875,2.50312305,x34,Task,12
1517,9,High,13.0,0.0,x34,Task,7
1527,9,High,13.0,0.0,x34,Task,8
1531,9,High,13.0,0.0,x34,Task,9
1542,9,High,13.0,0.0,x34,Task,10
1551,9,High,13.0,0.0,x34,Task,11
1559,9,High,13.0,0.0,x34,Task,12
1611,9,Low,-6.375,1.46308749,x40,Task,7
1624,9,Low,-8.125,1.03832798,x40,Task,8
1633,9,Low,-8.875,1.66301684,x40,Task,9
1641,9,Low,-10.75,0.75,x40,Task,10
1649,9,Low,-10.0,0.96824584,x40,Task,11
1654,9,Low,-10.875,0.5153882,x40,Task,12
1613,9,High,13.0,0.0,x40,Task,7
1618,9,High,1.125,2.7185704,x40,Task,8
1626,9,High,13.0,0.0,x40,Task,9
1637,9,High,13.0,0.0,x40,Task,10
1643,9,High,13.0,0.0,x40,Task,11
1657,9,High,13.0,0.0,x40,Task,12
1711,9,Low,-8.625,0.5153882,x45,Task,7
1719,9,Low,-7.625,0.80039053,x45,Task,8
1728,9,Low,-5.0,1.03077641,x45,Task,9
1735,9,Low,-8.0,0.55901699,x45,Task,10
1741,9,Low,-9.875,0.5153882,x45,Task,11
1750,9,Low,-8.25,1.03077641,x45,Task,12
1707,9,High,13.0,0.0,x45,Task,7
1716,9,High,13.0,0.0,x45,Task,8
1726,9,High,13.0,0.0,x45,Task,9
1737,9,High,13.0,0.0,x45,Task,10
1738,9,High,1.625,1.875,x45,Task,11
1746,9,High,13.0,0.0,x45,Task,12
1804,9,Low,-4.375,1.125,x46,Task,7
1814,9,Low,-8.875,1.20545635,x46,Task,8
1821,9,Low,-4.875,1.17924764,x46,Task,9
1827,9,Low,-4.5,1.19895788,x46,Task,10
1839,9,Low,-6.125,1.46308749,x46,Task,11
1843,9,Low,-5.25,0.93541435,x46,Task,12
1808,9,High,13.0,0.0,x46,Task,7
1811,9,High,13.0,0.0,x46,Task,8
1818,9,High,13.0,0.0,x46,Task,9
1831,9,High,13.0,0.0,x46,Task,10
1838,9,High,13.0,0.0,x46,Task,11
1846,9,High,13.0,0.0,x46,Task,12
1902,9,Low,-4.125,0.80039053,x49,Task,7
1910,9,Low,-6.375,0.80039053,x49,Task,8
1920,9,Low,4.125,0.80039053,x49,Task,9
1924,9,Low,-0.625,0.375,x49,Task,10
1932,9,Low,-5.375,0.80039053,x49,Task,11
1943,9,Low,-8.75,0.8291562,x49,Task,12
1899,9,High,13.0,0.0,x49,Task,7
1907,9,High,13.0,0.0,x49,Task,8
1919,9,High,6.375,3.44827856,x49,Task,9
1927,9,High,13.0,0.0,x49,Task,10
1930,9,High,13.0,0.0,x49,Task,11
1945,9,High,13.0,0.0,x49,Task,12
1996,9,Low,-1.875,2.34853678,x50,Task,7
2005,9,Low,-8.375,0.6731456,x50,Task,8
2017,9,Low,-5.75,1.19895788,x50,Task,9
2021,9,Low,-5.75,1.3462912,x50,Task,10
2027,9,Low,2.125,1.17924764,x50,Task,11
2041,9,Low,-10.375,2.5890394,x50,Task,12
1994,9,High,13.0,0.0,x50,Task,7
2009,9,High,13.0,0.0,x50,Task,8
2014,9,High,13.0,0.0,x50,Task,9
2025,9,High,13.0,0.0,x50,Task,10
2032,9,High,1.375,2.98171511,x50,Task,11
2036,9,High,13.0,0.0,x50,Task,12
2090,9,Low,0.25,0.8291562,x51,Task,7
2100,9,Low,0.375,1.00778222,x51,Task,8
2108,9,Low,0.125,0.71807033,x51,Task,9
2121,9,Low,-2.375,1.80710404,x51,Task,10
2128,9,Low,-1.75,0.96824584,x51,Task,11
2133,9,Low,-0.75,1.82002747,x51,Task,12
2096,9,High,13.0,0.0,x51,Task,7
2099,9,High,13.0,0.0,x51,Task,8
2106,9,High,13.0,0.0,x51,Task,9
2116,9,High,8.875,1.125,x51,Task,10
2122,9,High,13.0,0.0,x51,Task,11
2131,9,High,13.0,0.0,x51,Task,12
2192,9,Low,-8.375,1.32876823,x52,Task,7
2197,9,Low,-8.875,0.375,x52,Task,8
2207,9,Low,-8.25,0.8291562,x52,Task,9
2212,9,Low,-6.625,0.9437293,x52,Task,10
2222,9,Low,13.0,0.0,x52,Task,11
2228,9,Low,-4.25,2.62202212,x52,Task,12
2191,9,High,13.0,0.0,x52,Task,7
2194,9,High,13.0,0.0,x52,Task,8
2206,9,High,13.0,0.0,x52,Task,9
2211,9,High,13.0,0.0,x52,Task,10
2224,9,High,13.0,0.0,x52,Task,11
2227,9,High,13.0,0.0,x52,Task,12
2282,9,Low,-9.625,1.97246673,x53,Task,7
2293,9,Low,-8.875,5.22763092,x53,Task,8
2302,9,Low,-8.875,1.97246673,x53,Task,9
2308,9,Low,-5.875,0.71807033,x53,Task,10
2315,9,Low,-10.0,0.61237244,x53,Task,11
2328,9,Low,-9.0,1.11803399,x53,Task,12
2284,9,High,13.0,0.0,x53,Task,7
2295,9,High,13.0,0.0,x53,Task,8
2299,9,High,13.0,0.0,x53,Task,9
2307,9,High,13.0,0.0,x53,Task,10
2317,9,High,13.0,0.0,x53,Task,11
2323,9,High,13.0,0.0,x53,Task,12
2384,9,Low,-8.125,0.71807033,x54,Task,7
2392,9,Low,-16.75,0.96824584,x54,Task,8
2400,9,Low,-15.5,1.87082869,x54,Task,9
2403,9,Low,-14.25,0.8291562,x54,Task,10
2417,9,Low,-15.25,0.75,x54,Task,11
2421,9,Low,-13.75,0.75,x54,Task,12
2379,9,High,13.0,0.0,x54,Task,7
2388,9,High,8.375,1.54616461,x54,Task,8
2399,9,High,13.0,0.0,x54,Task,9
2407,9,High,13.0,0.0,x54,Task,10
2413,9,High,13.0,0.0,x54,Task,11
2423,9,High,13.0,0.0,x54,Task,12
1452,15,Low,-4.875,3.55536566,x32,Task,7
1457,15,Low,-1.5,0.93541435,x32,Task,8
1455,15,High,13.0,0.0,x32,Task,7
1464,15,High,13.0,0.0,x32,Task,8
1518,15,Low,-3.5,1.3462912,x34,Task,7
1525,15,Low,-4.625,1.17924764,x34,Task,8
1537,15,Low,-6.75,1.11803399,x34,Task,9
1544,15,Low,-7.875,1.58607219,x34,Task,10
1549,15,Low,-3.5,2.6925824,x34,Task,11
1557,15,Low,-3.75,0.8291562,x34,Task,12
1521,15,High,13.0,0.0,x34,Task,7
1528,15,High,0.0,0.55901699,x34,Task,8
1533,15,High,2.08333333,4.30519712,x34,Task,9
1545,15,High,13.0,0.0,x34,Task,10
1548,15,High,13.0,0.0,x34,Task,11
1554,15,High,13.0,0.0,x34,Task,12
1612,15,Low,-5.625,1.17924764,x40,Task,7
1625,15,Low,-6.625,0.375,x40,Task,8
1628,15,Low,-5.375,0.6731456,x40,Task,9
1639,15,Low,-5.25,1.92028644,x40,Task,10
1645,15,Low,-4.375,2.15421099,x40,Task,11
1656,15,Low,-5.875,0.375,x40,Task,12
1610,15,High,13.0,0.0,x40,Task,7
1620,15,High,13.0,0.0,x40,Task,8
1629,15,High,-2.41666667,5.72579446,x40,Task,9
1640,15,High,13.0,0.0,x40,Task,10
1648,15,High,13.0,0.0,x40,Task,11
1653,15,High,13.0,0.0,x40,Task,12
1712,15,Low,-4.375,0.71807033,x45,Task,7
1717,15,Low,-6.75,1.60078106,x45,Task,8
1727,15,Low,-7.125,2.00390244,x45,Task,9
1734,15,Low,-9.75,0.55901699,x45,Task,10
1742,15,Low,-5.875,1.28086885,x45,Task,11
1747,15,Low,-1.75,1.67705098,x45,Task,12
1710,15,High,3.25,2.35849528,x45,Task,7
1718,15,High,13.0,0.0,x45,Task,8
1725,15,High,13.0,0.0,x45,Task,9
1732,15,High,13.0,0.0,x45,Task,10
1740,15,High,13.0,0.0,x45,Task,11
1751,15,High,13.0,0.0,x45,Task,12
1805,15,Low,-5.0,2.31840462,x46,Task,7
1810,15,Low,-1.75,0.96824584,x46,Task,8
1822,15,Low,-6.75,1.03077641,x46,Task,9
1832,15,Low,-3.625,2.40117159,x46,Task,10
1834,15,Low,-4.75,1.14564392,x46,Task,11
1844,15,Low,-2.625,1.58607219,x46,Task,12
1802,15,High,3.83333333,4.74268443,x46,Task,7
1816,15,High,13.0,0.0,x46,Task,8
1823,15,High,13.0,0.0,x46,Task,9
1829,15,High,13.0,0.0,x46,Task,10
1836,15,High,13.0,0.0,x46,Task,11
1842,15,High,13.0,0.0,x46,Task,12
1900,15,Low,0.0,0.55901699,x49,Task,7
1912,15,Low,-2.5,1.93649167,x49,Task,8
1916,15,Low,-1.25,0.93541435,x49,Task,9
1928,15,Low,-8.25,2.54950976,x49,Task,10
1935,15,Low,-2.375,1.39754249,x49,Task,11
1941,15,Low,-3.375,0.5153882,x49,Task,12
1901,15,High,13.0,0.0,x49,Task,7
1906,15,High,13.0,0.0,x49,Task,8
1918,15,High,13.0,0.0,x49,Task,9
1922,15,High,3.625,1.32876823,x49,Task,10
1931,15,High,13.0,0.0,x49,Task,11
1944,15,High,13.0,0.0,x49,Task,12
2000,15,Low,-2.125,1.125,x50,Task,7
2008,15,Low,-2.25,0.70710678,x50,Task,8
2010,15,Low,-3.125,0.5153882,x50,Task,9
2022,15,Low,-3.625,2.0194368,x50,Task,10
2030,15,Low,-5.125,1.875,x50,Task,11
2035,15,Low,0.0,0.55901699,x50,Task,12
2001,15,High,13.0,0.0,x50,Task,7
2006,15,High,8.875,1.00778222,x50,Task,8
2015,15,High,13.0,0.0,x50,Task,9
2019,15,High,13.0,0.0,x50,Task,10
2029,15,High,5.625,4.14012379,x50,Task,11
2037,15,High,13.0,0.0,x50,Task,12
