%   exppar1[Hz]   expvar[dB SPL]
   798.00000000   42.33333333   0.94280904
   9909.00000000   42.50000000   0.50000000
   16100.00000000   39.50000000   0.50000000
   6100.00000000   40.50000000   0.95742711
   487.00000000   42.66666667   0.74535599
   300.00000000   45.83333333   1.95078332
   798.00000000   45.83333333   0.68718427
   9909.00000000   39.83333333   1.06718737
   487.00000000   44.83333333   1.77169097
   300.00000000   45.50000000   0.95742711
   6100.00000000   41.00000000   1.00000000
   16100.00000000   39.83333333   1.34370962
