%   exppar1[Hz]   expvar[dB SPL]
   798.00000000   40.83333333   1.57233019
   300.00000000   40.33333333   1.49071198
   9909.00000000   38.00000000   1.00000000
   487.00000000   42.66666667   1.10554160
   6100.00000000   38.50000000   0.95742711
   16100.00000000   43.50000000   1.70782513
   6100.00000000   39.50000000   1.25830574
   16100.00000000   43.00000000   1.73205081
   798.00000000   41.00000000   1.29099445
   487.00000000   39.33333333   0.74535599
   9909.00000000   38.16666667   1.06718737
   300.00000000   41.83333333   0.89752747
