%   exppar1[n]   exppar2[Hz]   expvar[20log10(delta_A/A)]
   15.00000000   300.00000000   8.91666667   1.51840560
   15.00000000   6100.00000000   9.12500000   0.51538820
   3.00000000   6100.00000000   3.12500000   2.89665756
   5.00000000   300.00000000   0.12345678   0.00000000
   5.00000000   6100.00000000   0.12345678   0.00000000
   9.00000000   300.00000000   5.87500000   1.46308749
   9.00000000   6100.00000000   0.12345678   0.00000000
   3.00000000   300.00000000   8.87500000   0.94372930
   5.00000000   6100.00000000   0.12345678   0.00000000
   9.00000000   6100.00000000   4.87500000   2.85317805
   9.00000000   300.00000000   1.62500000   3.26199709
   5.00000000   300.00000000   0.12345678   0.00000000
   3.00000000   300.00000000   7.37500000   2.42706098
   15.00000000   300.00000000   1.00000000   0.70710678
   15.00000000   6100.00000000   0.12345678   0.00000000
   3.00000000   6100.00000000   0.12345678   0.00000000
   15.00000000   300.00000000   -1.12500000   1.17924764
   3.00000000   6100.00000000   0.12345678   0.00000000
   15.00000000   6100.00000000   1.12500000   3.80993766
   9.00000000   6100.00000000   0.12345678   0.00000000
   3.00000000   300.00000000   6.00000000   1.60078106
   9.00000000   300.00000000   0.37500000   1.00778222
   5.00000000   6100.00000000   0.12345678   0.00000000
   5.00000000   300.00000000   4.50000000   0.70710678
   5.00000000   300.00000000   -0.25000000   1.43614066
   15.00000000   300.00000000   0.00000000   0.55901699
   15.00000000   6100.00000000   0.12345678   0.00000000
   5.00000000   6100.00000000   7.45833333   1.59044456
   9.00000000   6100.00000000   0.12345678   0.00000000
   9.00000000   300.00000000   -3.50000000   1.11803399
   3.00000000   300.00000000   3.12500000   0.37500000
   3.00000000   6100.00000000   2.12500000   1.32876823
   15.00000000   300.00000000   -2.25000000   1.82002747
   3.00000000   300.00000000   -0.75000000   0.93541435
   9.00000000   300.00000000   7.50000000   1.76776695
   5.00000000   300.00000000   6.50000000   0.93541435
   9.00000000   6100.00000000   0.12345678   0.00000000
   15.00000000   6100.00000000   0.12345678   0.00000000
   5.00000000   6100.00000000   0.12345678   0.00000000
   3.00000000   6100.00000000   0.37500000   5.99087848
   9.00000000   6100.00000000   0.12345678   0.00000000
   5.00000000   300.00000000   4.25000000   0.96824584
   3.00000000   6100.00000000   0.12345678   0.00000000
   15.00000000   6100.00000000   0.12345678   0.00000000
   9.00000000   300.00000000   2.87500000   1.17924764
   5.00000000   6100.00000000   0.12345678   0.00000000
   15.00000000   300.00000000   4.37500000   0.80039053
   3.00000000   300.00000000   3.50000000   1.06066017
   9.00000000   300.00000000   0.25000000   0.82915620
   15.00000000   300.00000000   0.50000000   0.96824584
   15.00000000   6100.00000000   0.12345678   0.00000000
   3.00000000   6100.00000000   0.12345678   0.00000000
   5.00000000   6100.00000000   0.12345678   0.00000000
   3.00000000   300.00000000   7.87500000   2.05015243
   9.00000000   6100.00000000   0.12345678   0.00000000
   5.00000000   300.00000000   3.12500000   1.12500000
   3.00000000   6100.00000000   9.62500000   0.37500000
   9.00000000   6100.00000000   0.12345678   0.00000000
   9.00000000   300.00000000   0.37500000   1.00778222
   3.00000000   300.00000000   2.12500000   0.80039053
   5.00000000   6100.00000000   0.12345678   0.00000000
   15.00000000   6100.00000000   0.12345678   0.00000000
   5.00000000   300.00000000   -3.00000000   1.41421356
   15.00000000   300.00000000   0.25000000   0.70710678
   9.00000000   6100.00000000   0.12345678   0.00000000
   15.00000000   6100.00000000   0.12345678   0.00000000
   9.00000000   300.00000000   0.12500000   0.71807033
   5.00000000   300.00000000   2.50000000   1.03077641
   15.00000000   300.00000000   -0.87500000   0.80039053
   3.00000000   6100.00000000   0.12345678   0.00000000
   5.00000000   6100.00000000   0.12345678   0.00000000
   3.00000000   300.00000000   0.87500000   1.28086885
   5.00000000   300.00000000   0.12500000   1.28086885
   3.00000000   6100.00000000   8.79166667   2.05860322
   9.00000000   6100.00000000   8.87500000   1.12500000
   15.00000000   6100.00000000   0.12345678   0.00000000
   3.00000000   300.00000000   1.12500000   0.51538820
   5.00000000   6100.00000000   0.12345678   0.00000000
   15.00000000   300.00000000   1.25000000   0.96824584
   9.00000000   300.00000000   -2.37500000   1.80710404
   9.00000000   6100.00000000   0.12345678   0.00000000
   3.00000000   6100.00000000   2.95833333   5.22297941
   5.00000000   300.00000000   -0.50000000   1.92028644
   5.00000000   6100.00000000   0.12345678   0.00000000
   15.00000000   300.00000000   0.25000000   0.82915620
   15.00000000   6100.00000000   0.12345678   0.00000000
   9.00000000   300.00000000   -1.75000000   0.96824584
   3.00000000   300.00000000   2.87500000   0.80039053
   5.00000000   6100.00000000   0.12345678   0.00000000
   9.00000000   6100.00000000   0.12345678   0.00000000
   3.00000000   300.00000000   5.12500000   1.70018381
   9.00000000   300.00000000   -0.75000000   1.82002747
   5.00000000   300.00000000   0.75000000   2.35849528
   15.00000000   6100.00000000   -0.75000000   1.82002747
   3.00000000   6100.00000000   0.12345678   0.00000000
   15.00000000   300.00000000   1.12500000   0.67314560
