%   exppar1[n]   exppar2[Hz]   expvar[20log10(delta_A/A)]
   15.00000000   6100.00000000   0.12345678   0.00000000
   5.00000000   300.00000000   -3.00000000   1.34629120
   9.00000000   6100.00000000   1.62500000   2.89665756
   1.00000000   6100.00000000   -2.75000000   0.61237244
   9.00000000   300.00000000   0.12345678   0.00000000
   15.00000000   300.00000000   -2.87500000   0.71807033
   5.00000000   6100.00000000   -4.00000000   1.22474487
   3.00000000   300.00000000   -2.75000000   1.03077641
   3.00000000   6100.00000000   -2.75000000   0.82915620
   1.00000000   300.00000000   -4.87500000   0.67314560
   3.00000000   6100.00000000   -2.37500000   1.17924764
   15.00000000   300.00000000   -0.25000000   0.61237244
   1.00000000   300.00000000   -10.12500000   0.67314560
   5.00000000   6100.00000000   -2.25000000   1.41421356
   9.00000000   6100.00000000   0.12345678   0.00000000
   3.00000000   300.00000000   -4.50000000   3.14245127
   9.00000000   300.00000000   -8.12500000   0.94372930
   1.00000000   6100.00000000   -6.25000000   0.86602540
   15.00000000   6100.00000000   0.12345678   0.00000000
   5.00000000   300.00000000   -6.37500000   1.09687055
   3.00000000   6100.00000000   -6.12500000   1.17924764
   9.00000000   300.00000000   -8.25000000   2.10653744
   15.00000000   6100.00000000   7.37500000   1.17924764
   3.00000000   300.00000000   -5.37500000   2.00390244
   5.00000000   300.00000000   -3.62500000   0.37500000
   1.00000000   6100.00000000   -1.00000000   0.61237244
   15.00000000   300.00000000   -2.50000000   0.96824584
   5.00000000   6100.00000000   0.12345678   0.00000000
   1.00000000   300.00000000   -8.37500000   1.80710404
   9.00000000   6100.00000000   0.12345678   0.00000000
   15.00000000   6100.00000000   0.12345678   0.00000000
   5.00000000   6100.00000000   0.12345678   0.00000000
   5.00000000   300.00000000   -4.00000000   0.96824584
   9.00000000   6100.00000000   0.12345678   0.00000000
   3.00000000   300.00000000   -7.00000000   2.07665597
   3.00000000   6100.00000000   -2.75000000   3.28823661
